query_id,total_us,t_search_including_retention,t_candidate_retention_intrusive,t_candidate_finalize,t_exact16,t_final_topk,candidates,refined,exact_evals,gap
0,197.107,193.626,23.650999999999986,3.177,0.028000000000000001,0.27600000000000002,967,0,0,nan
1,222.38300000000001,218.65000000000001,26.028000000000027,3.4940000000000002,0.014999999999999999,0.224,1274,0,0,nan
2,210.19300000000001,206.76599999999999,24.652000000000008,3.1850000000000001,0.014,0.22800000000000001,1223,0,0,nan
3,202.97800000000001,200.00399999999999,24.068000000000016,2.7639999999999998,0.014,0.19600000000000001,1146,0,0,nan
4,182.32499999999999,179.18600000000001,20.270000000000007,2.8769999999999998,0.016,0.246,837,0,0,nan
5,187.93199999999999,184.851,20.738,2.7989999999999999,0.014999999999999999,0.26700000000000002,959,0,0,nan
6,199.749,196.58600000000001,24.527000000000022,2.8929999999999998,0.025999999999999999,0.24399999999999999,1010,0,0,nan
7,186.464,183.32900000000001,22.562999999999992,2.8999999999999999,0.014999999999999999,0.22,921,0,0,nan
8,208.95400000000001,205.58099999999999,24.091000000000008,3.0979999999999999,0.019,0.25600000000000001,1194,0,0,nan
9,182.84299999999999,179.726,20.892000000000007,2.8460000000000001,0.016,0.255,931,0,0,nan
10,230.28299999999999,226.38,28.998999999999992,3.6819999999999999,0.016,0.20499999999999999,1350,0,0,nan
11,223.22999999999999,218.75399999999999,26.367000000000022,4.0659999999999998,0.025999999999999999,0.38400000000000001,1283,0,0,nan
12,152.59100000000001,149.476,15.806000000000004,2.8769999999999998,0.014999999999999999,0.223,593,0,0,nan
13,178.364,175.523,22.000000000000004,2.625,0.014999999999999999,0.20100000000000001,787,0,0,nan
14,176.29400000000001,173.45099999999999,20.802000000000003,2.6349999999999998,0.016,0.192,811,0,0,nan
15,169.26900000000001,166.24600000000001,17.443000000000008,2.7650000000000001,0.014999999999999999,0.24299999999999999,783,0,0,nan
16,225.858,221.505,27.664999999999992,4.0350000000000001,0.025999999999999999,0.29199999999999998,1241,0,0,nan
