query_id,recall_exact,recall_pq,recall_candidate_oracle,recall_all16,recall_exact_oracle,delta_exact_control,total_loss,discovery_loss,ranking_loss,exact_l0_count,pq_l0_count,coverage_exact,coverage_pq,top16_boundary_tie
105,0.20000000000000001,0.20000000000000001,0.20000000000000001,0.20000000000000001,0.20000000000000001,0,0,0,0,855,816,0.20000000000000001,0.20000000000000001,0
106,1,1,1,1,1,0,0,0,0,688,638,1,1,0
107,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,721,740,0.90000000000000002,0.90000000000000002,0
108,1,1,1,1,1,0,0,0,0,279,275,1,1,0
109,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,766,760,0.90000000000000002,0.90000000000000002,0
110,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,851,958,0.90000000000000002,0.90000000000000002,0
111,1,0.80000000000000004,1,1,1,0,0.19999999999999996,0,0.19999999999999996,480,453,1,1,0
112,0.5,0.20000000000000001,0.20000000000000001,0.20000000000000001,0.5,0,0.29999999999999999,0.29999999999999999,0,1152,1034,0.5,0.20000000000000001,0
113,0.90000000000000002,0.80000000000000004,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0.099999999999999978,0,0.099999999999999978,580,639,0.90000000000000002,0.90000000000000002,0
114,1,0.80000000000000004,0.80000000000000004,0.80000000000000004,1,0,0.19999999999999996,0.19999999999999996,0,539,557,1,0.80000000000000004,0
115,1,0.80000000000000004,1,1,1,0,0.19999999999999996,0,0.19999999999999996,808,771,1,1,0
116,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,941,739,0.90000000000000002,0.90000000000000002,0
117,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,1242,929,0.90000000000000002,0.90000000000000002,0
118,1,1,1,1,1,0,0,0,0,549,573,1,1,0
119,1,0.80000000000000004,1,1,1,0,0.19999999999999996,0,0.19999999999999996,551,544,1,1,0
120,1,1,1,1,1,0,0,0,0,612,579,1,1,0
121,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,547,604,1,1,0
122,0.20000000000000001,0.69999999999999996,0.80000000000000004,0.80000000000000004,0.20000000000000001,0,-0.49999999999999994,-0.60000000000000009,0.10000000000000009,502,664,0.20000000000000001,0.80000000000000004,0
123,1,1,1,1,1,0,0,0,0,419,529,1,1,0
124,0.90000000000000002,0.80000000000000004,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0.099999999999999978,0,0.099999999999999978,846,748,0.90000000000000002,0.90000000000000002,0
125,1,1,1,1,1,0,0,0,0,260,261,1,1,0
126,1,1,1,1,1,0,0,0,0,569,649,1,1,0
127,1,1,1,1,1,0,0,0,0,743,502,1,1,0
128,0.69999999999999996,0.69999999999999996,0.69999999999999996,0.69999999999999996,0.69999999999999996,0,0,0,0,701,791,0.69999999999999996,0.69999999999999996,0
129,1,1,1,1,1,0,0,0,0,612,689,1,1,0
130,1,0.80000000000000004,1,0.90000000000000002,1,0,0.19999999999999996,0,0.19999999999999996,260,273,1,1,0
131,1,1,1,1,1,0,0,0,0,504,507,1,1,0
132,1,1,1,1,1,0,0,0,0,402,426,1,1,0
133,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,467,457,0.90000000000000002,0.90000000000000002,0
134,1,1,1,1,1,0,0,0,0,770,576,1,1,0
