query_id,refined,exact_evals,total_us,t_search,t_gap,t_refine,t_final_selection,gap
0,1,16,187.47,0,0,0,0,nan
1,1,16,196.46600000000001,0,0,0,0,nan
2,1,16,192.17699999999999,0,0,0,0,nan
3,1,16,188.298,0,0,0,0,nan
4,1,16,164.05199999999999,0,0,0,0,nan
5,1,16,172.727,0,0,0,0,nan
6,1,16,182.40600000000001,0,0,0,0,nan
7,1,16,175.08099999999999,0,0,0,0,nan
8,1,16,199.56200000000001,0,0,0,0,nan
9,1,16,173.03299999999999,0,0,0,0,nan
10,1,16,211.905,0,0,0,0,nan
11,1,16,207.37200000000001,0,0,0,0,nan
12,1,16,141.274,0,0,0,0,nan
13,1,16,163.09800000000001,0,0,0,0,nan
14,1,16,164.29400000000001,0,0,0,0,nan
15,1,16,164.04400000000001,0,0,0,0,nan
16,1,16,206.25299999999999,0,0,0,0,nan
17,1,16,178.97200000000001,0,0,0,0,nan
18,1,16,198.691,0,0,0,0,nan
19,1,16,183.22300000000001,0,0,0,0,nan
20,1,16,132.078,0,0,0,0,nan
21,1,16,185.18899999999999,0,0,0,0,nan
22,1,16,180.55699999999999,0,0,0,0,nan
23,1,16,185.441,0,0,0,0,nan
24,1,16,212.054,0,0,0,0,nan
25,1,16,206.98099999999999,0,0,0,0,nan
26,1,16,157.75200000000001,0,0,0,0,nan
27,1,16,201.624,0,0,0,0,nan
28,1,16,174.80099999999999,0,0,0,0,nan
29,1,16,173.619,0,0,0,0,nan
30,1,16,211.61699999999999,0,0,0,0,nan
31,1,16,207.821,0,0,0,0,nan
32,1,16,211.64500000000001,0,0,0,0,nan
33,1,16,192.42500000000001,0,0,0,0,nan
34,1,16,205.631,0,0,0,0,nan
35,1,16,148.876,0,0,0,0,nan
36,1,16,185.226,0,0,0,0,nan
37,1,16,162.524,0,0,0,0,nan
38,1,16,195.71199999999999,0,0,0,0,nan
39,1,16,194.74299999999999,0,0,0,0,nan
40,1,16,202.87,0,0,0,0,nan
41,1,16,167.78899999999999,0,0,0,0,nan
42,1,16,162.83600000000001,0,0,0,0,nan
43,1,16,209.74799999999999,0,0,0,0,nan
44,1,16,204.74700000000001,0,0,0,0,nan
45,1,16,172.75399999999999,0,0,0,0,nan
46,1,16,203.91999999999999,0,0,0,0,nan
47,1,16,137.41,0,0,0,0,nan
48,1,16,203.453,0,0,0,0,nan
49,1,16,137.66800000000001,0,0,0,0,nan
50,1,16,165.21100000000001,0,0,0,0,nan
51,1,16,160.06899999999999,0,0,0,0,nan
52,1,16,187.09299999999999,0,0,0,0,nan
53,1,16,184.07599999999999,0,0,0,0,nan
54,1,16,168.81999999999999,0,0,0,0,nan
55,1,16,183.976,0,0,0,0,nan
56,1,16,165.09200000000001,0,0,0,0,nan
57,1,16,162.971,0,0,0,0,nan
58,1,16,213.53899999999999,0,0,0,0,nan
59,1,16,184.887,0,0,0,0,nan
60,1,16,146.035,0,0,0,0,nan
61,1,16,193.60599999999999,0,0,0,0,nan
62,1,16,210.583,0,0,0,0,nan
63,1,16,193.56800000000001,0,0,0,0,nan
64,1,16,213.715,0,0,0,0,nan
65,1,16,175.00399999999999,0,0,0,0,nan
66,1,16,202,0,0,0,0,nan
67,1,16,186.12899999999999,0,0,0,0,nan
68,1,16,186.42699999999999,0,0,0,0,nan
69,1,16,199.45699999999999,0,0,0,0,nan
70,1,16,189.40600000000001,0,0,0,0,nan
71,1,16,186.739,0,0,0,0,nan
72,1,16,185.744,0,0,0,0,nan
73,1,16,167.10300000000001,0,0,0,0,nan
74,1,16,156.53999999999999,0,0,0,0,nan
75,1,16,156.73500000000001,0,0,0,0,nan
76,1,16,198.57499999999999,0,0,0,0,nan
77,1,16,144.54400000000001,0,0,0,0,nan
78,1,16,197.648,0,0,0,0,nan
79,1,16,179.934,0,0,0,0,nan
80,1,16,208.02699999999999,0,0,0,0,nan
81,1,16,210.43600000000001,0,0,0,0,nan
82,1,16,170.87799999999999,0,0,0,0,nan
83,1,16,140.37899999999999,0,0,0,0,nan
