query_id,refined,exact_evals,total_us,t_search,t_gap,t_refine,t_final_selection,gap
0,0,0,160.465,0,0,0,0,nan
1,0,0,173.92500000000001,0,0,0,0,nan
2,0,0,174.34999999999999,0,0,0,0,nan
3,0,0,161.154,0,0,0,0,nan
4,0,0,146.11699999999999,0,0,0,0,nan
5,0,0,151.15700000000001,0,0,0,0,nan
6,0,0,158.94300000000001,0,0,0,0,nan
7,0,0,148.084,0,0,0,0,nan
8,0,0,171.70099999999999,0,0,0,0,nan
9,0,0,151.142,0,0,0,0,nan
10,0,0,208.697,0,0,0,0,nan
11,0,0,176.13900000000001,0,0,0,0,nan
12,0,0,126.765,0,0,0,0,nan
13,0,0,142.70400000000001,0,0,0,0,nan
14,0,0,144.38499999999999,0,0,0,0,nan
15,0,0,141.28999999999999,0,0,0,0,nan
16,0,0,177.03200000000001,0,0,0,0,nan
17,0,0,155.012,0,0,0,0,nan
18,0,0,173.30699999999999,0,0,0,0,nan
19,0,0,160.08000000000001,0,0,0,0,nan
20,0,0,117.04000000000001,0,0,0,0,nan
21,0,0,169.327,0,0,0,0,nan
22,0,0,162.62100000000001,0,0,0,0,nan
23,0,0,164.233,0,0,0,0,nan
24,0,0,169.27699999999999,0,0,0,0,nan
25,0,0,157.07499999999999,0,0,0,0,nan
26,0,0,134.49199999999999,0,0,0,0,nan
27,0,0,170.81200000000001,0,0,0,0,nan
28,0,0,147.41399999999999,0,0,0,0,nan
29,0,0,145.96899999999999,0,0,0,0,nan
30,0,0,180.595,0,0,0,0,nan
31,0,0,172.626,0,0,0,0,nan
32,0,0,169.58099999999999,0,0,0,0,nan
33,0,0,158.45699999999999,0,0,0,0,nan
34,0,0,177.566,0,0,0,0,nan
35,0,0,138.58600000000001,0,0,0,0,nan
36,0,0,161.495,0,0,0,0,nan
37,0,0,151.34800000000001,0,0,0,0,nan
38,0,0,167.47999999999999,0,0,0,0,nan
39,0,0,154.93299999999999,0,0,0,0,nan
40,0,0,174.39400000000001,0,0,0,0,nan
41,0,0,141.28899999999999,0,0,0,0,nan
42,0,0,137.25899999999999,0,0,0,0,nan
43,0,0,174.83099999999999,0,0,0,0,nan
44,0,0,172.001,0,0,0,0,nan
45,0,0,145.93100000000001,0,0,0,0,nan
46,0,0,171.75299999999999,0,0,0,0,nan
47,0,0,122.03,0,0,0,0,nan
48,0,0,176.59999999999999,0,0,0,0,nan
49,0,0,122.739,0,0,0,0,nan
50,0,0,144.083,0,0,0,0,nan
51,0,0,139.30799999999999,0,0,0,0,nan
52,0,0,163.124,0,0,0,0,nan
53,0,0,158.971,0,0,0,0,nan
54,0,0,147.285,0,0,0,0,nan
55,0,0,159.631,0,0,0,0,nan
56,0,0,142.50800000000001,0,0,0,0,nan
57,0,0,143.21899999999999,0,0,0,0,nan
58,0,0,176.786,0,0,0,0,nan
59,0,0,165.56299999999999,0,0,0,0,nan
60,0,0,127.12,0,0,0,0,nan
61,0,0,170.63,0,0,0,0,nan
62,0,0,189.39699999999999,0,0,0,0,nan
63,0,0,169.512,0,0,0,0,nan
64,0,0,180.33000000000001,0,0,0,0,nan
65,0,0,155.601,0,0,0,0,nan
66,0,0,173.38,0,0,0,0,nan
67,0,0,170.00999999999999,0,0,0,0,nan
68,0,0,160.99799999999999,0,0,0,0,nan
69,0,0,167.172,0,0,0,0,nan
70,0,0,160.62200000000001,0,0,0,0,nan
71,0,0,156.69999999999999,0,0,0,0,nan
72,0,0,163.39500000000001,0,0,0,0,nan
73,0,0,150.40000000000001,0,0,0,0,nan
74,0,0,133.78399999999999,0,0,0,0,nan
75,0,0,124.69499999999999,0,0,0,0,nan
76,0,0,160.238,0,0,0,0,nan
77,0,0,130.57300000000001,0,0,0,0,nan
78,0,0,174.761,0,0,0,0,nan
79,0,0,160.12,0,0,0,0,nan
80,0,0,172.184,0,0,0,0,nan
81,0,0,167.459,0,0,0,0,nan
82,0,0,145.083,0,0,0,0,nan
83,0,0,99.825000000000003,0,0,0,0,nan
84,0,0,121.26000000000001,0,0,0,0,nan
85,0,0,180.892,0,0,0,0,nan
