query_id,refined,exact_evals,total_us,t_search,t_gap,t_refine,t_final_selection,gap
0,0,0,200.47399999999999,196.97800000000001,3.1539999999999999,0.014,0.32800000000000001,1209.1328125
1,1,16,204.803,198.559,3.3570000000000002,2.3650000000000002,0.52200000000000002,485.10546875
2,0,0,197.15199999999999,193.80600000000001,3.093,0.014999999999999999,0.23799999999999999,1625.546875
3,0,0,186.066,183.16499999999999,2.7120000000000002,0.014999999999999999,0.17399999999999999,2034.41015625
4,0,0,168.00700000000001,164.75299999999999,3.0449999999999999,0.016,0.193,5292.5546875
5,0,0,179.916,176.798,2.839,0.02,0.25900000000000001,1351.4921875
6,0,0,196.643,193.702,2.6930000000000001,0.014,0.23400000000000001,1794.96484375
7,0,0,169.36500000000001,166.322,2.7999999999999998,0.012999999999999999,0.23000000000000001,1555.91015625
8,0,0,190.78299999999999,187.64099999999999,2.8610000000000002,0.014999999999999999,0.26600000000000001,1221.1171875
9,0,0,168.136,165.26900000000001,2.601,0.014,0.252,965.47265625
10,0,0,212.40899999999999,208.50200000000001,3.6349999999999998,0.014999999999999999,0.25700000000000001,3679.03515625
11,0,0,198.363,194.18199999999999,3.9159999999999999,0.014,0.251,840.97265625
12,0,0,139.761,136.767,2.798,0.014,0.182,763.99609375
13,0,0,160.74700000000001,158.06800000000001,2.4649999999999999,0.014,0.20000000000000001,1363.015625
14,0,0,163.39599999999999,160.571,2.581,0.014,0.23000000000000001,868.56640625
15,0,0,156.108,153.292,2.5409999999999999,0.014,0.26100000000000001,2187.341796875
16,1,16,207.96600000000001,201.315,3.8660000000000001,2.2519999999999998,0.53300000000000003,598.39453125
17,0,0,181.31200000000001,178.03399999999999,3.044,0.014,0.22,2266.25
18,1,16,203.30099999999999,197.05000000000001,3.9969999999999999,1.9179999999999999,0.33600000000000002,595.91015625
19,1,16,185.81399999999999,179.881,2.7330000000000001,2.843,0.35699999999999998,692.08203125
20,0,0,128.18600000000001,126.078,1.887,0.019,0.20200000000000001,1815.267578125
21,1,16,184.268,178.98599999999999,2.5209999999999999,2.3170000000000002,0.44400000000000001,188.484375
22,0,0,179.52699999999999,176.23400000000001,3.008,0.019,0.26600000000000001,894.34765625
23,0,0,184.34299999999999,181.36500000000001,2.7490000000000001,0.014,0.215,2170.40625
24,0,0,189.304,186.09899999999999,2.98,0.014,0.21099999999999999,1534.640625
25,1,16,179.60900000000001,174.24000000000001,2.8700000000000001,2.0550000000000002,0.44400000000000001,704.8515625
26,0,0,147.37700000000001,145.12799999999999,2.0329999999999999,0.014,0.20200000000000001,2453.4921875
27,0,0,194.45400000000001,190.154,4.0179999999999998,0.014,0.26800000000000002,9651.3359375
28,0,0,163.71700000000001,160.41,3.0579999999999998,0.014,0.23499999999999999,1908.46484375
29,0,0,165.506,162.74600000000001,2.5049999999999999,0.014,0.24099999999999999,2813.8203125
30,0,0,200.90100000000001,197.92400000000001,2.7759999999999998,0.014,0.187,1319.4453125
31,0,0,193.446,189.97499999999999,3.2709999999999999,0.014,0.186,1626.7890625
32,0,0,193.483,190.167,3.1139999999999999,0.014,0.188,1872.8203125
33,0,0,173.857,170.69499999999999,2.9159999999999999,0.014,0.23200000000000001,1912.7890625
34,0,0,203.25899999999999,200.19,2.8410000000000002,0.014,0.214,1010.84375
35,0,0,141.99000000000001,139.36600000000001,2.4060000000000001,0.014,0.20399999999999999,2759.919921875
36,1,16,185.679,179.93600000000001,2.907,2.3530000000000002,0.48299999999999998,308.59375
37,0,0,157.67400000000001,155.08699999999999,2.3719999999999999,0.014,0.20100000000000001,1645.34765625
38,0,0,191.53800000000001,188.35400000000001,2.9980000000000002,0.014999999999999999,0.17100000000000001,3153.421875
39,1,16,180.82900000000001,175.22200000000001,2.407,2.617,0.58299999999999996,594.48046875
40,0,0,193.51599999999999,188.822,4.4379999999999997,0.014,0.24199999999999999,1772.14453125
41,0,0,156.96299999999999,153.547,3.2109999999999999,0.014,0.191,887.87109375
42,0,0,149.52699999999999,146.80199999999999,2.4889999999999999,0.014999999999999999,0.221,1318.46875
43,0,0,200.08600000000001,196.108,3.8029999999999999,0.014,0.161,1665.0546875
44,1,16,230.458,223.471,3.6520000000000001,2.7749999999999999,0.56000000000000005,498.9609375
45,0,0,164.399,161.679,2.4900000000000002,0.014,0.216,1152.583984375
46,0,0,194.26499999999999,190.58099999999999,3.476,0.014,0.19400000000000001,747.71484375
