query_id,recall_exact,recall_pq,recall_candidate_oracle,recall_all16,recall_exact_oracle,delta_exact_control,total_loss,discovery_loss,ranking_loss,exact_l0_count,pq_l0_count,coverage_exact,coverage_pq,top16_boundary_tie
0,1,0.80000000000000004,1,1,1,0,0.19999999999999996,0,0.19999999999999996,2179,2275,1,1,0
1,1,1,1,1,1,0,0,0,0,2347,2242,1,1,0
2,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,2006,1869,1,1,0
3,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,1615,1566,1,1,0
4,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,2364,2364,1,1,0
5,1,1,1,1,1,0,0,0,0,1777,1613,1,1,0
6,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,1546,1504,1,1,0
7,1,0.80000000000000004,1,0.90000000000000002,1,0,0.19999999999999996,0,0.19999999999999996,2364,2344,1,1,0
8,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,2054,2084,1,1,0
9,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,1970,1976,1,1,0
10,1,1,1,1,1,0,0,0,0,1914,1854,1,1,0
11,0.90000000000000002,0.80000000000000004,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0.099999999999999978,0,0.099999999999999978,1341,1395,0.90000000000000002,0.90000000000000002,0
12,1,1,1,1,1,0,0,0,0,2107,2248,1,1,0
13,1,0.80000000000000004,1,1,1,0,0.19999999999999996,0,0.19999999999999996,1920,1890,1,1,0
14,1,0.69999999999999996,1,1,1,0,0.30000000000000004,0,0.30000000000000004,1247,1242,1,1,0
15,1,0.90000000000000002,1,0.90000000000000002,1,0,0.099999999999999978,0,0.099999999999999978,2765,2696,1,1,0
16,1,0.80000000000000004,1,1,1,0,0.19999999999999996,0,0.19999999999999996,1469,1471,1,1,0
17,1,0.69999999999999996,1,1,1,0,0.30000000000000004,0,0.30000000000000004,1156,1150,1,1,0
18,1,1,1,1,1,0,0,0,0,1640,1671,1,1,0
19,1,1,1,1,1,0,0,0,0,1468,1487,1,1,0
20,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,2434,2425,1,1,0
21,1,1,1,1,1,0,0,0,0,2195,2411,1,1,0
22,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,2537,2579,1,1,0
23,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,2215,2192,1,1,0
24,0.69999999999999996,0.69999999999999996,0.69999999999999996,0.69999999999999996,0.69999999999999996,0,0,0,0,1654,1649,0.69999999999999996,0.69999999999999996,0
25,1,0.90000000000000002,1,1,1,0,0.099999999999999978,0,0.099999999999999978,2159,2174,1,1,0
26,1,1,1,1,1,0,0,0,0,2128,2087,1,1,0
27,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0.90000000000000002,0,0,0,0,1761,1778,0.90000000000000002,0.90000000000000002,0
