query_id,total_us,t_search_including_retention,t_candidate_retention_intrusive,t_candidate_finalize,t_exact16,t_final_topk,candidates,refined,exact_evals,gap
0,158.56999999999999,158.36199999999999,0,0.014999999999999999,0.014,0.17899999999999999,0,0,0,nan
1,176.62899999999999,176.38499999999999,0,0.014,0.031,0.19900000000000001,0,0,0,nan
2,171.25800000000001,171.05099999999999,0,0.014,0.014999999999999999,0.17799999999999999,0,0,0,nan
3,165.57400000000001,165.28299999999999,0,0.014,0.029999999999999999,0.247,0,0,0,nan
4,148.084,147.863,0,0.014,0.016,0.191,0,0,0,nan
5,154.22800000000001,154.03899999999999,0,0.014,0.014999999999999999,0.16,0,0,0,nan
6,160.03700000000001,159.81100000000001,0,0.014999999999999999,0.014999999999999999,0.19600000000000001,0,0,0,nan
7,153.155,152.964,0,0.014,0.014999999999999999,0.16200000000000001,0,0,0,nan
8,169.44499999999999,169.16200000000001,0,0.02,0.014999999999999999,0.248,0,0,0,nan
9,151.41399999999999,151.21799999999999,0,0.016,0.014,0.16600000000000001,0,0,0,nan
10,206.113,205.83099999999999,0,0.014999999999999999,0.033000000000000002,0.23400000000000001,0,0,0,nan
11,190.84800000000001,190.63200000000001,0,0.014999999999999999,0.014999999999999999,0.186,0,0,0,nan
12,127.65300000000001,127.43000000000001,0,0.014999999999999999,0.035000000000000003,0.17299999999999999,0,0,0,nan
13,145.774,145.58699999999999,0,0.016,0.016,0.155,0,0,0,nan
14,147.70699999999999,147.48599999999999,0,0.014999999999999999,0.014999999999999999,0.191,0,0,0,nan
15,139.56,139.33699999999999,0,0.014999999999999999,0.014999999999999999,0.193,0,0,0,nan
16,201.79300000000001,201.46600000000001,0,0.014,0.032000000000000001,0.28100000000000003,0,0,0,nan
17,168.84800000000001,168.62700000000001,0,0.014999999999999999,0.014999999999999999,0.191,0,0,0,nan
18,177.41,177.21600000000001,0,0.017000000000000001,0.017000000000000001,0.16,0,0,0,nan
19,160.38300000000001,160.15199999999999,0,0.02,0.017000000000000001,0.19400000000000001,0,0,0,nan
20,116.476,116.251,0,0.014,0.014,0.19700000000000001,0,0,0,nan
21,166.08799999999999,165.83600000000001,0,0.014999999999999999,0.014999999999999999,0.222,0,0,0,nan
22,163.816,163.536,0,0.014999999999999999,0.034000000000000002,0.23100000000000001,0,0,0,nan
23,165.196,164.99100000000001,0,0.019,0.014,0.17199999999999999,0,0,0,nan
24,171.303,171.10499999999999,0,0.014999999999999999,0.014999999999999999,0.16800000000000001,0,0,0,nan
