sample,query_id,base_id,other_id,exact,pq,absolute_relative_error,reconstruction_l2,order_inversion,adc_reference_error
3784,5612,269016,746830,1.7981153726577759,1.7759972810745239,0.012300707399845123,0.096467621624469757,0,4.76837158203125e-07
3785,1367,855566,618849,1.8669453859329224,1.8567061424255371,0.0054844901897013187,0.082334108650684357,0,2.384185791015625e-07
3786,1025,616251,737010,1.7828516960144043,1.7776073217391968,0.0029415651224553585,0.092429660260677338,0,8.3446502685546875e-07
3787,2979,175545,955714,1.602421760559082,1.6045711040496826,0.0013413095148280263,0.086799837648868561,0,3.5762786865234375e-07
3788,4089,116289,120718,1.7832980155944824,1.780982494354248,0.0012984488857910037,0.088905096054077148,0,1.0728836059570312e-06
3789,1202,215685,940698,1.6644352674484253,1.6588435173034668,0.0033595480490475893,0.087148986756801605,0,7.152557373046875e-07
3790,6031,828351,665616,1.8865857124328613,1.8747776746749878,0.0062589459121227264,0.082914009690284729,0,2.384185791015625e-07
3791,8720,967497,764683,1.8629114627838135,1.8493438959121704,0.0072829904966056347,0.088736206293106079,0,2.1457672119140625e-06
3792,9514,389761,929495,1.8591568470001221,1.8456664085388184,0.0072562131099402905,0.087709948420524597,0,0
3793,4434,756847,738154,1.8949629068374634,1.8750256299972534,0.010521196760237217,0.086660750210285187,1,1.6689300537109375e-06
3794,9473,945965,566878,1.9289549589157104,1.9153485298156738,0.0070537826977670193,0.089269436895847321,0,2.384185791015625e-07
3795,694,959787,4497,1.7812263965606689,1.770552396774292,0.0059925001114606857,0.089472897350788116,0,4.76837158203125e-07
3796,9561,172596,916357,2.0606582164764404,2.0611534118652344,0.00024030932399909943,0.091615185141563416,0,9.5367431640625e-07
3797,3958,503507,557385,1.7086300849914551,1.6935206651687622,0.0088430019095540047,0.089422978460788727,0,8.3446502685546875e-07
3798,3373,553865,470273,2.0894129276275635,2.0656328201293945,0.011381238698959351,0.087461836636066437,0,2.384185791015625e-07
3799,5585,642399,833835,2.0064411163330078,1.9928691387176514,0.006764204241335392,0.087238959968090057,0,2.1457672119140625e-06
3800,9613,617295,973560,1.9060745239257812,1.8966180086135864,0.0049612517468631268,0.087152011692523956,0,1.1920928955078125e-07
3801,2816,979864,868915,1.5399340391159058,1.5175472497940063,0.014537499286234379,0.087735205888748169,0,1.7881393432617188e-06
3802,658,504468,828913,1.4906456470489502,1.4726231098175049,0.01209042314440012,0.08406415581703186,0,2.384185791015625e-07
3803,3240,646940,46995,2.038071870803833,2.0297820568084717,0.0040674787014722824,0.092553459107875824,0,2.384185791015625e-07
3804,6394,655029,774648,1.7213529348373413,1.7118467092514038,0.0055225314572453499,0.086749553680419922,0,3.5762786865234375e-07
3805,4103,987624,264075,2.0781407356262207,2.0555377006530762,0.010876566171646118,0.089681610465049744,0,9.5367431640625e-07
3806,7354,217602,710013,1.8343451023101807,1.8241664171218872,0.0055489479564130306,0.090011633932590485,0,3.5762786865234375e-07
3807,7459,587699,542904,1.9080600738525391,1.8878974914550781,0.010567058809101582,0.086744330823421478,0,3.5762786865234375e-07
3808,2515,486849,40156,1.7674455642700195,1.7537410259246826,0.0077538671903312206,0.088351063430309296,0,4.76837158203125e-07
3809,1005,244245,233735,1.7075122594833374,1.7089090347290039,0.00081801769556477666,0.087038516998291016,0,8.3446502685546875e-07
3810,3590,439314,698295,1.9777144193649292,1.970341682434082,0.0037279077805578709,0.088360048830509186,0,9.5367431640625e-07
3811,6866,51156,257092,1.7225050926208496,1.7072069644927979,0.008881324902176857,0.086257047951221466,0,2.384185791015625e-07
3812,9432,506120,68106,2.0512957572937012,2.0212814807891846,0.014631861820816994,0.094002515077590942,0,7.152557373046875e-07
3813,3505,590329,673927,1.7754454612731934,1.7737566232681274,0.00095121929189190269,0.083429798483848572,0,0
3814,9706,669208,864051,1.6775600910186768,1.6722509860992432,0.0031647777650505304,0.086529850959777832,0,2.384185791015625e-07
3815,9257,164590,147421,1.5139200687408447,1.5055506229400635,0.0055283275432884693,0.08555043488740921,0,2.384185791015625e-07
3816,4041,762052,816846,1.7761408090591431,1.7512603998184204,0.014008129015564919,0.090706907212734222,0,4.76837158203125e-07
3817,3167,294141,973828,1.8779473304748535,1.8454761505126953,0.017290782183408737,0.095812223851680756,0,9.5367431640625e-07
3818,1544,957012,718233,1.8789093494415283,1.8520339727401733,0.014303711242973804,0.094415254890918732,0,1.1920928955078125e-07
3819,275,310573,736624,1.9503554105758667,1.9292894601821899,0.010801082476973534,0.095660008490085602,0,4.76837158203125e-07
3820,8836,451828,925484,1.7631947994232178,1.7548084259033203,0.004756351001560688,0.089235134422779083,0,1.1920928955078125e-06
3821,8241,471541,635117,1.7181298732757568,1.6991368532180786,0.011054472997784615,0.090424507856369019,0,3.5762786865234375e-07
3822,115,606592,670697,1.9748554229736328,1.9528355598449707,0.011150114238262177,0.088247485458850861,0,0
3823,34,453971,618106,2.0611410140991211,2.0490405559539795,0.0058707571588456631,0.087057575583457947,0,0
3824,8040,371826,424170,1.6664441823959351,1.6559773683547974,0.006280926987528801,0.088548347353935242,0,2.5033950805664062e-06
3825,3419,850019,191028,1.8821816444396973,1.8660256862640381,0.0085836341604590416,0.088694334030151367,0,8.3446502685546875e-07
3826,4144,184828,304444,1.8241000175476074,1.8047395944595337,0.010613685473799706,0.08488088846206665,0,5.9604644775390625e-07
3827,7161,808157,466276,1.925574779510498,1.9137201309204102,0.0061564208008348942,0.083815887570381165,0,2.384185791015625e-07
3828,3401,654403,278460,1.8826754093170166,1.8752180337905884,0.0039610522799193859,0.087188497185707092,0,8.3446502685546875e-07
3829,4144,988903,849865,1.8667144775390625,1.8582304716110229,0.0045448867604136467,0.091420158743858337,0,2.0265579223632812e-06
3830,6839,795543,176323,1.6667072772979736,1.6599184274673462,0.0040732105262577534,0.086363643407821655,0,1.3113021850585938e-06
3831,4097,554060,8460,2.0168824195861816,1.9880796670913696,0.014280828647315502,0.092109858989715576,0,1.0728836059570312e-06
3832,1323,266442,296932,1.8307992219924927,1.8065091371536255,0.013267476111650467,0.091978326439857483,0,8.3446502685546875e-07
3833,5028,211956,411974,1.7154968976974487,1.6958591938018799,0.0114472396671772,0.084025464951992035,0,5.9604644775390625e-07
3834,2716,122243,530905,1.6797647476196289,1.6678173542022705,0.0071125398389995098,0.086016826331615448,0,1.0728836059570312e-06
3835,6331,761567,955382,1.9599206447601318,1.9393471479415894,0.010497107170522213,0.094729229807853699,0,5.9604644775390625e-07
3836,2959,5846,444871,1.8097538948059082,1.7955724000930786,0.0078361453488469124,0.093046627938747406,0,2.384185791015625e-07
3837,4921,828346,36076,1.9087014198303223,1.8940812349319458,0.00765975471585989,0.08871450275182724,0,5.9604644775390625e-07
3838,4519,765720,720177,1.8937168121337891,1.865675687789917,0.014807454310357571,0.087150163948535919,0,1.9073486328125e-06
3839,5445,783321,916801,1.9922648668289185,2.0003423690795898,0.0040544318035244942,0.089770719408988953,0,4.76837158203125e-07
3840,561,373549,216503,1.417285680770874,1.4057871103286743,0.0081130927428603172,0.087605707347393036,0,3.5762786865234375e-07
3841,3532,228198,124799,1.7956640720367432,1.7760814428329468,0.010905507951974869,0.088606953620910645,0,3.5762786865234375e-07
3842,5695,918080,55237,1.9238901138305664,1.9068416357040405,0.0088614616543054581,0.089611060917377472,0,3.5762786865234375e-07
3843,6486,413083,404500,1.7721226215362549,1.7620153427124023,0.0057034874334931374,0.084787279367446899,0,2.384185791015625e-07
3844,7475,983212,322882,1.750434398651123,1.7369505167007446,0.0077031631954014301,0.085675179958343506,0,1.3113021850585938e-06
3845,7368,264361,908966,1.9824202060699463,1.972089409828186,0.0052112042903900146,0.089183762669563293,0,5.9604644775390625e-07
3846,3850,284332,897189,1.8837778568267822,1.8828283548355103,0.00050404138164594769,0.091511055827140808,0,1.1920928955078125e-07
3847,6671,607524,352379,1.8443162441253662,1.8254770040512085,0.010214756242930889,0.085313320159912109,0,0
3848,9820,261827,454221,1.5980726480484009,1.5918002128601074,0.0039249998517334461,0.084830880165100098,0,1.0728836059570312e-06
3849,8358,858950,802732,1.9634263515472412,1.9442844390869141,0.0097492393106222153,0.087100774049758911,0,7.152557373046875e-07
3850,2244,646943,606089,1.9015271663665771,1.8677425384521484,0.017767101526260376,0.10178572684526443,0,1.0728836059570312e-06
3851,6123,427285,108774,1.9179528951644897,1.9186068773269653,0.00034097925527021289,0.085863322019577026,0,0
3852,3156,287347,464929,1.5301182270050049,1.5300906896591187,1.79968737938907e-05,0.083965755999088287,0,3.5762786865234375e-07
3853,1914,730237,168371,1.7756122350692749,1.7662423849105835,0.005276968702673912,0.085668079555034637,0,3.5762786865234375e-07
3854,6730,748442,749102,1.8022041320800781,1.7707138061523438,0.017473230138421059,0.096621349453926086,0,0
3855,6078,645568,700012,1.8296048641204834,1.8257769346237183,0.0020922163967043161,0.08722350001335144,0,1.1920928955078125e-07
3856,8217,348562,703832,2.0501821041107178,2.0321235656738281,0.0088082607835531235,0.088135324418544769,0,2.384185791015625e-07
3857,5231,582665,439323,1.6771721839904785,1.673432469367981,0.0022297739051282406,0.086152434349060059,0,1.1920928955078125e-07
3858,7723,42196,853343,2.0624890327453613,2.0331168174743652,0.01424114964902401,0.089442014694213867,0,1.430511474609375e-06
3859,5192,657447,811603,2.0328459739685059,2.02840256690979,0.0021858061663806438,0.085913822054862976,0,9.5367431640625e-07
3860,922,382737,692224,1.8139990568161011,1.7937285900115967,0.011174463666975498,0.082853026688098907,0,4.76837158203125e-07
3861,3082,630927,871066,1.8268113136291504,1.8136030435562134,0.0072302324697375298,0.088111542165279388,0,3.5762786865234375e-07
3862,7700,471049,938375,1.5969047546386719,1.5847944021224976,0.0075836409814655781,0.086765170097351074,0,3.5762786865234375e-07
3863,7332,649763,935380,1.6616479158401489,1.6544440984725952,0.004335345234721899,0.087924845516681671,0,1.1920928955078125e-07
3864,5796,163074,22487,1.6944713592529297,1.6802513599395752,0.0083919977769255638,0.084630824625492096,0,0
3865,9638,168223,481053,1.7411350011825562,1.7324354648590088,0.0049964743666350842,0.0908355712890625,0,0
3866,5324,713637,979719,1.8437483310699463,1.8187556266784668,0.013555377721786499,0.091450624167919159,0,3.5762786865234375e-07
3867,4522,718955,852277,1.860612154006958,1.8579956293106079,0.0014062708942219615,0.087741144001483917,0,3.5762786865234375e-07
3868,3990,907590,513536,1.7566461563110352,1.7509560585021973,0.0032391827553510666,0.084459207952022552,0,1.430511474609375e-06
