metric,mean,std,min,max,coefficient_of_variation
fixed_candidate_recall,0.8530520000000001,0.0002403539057306743,0.8526600000000001,0.85331,0.00028175762524520695
ranking_recall_loss,0.10009800000000002,0.00024035390573069586,0.09984000000000001,0.10049000000000001,0.002401185895129731
cross_boundary_inversion_count,5.54252,0.0419763266615838,5.5048,5.5914,0.00757350928126264
global_mae,1314.4697946644724,2.29158563000681,1310.4156808295734,1316.0343279537965,0.0017433535858401015
random_pair_inversion_rate,0.0344150390625,4.618056575357335e-05,0.0343578125,0.0344609375,0.0013418716645855428
topk_agreement,0.8794880000000003,0.00030865838721787784,0.8789800000000003,0.87982,0.0003509523577557371
boundary_window_mae,989.9886011970659,1.456962383723616,987.8443476962004,991.6131539045854,0.0014716961205026996
candidate_weighted_mae,1329.5230687983396,2.384600966244915,1325.3406729942812,1331.2386977393228,0.0017935762245932178
