worker,sequence,query_id,pass,policy,latency_us,exact_evals
0,716,540,0,0,168.63999999999999,0
0,717,7991,0,1,218.119,16
0,718,7991,0,1,145.715,16
0,719,1126,0,0,171.876,0
0,720,12010,0,0,178.58099999999999,0
0,721,10632,0,1,191.404,16
0,722,10632,0,1,135.85499999999999,16
0,723,13077,0,0,162.31399999999999,0
0,724,8630,0,0,154.874,0
0,725,8031,0,1,161.524,16
0,726,8031,0,1,112.813,16
0,727,328,0,0,148.017,0
0,728,3450,0,0,156.304,0
0,729,11436,0,1,169.13,16
0,730,11436,0,1,121.681,16
0,731,3161,0,0,184.803,0
0,732,981,0,0,169.49799999999999,0
0,733,8865,0,1,145.77799999999999,16
0,734,8865,0,1,135.50800000000001,16
0,735,4550,0,0,174.43600000000001,0
0,736,8542,0,0,166.67400000000001,0
0,737,4120,0,1,196.727,16
0,738,4120,0,1,139.12299999999999,16
0,739,5740,0,0,170.726,0
0,740,13170,0,0,172.852,0
0,741,3984,0,1,149.035,16
0,742,3984,0,1,97.355000000000004,16
0,743,10150,0,0,170.595,0
0,744,12445,0,0,168.476,0
0,745,10667,0,1,170.01300000000001,16
0,746,10667,0,1,119.679,16
0,747,8409,0,0,177.28800000000001,0
0,748,12672,0,0,150.49000000000001,0
0,749,14052,0,1,189.76499999999999,16
0,750,14052,0,1,131.96000000000001,16
0,751,11692,0,0,160.46199999999999,0
0,752,3882,0,0,183.28399999999999,0
0,753,9015,0,1,172.50800000000001,16
0,754,9015,0,1,148.80500000000001,16
0,755,1827,0,0,166.28100000000001,0
0,756,11892,0,0,175.602,0
0,757,11207,0,1,223.90100000000001,16
0,758,11207,0,1,126.827,16
0,759,8834,0,0,176.41399999999999,0
0,760,5226,0,0,138.16,0
0,761,6215,0,1,187.29499999999999,16
0,762,6215,0,1,126.408,16
0,763,9426,0,0,172.34200000000001,0
0,764,5538,0,0,152.58199999999999,0
0,765,8909,0,1,136.52099999999999,16
0,766,8909,0,1,105.812,16
0,767,1203,0,0,173.50800000000001,0
0,768,6513,0,0,155.273,0
0,769,3933,0,1,193.619,16
0,770,3933,0,1,126.878,16
0,771,3860,0,0,133.36099999999999,0
0,772,1756,0,0,166.06399999999999,0
0,773,13502,0,1,187.352,16
0,774,13502,0,1,135.827,16
0,775,10042,0,0,189.54900000000001,0
0,776,13511,0,0,147.02600000000001,0
0,777,1360,0,1,197.01599999999999,16
0,778,1360,0,1,134.899,16
0,779,2188,0,0,181.19,0
0,780,4621,0,0,189.566,0
0,781,7280,0,1,186.922,16
0,782,7280,0,1,131.452,16
0,783,10907,0,0,177.28999999999999,0
0,784,3267,0,0,152.887,0
0,785,11133,0,1,184.43299999999999,16
0,786,11133,0,1,133.67400000000001,16
0,787,13769,0,0,149.18700000000001,0
0,788,13824,0,0,159.13300000000001,0
0,789,4998,0,1,161.06399999999999,16
0,790,4998,0,1,113.496,16
0,791,4412,0,0,157.81800000000001,0
0,792,3680,0,0,145.036,0
0,793,9899,0,1,184.98500000000001,16
0,794,9899,0,1,133.53100000000001,16
0,795,12159,0,0,178.59800000000001,0
0,796,3006,0,0,159.977,0
0,797,6113,0,1,161.92400000000001,16
0,798,6113,0,1,115.256,16
0,799,12497,0,0,175.178,0
0,800,3631,0,0,169.78100000000001,0
0,801,13327,0,1,164.94800000000001,16
0,802,13327,0,1,137.67500000000001,16
0,803,14025,0,0,187.14599999999999,0
0,804,3499,0,0,181.03999999999999,0
0,805,7126,0,1,194.851,16
0,806,7126,0,1,115.98999999999999,16
0,807,13036,0,0,178.977,0
0,808,10075,0,0,166.88399999999999,0
0,809,9376,0,1,158.327,16
0,810,9376,0,1,111.574,16
0,811,5896,0,0,175.54400000000001,0
0,812,2841,0,0,166.541,0
0,813,623,0,1,171.215,16
0,814,623,0,1,120.587,16
0,815,10673,0,0,149.392,0
0,816,10232,0,0,165.779,0
0,817,13991,0,1,177.89500000000001,16
0,818,13991,0,1,128.09399999999999,16
0,819,10232,0,0,158.30099999999999,0
0,820,8909,0,0,131.44999999999999,0
0,821,4673,0,1,186.392,16
0,822,4673,0,1,129.00399999999999,16
0,823,3631,0,0,167.16900000000001,0
0,824,10350,0,0,175.83699999999999,0
0,825,3499,0,1,145.21000000000001,16
0,826,3499,0,1,121.61799999999999,16
0,827,3267,0,0,158.934,0
0,828,1060,0,0,190.25,0
0,829,4324,0,1,189.06,16
0,830,4324,0,1,138.221,16
0,831,6513,0,0,145.07300000000001,0
0,832,10673,0,0,124.85299999999999,0
0,833,11105,0,1,165.24700000000001,16
0,834,11105,0,1,113.367,16
0,835,3882,0,0,174.447,0
0,836,665,0,0,107.93600000000001,0
0,837,3203,0,1,185.56700000000001,16
0,838,3203,0,1,128.208,16
0,839,8542,0,0,149.24000000000001,0
0,840,13814,0,0,177.441,0
0,841,10367,0,1,184.33699999999999,16
0,842,10367,0,1,155.702,16
0,843,12010,0,0,166.81700000000001,0
0,844,3323,0,0,183.22300000000001,0
0,845,7685,0,1,190.71100000000001,16
0,846,7685,0,1,137.96299999999999,16
0,847,10098,0,0,151.85599999999999,0
0,848,5896,0,0,156.608,0
0,849,1504,0,1,118.282,16
0,850,1504,0,1,90.400999999999996,16
0,851,13614,0,0,124.697,0
0,852,11582,0,0,175.101,0
0,853,13407,0,1,169.28800000000001,16
0,854,13407,0,1,120.78,16
0,855,8479,0,0,153.08000000000001,0
0,856,1250,0,0,171.703,0
0,857,2269,0,1,163.477,16
0,858,2269,0,1,112.36199999999999,16
0,859,10661,0,0,163.47,0
0,860,3179,0,0,174.75200000000001,0
0,861,5584,0,1,171.09800000000001,16
0,862,5584,0,1,119.377,16
0,863,13050,0,0,181.05199999999999,0
0,864,13036,0,0,163.065,0
0,865,10937,0,1,143.93700000000001,16
0,866,10937,0,1,100.252,16
0,867,14152,0,0,173.52099999999999,0
0,868,1479,0,0,147.48599999999999,0
0,869,14040,0,1,188.75200000000001,16
0,870,14040,0,1,146.36000000000001,16
0,871,5483,0,0,175.77000000000001,0
0,872,8360,0,0,171.02199999999999,0
0,873,4851,0,1,163.52199999999999,16
0,874,4851,0,1,135.273,16
0,875,13182,0,0,119.554,0
0,876,3452,0,0,197.505,0
0,877,3706,0,1,192.40899999999999,16
0,878,3706,0,1,142.309,16
0,879,9407,0,0,144.203,0
0,880,14025,0,0,153.68600000000001,0
0,881,182,0,1,170.642,16
0,882,182,0,1,122.288,16
0,883,1746,0,0,233.03399999999999,0
0,884,13465,0,0,192.70599999999999,0
0,885,13824,0,1,182.029,16
0,886,13824,0,1,144.315,16
0,887,2594,0,0,181.024,0
0,888,677,0,0,148.31399999999999,0
0,889,2429,0,1,178.77099999999999,16
0,890,2429,0,1,128.5,16
0,891,40,0,0,180.55699999999999,0
0,892,1910,0,0,177.01499999999999,0
0,893,6742,0,1,192.429,16
0,894,6742,0,1,140.01900000000001,16
0,895,9429,0,0,186.18100000000001,0
0,896,12497,0,0,161.19499999999999,0
0,897,516,0,1,198.89099999999999,16
0,898,516,0,1,143.27099999999999,16
0,899,9401,0,0,165.76300000000001,0
0,900,11935,0,0,169.15000000000001,0
0,901,6430,0,1,196.358,16
0,902,6430,0,1,134.77500000000001,16
0,903,44,0,0,174.39400000000001,0
0,904,1048,0,0,170.05699999999999,0
0,905,760,0,1,195.90799999999999,16
0,906,760,0,1,133.233,16
0,907,5414,0,0,222.98400000000001,0
0,908,6161,0,0,220.43199999999999,0
0,909,13300,0,1,212.34999999999999,16
0,910,13300,0,1,148.179,16
0,911,5196,0,0,137.97,0
0,912,12159,0,0,180.17699999999999,0
0,913,7345,0,1,148.654,16
0,914,7345,0,1,107.559,16
0,915,7062,0,0,202.267,0
0,916,6570,0,0,190.304,0
0,917,6570,0,1,147.547,16
0,918,6570,0,1,139.65199999999999,16
0,919,10368,0,0,180.04499999999999,0
0,920,7663,0,0,184,0
0,921,11007,0,1,193.5,16
0,922,11007,0,1,152.37700000000001,16
0,923,11556,0,0,183.471,0
0,924,1795,0,0,186.81,0
0,925,9289,0,1,176.85900000000001,16
0,926,9289,0,1,154.18100000000001,16
0,927,2600,0,0,190.589,0
0,928,4412,0,0,161.02199999999999,0
0,929,9893,0,1,181.28,16
0,930,9893,0,1,127.883,16
0,931,12395,0,0,180.43600000000001,0
0,932,2269,0,0,148.006,0
0,933,4996,0,1,180.45099999999999,16
0,934,4996,0,1,130.14500000000001,16
0,935,4740,0,0,165.16300000000001,0
0,936,7426,0,0,185.387,0
0,937,10322,0,1,198.042,16
0,938,10322,0,1,139.39599999999999,16
0,939,9796,0,0,179.56700000000001,0
0,940,8452,0,0,170.01300000000001,0
0,941,6683,0,1,172.685,16
0,942,6683,0,1,120.07899999999999,16
0,943,12699,0,0,179.27600000000001,0
0,944,13769,0,0,149.44499999999999,0
0,945,1756,0,1,176.636,16
0,946,1756,0,1,127.794,16
0,947,7249,0,0,167.49799999999999,0
0,948,6113,0,0,155.53100000000001,0
0,949,2982,0,1,179.851,16
0,950,2982,0,1,126.384,16
0,951,11036,0,0,164.733,0
0,952,11260,0,0,176.50399999999999,0
0,953,5671,0,1,174.43700000000001,16
0,954,5671,0,1,164.625,16
0,955,7888,0,0,177.63800000000001,0
0,956,3879,0,0,169.983,0
0,957,4538,0,1,192.38300000000001,16
0,958,4538,0,1,151.56800000000001,16
0,959,7342,0,0,168.35900000000001,0
0,960,10907,0,0,184.578,0
0,961,6841,0,1,156.27099999999999,16
0,962,6841,0,1,111.714,16
0,963,12019,0,0,199.19900000000001,0
0,964,4120,0,0,203.791,0
0,965,11428,0,1,169.54499999999999,16
0,966,11428,0,1,139.66800000000001,16
0,967,1915,0,0,200.92699999999999,0
0,968,7244,0,0,184.34899999999999,0
0,969,1626,0,1,182.39400000000001,16
0,970,1626,0,1,129.364,16
0,971,3309,0,0,194.46700000000001,0
0,972,6249,0,0,198.05799999999999,0
0,973,9725,0,1,198.72800000000001,16
0,974,9725,0,1,152.21899999999999,16
0,975,5049,0,0,220.10400000000001,0
0,976,2188,0,0,201.821,0
0,977,11935,0,1,195.08799999999999,16
0,978,11935,0,1,147.15600000000001,16
0,979,11866,0,0,151.47200000000001,0
0,980,12990,0,0,153.30099999999999,0
0,981,3126,0,1,178.82900000000001,16
0,982,3126,0,1,127.858,16
0,983,3152,0,0,178.95599999999999,0
0,984,4719,0,0,182.02099999999999,0
0,985,11232,0,1,192.49799999999999,16
0,986,11232,0,1,140.12799999999999,16
0,987,2994,0,0,172.90199999999999,0
0,988,13057,0,0,189.02799999999999,0
0,989,1430,0,1,195.059,16
0,990,1430,0,1,133.86600000000001,16
0,991,13773,0,0,169.61199999999999,0
0,992,10042,0,0,187.935,0
0,993,7687,0,1,168.20699999999999,16
0,994,7687,0,1,119.426,16
0,995,8708,0,0,145.42400000000001,0
0,996,10852,0,0,164.767,0
0,997,13131,0,1,190.464,16
0,998,13131,0,1,133.68299999999999,16
0,999,8721,0,0,172.15700000000001,0
0,1000,8502,0,0,169.45500000000001,0
0,1001,9503,0,1,173.321,16
0,1002,9503,0,1,116.877,16
0,1003,14020,0,0,153.315,0
0,1004,5550,0,0,153.02600000000001,0
0,1005,11892,0,1,174.28700000000001,16
0,1006,11892,0,1,121.224,16
0,1007,11848,0,0,179.00299999999999,0
0,1008,3860,0,0,137.02500000000001,0
0,1009,5511,0,1,195.828,16
0,1010,5511,0,1,140.559,16
0,1011,5758,0,0,201.62700000000001,0
0,1012,257,0,0,162.91300000000001,0
0,1013,5245,0,1,184.95699999999999,16
0,1014,5245,0,1,137.26400000000001,16
0,1015,12322,0,0,148.05199999999999,0
0,1016,2294,0,0,161.815,0
0,1017,7526,0,1,152.01400000000001,16
0,1018,7526,0,1,111.53700000000001,16
0,1019,2150,0,0,151.476,0
0,1020,12104,0,0,164.864,0
0,1021,858,0,1,186.62200000000001,16
0,1022,858,0,1,127.845,16
0,1023,4300,0,0,191.244,0
0,1024,1203,0,0,184.517,0
0,1025,10623,0,1,220.91499999999999,16
0,1026,10623,0,1,179.98699999999999,16
0,1027,2446,0,0,175.035,0
0,1028,5511,0,0,167.57599999999999,0
0,1029,10452,0,1,200.42400000000001,16
0,1030,10452,0,1,141.39099999999999,16
0,1031,5644,0,0,179.803,0
0,1032,13810,0,0,177.15000000000001,0
0,1033,1661,0,1,182.15299999999999,16
0,1034,1661,0,1,156.41200000000001,16
0,1035,7093,0,0,187.00200000000001,0
0,1036,2738,0,0,215.804,0
0,1037,13465,0,1,216.72,16
0,1038,13465,0,1,137.13300000000001,16
0,1039,13060,0,0,168.18799999999999,0
0,1040,9426,0,0,164.66300000000001,0
0,1041,3176,0,1,177.12799999999999,16
0,1042,3176,0,1,151.059,16
0,1043,8762,0,0,220.959,0
0,1044,2982,0,0,169.364,0
0,1045,2227,0,1,209.654,16
0,1046,2227,0,1,132.78999999999999,16
0,1047,6708,0,0,187.47499999999999,0
0,1048,3291,0,0,183.495,0
0,1049,5334,0,1,205.00299999999999,16
0,1050,5334,0,1,150.19200000000001,16
0,1051,6706,0,0,151.35900000000001,0
0,1052,12825,0,0,168.33699999999999,0
0,1053,12296,0,1,157.00899999999999,16
0,1054,12296,0,1,114.944,16
0,1055,6011,0,0,168.05099999999999,0
0,1056,8834,0,0,177.37700000000001,0
0,1057,11938,0,1,183.26499999999999,16
0,1058,11938,0,1,127.938,16
0,1059,2339,0,0,156.727,0
0,1060,2429,0,0,163.28100000000001,0
0,1061,771,0,1,173.78299999999999,16
0,1062,771,0,1,132.80500000000001,16
0,1063,4519,0,0,164.94800000000001,0
0,1064,121,0,0,197.096,0
0,1065,13170,0,1,185.07499999999999,16
0,1066,13170,0,1,163.69999999999999,16
0,1067,10022,0,0,183.85400000000001,0
0,1068,4404,0,0,188.52600000000001,0
0,1069,257,0,1,179.82300000000001,16
0,1070,257,0,1,158.566,16
0,1071,6848,0,0,187.21100000000001,0
0,1072,1827,0,0,146.495,0
0,1073,2372,0,1,192.02600000000001,16
0,1074,2372,0,1,133.96199999999999,16
0,1075,8817,0,0,198.08000000000001,0
0,1076,4324,0,0,162.62700000000001,0
0,1077,11113,0,1,177.39099999999999,16
0,1078,11113,0,1,133.99000000000001,16
0,1079,6362,0,0,173.197,0
0,1080,13127,0,0,189.52500000000001,0
0,1081,7781,0,1,183.96899999999999,16
0,1082,7781,0,1,163.40000000000001,16
0,1083,11139,0,0,214.374,0
0,1084,6533,0,0,199.27500000000001,0
0,1085,6006,0,1,180.97800000000001,16
0,1086,6006,0,1,111.291,16
0,1087,5440,0,0,183.54900000000001,0
0,1088,11692,0,0,166.86600000000001,0
0,1089,1540,0,1,188.44800000000001,16
0,1090,1540,0,1,141.524,16
0,1091,7769,0,0,157.67699999999999,0
0,1092,3933,0,0,175.767,0
0,1093,9461,0,1,201.96600000000001,16
0,1094,9461,0,1,141.15600000000001,16
0,1095,12681,0,0,177.16399999999999,0
0,1096,1542,0,0,182.49600000000001,0
0,1097,1479,0,1,144.03800000000001,16
0,1098,1479,0,1,104.93300000000001,16
0,1099,7466,0,0,178.38300000000001,0
0,1100,6664,0,0,153.279,0
0,1101,3358,0,1,180.399,16
0,1102,3358,0,1,123.72499999999999,16
0,1103,9795,0,0,180.01400000000001,0
0,1104,8409,0,0,182.226,0
0,1105,1726,0,1,203.733,16
0,1106,1726,0,1,142.12700000000001,16
0,1107,2588,0,0,172.428,0
0,1108,6508,0,0,183.52799999999999,0
0,1109,11257,0,1,127.264,16
0,1110,11257,0,1,90.683999999999997,16
0,1111,8973,0,0,175.11000000000001,0
0,1112,12066,0,0,183.47200000000001,0
0,1113,5645,0,1,207.684,16
0,1114,5645,0,1,153.08600000000001,16
0,1115,11061,0,0,176.452,0
0,1116,708,0,0,176.649,0
0,1117,11255,0,1,161.846,16
0,1118,11255,0,1,114.111,16
0,1119,3615,0,0,158.26900000000001,0
0,1120,10150,0,0,175.874,0
0,1121,1496,0,1,182.49100000000001,16
0,1122,1496,0,1,125.291,16
0,1123,9822,0,0,187.96100000000001,0
0,1124,2970,0,0,175.17599999999999,0
0,1125,8630,0,1,157.67599999999999,16
0,1126,8630,0,1,114.271,16
0,1127,12279,0,0,232.83000000000001,0
0,1128,4307,0,0,200.423,0
0,1129,10852,0,1,204.40199999999999,16
0,1130,10852,0,1,145.42599999999999,16
0,1131,12629,0,0,159.345,0
0,1132,4012,0,0,189.91399999999999,0
0,1133,8447,0,1,198.63300000000001,16
0,1134,8447,0,1,127.383,16
0,1135,7183,0,0,175.24600000000001,0
0,1136,5740,0,0,163.739,0
0,1137,3423,0,1,147.982,16
0,1138,3423,0,1,123.566,16
0,1139,2216,0,0,204.774,0
0,1140,3358,0,0,133.065,0
0,1141,11020,0,1,174.161,16
0,1142,11020,0,1,119.247,16
0,1143,1710,0,0,186.22399999999999,0
0,1144,11665,0,0,171.02699999999999,0
0,1145,13556,0,1,152.83099999999999,16
0,1146,13556,0,1,109.872,16
0,1147,11597,0,0,187.339,0
0,1148,12148,0,0,167.08500000000001,0
0,1149,167,0,1,186.76400000000001,16
0,1150,167,0,1,135.874,16
0,1151,7934,0,0,151.45099999999999,0
0,1152,4550,0,0,181.02600000000001,0
0,1153,8399,0,1,235.24600000000001,16
0,1154,8399,0,1,145.25299999999999,16
0,1155,5111,0,0,170.05600000000001,0
0,1156,3176,0,0,177.11099999999999,0
0,1157,11582,0,1,196.98400000000001,16
0,1158,11582,0,1,138.23099999999999,16
0,1159,1649,0,0,174.964,0
0,1160,13222,0,0,161.52600000000001,0
0,1161,2970,0,1,187.34399999999999,16
0,1162,2970,0,1,154.47900000000001,16
0,1163,395,0,0,194.62200000000001,0
0,1164,10531,0,0,173.684,0
0,1165,1158,0,1,194.05500000000001,16
0,1166,1158,0,1,132.95699999999999,16
0,1167,12925,0,0,158.96700000000001,0
0,1168,3161,0,0,184.38900000000001,0
0,1169,316,0,1,192.82599999999999,16
0,1170,316,0,1,140.46600000000001,16
0,1171,8961,0,0,178.81999999999999,0
0,1172,3126,0,0,160.26900000000001,0
0,1173,12229,0,1,207.74700000000001,16
0,1174,12229,0,1,147.376,16
0,1175,6914,0,0,177.327,0
0,1176,13479,0,0,179.93199999999999,0
0,1177,7365,0,1,192.12,16
0,1178,7365,0,1,134.50899999999999,16
0,1179,8371,0,0,164.52199999999999,0
0,1180,4962,0,0,195.72200000000001,0
0,1181,2024,0,1,184.20400000000001,16
0,1182,2024,0,1,128.447,16
0,1183,6022,0,0,183.48699999999999,0
0,1184,328,0,0,146.512,0
0,1185,1329,0,1,146.34899999999999,16
0,1186,1329,0,1,103.664,16
0,1187,8789,0,0,188.636,0
0,1188,11007,0,0,165.542,0
0,1189,12990,0,1,172.61199999999999,16
0,1190,12990,0,1,131.71700000000001,16
0,1191,9468,0,0,192.30799999999999,0
0,1192,926,0,0,185.50899999999999,0
0,1193,94,0,1,160.208,16
0,1194,94,0,1,110.443,16
0,1195,9463,0,0,164.27199999999999,0
0,1196,11389,0,0,144.137,0
0,1197,11028,0,1,181.18199999999999,16
0,1198,11028,0,1,130.078,16
0,1199,7719,0,0,212.86600000000001,0
0,1200,13077,0,0,168.43799999999999,0
0,1201,1389,0,1,186.81100000000001,16
0,1202,1389,0,1,143.22499999999999,16
0,1203,4450,0,0,153.53700000000001,0
0,1204,5584,0,0,162.52099999999999,0
0,1205,5832,0,1,194.58699999999999,16
0,1206,5832,0,1,129.965,16
0,1207,12341,0,0,203.49600000000001,0
0,1208,5582,0,0,167.46299999999999,0
0,1209,14161,0,1,167.96199999999999,16
0,1210,14161,0,1,127.376,16
0,1211,11238,0,0,200.78,0
0,1212,13917,0,0,194.994,0
0,1213,1036,0,1,155.023,16
0,1214,1036,0,1,109.273,16
0,1215,10199,0,0,188.44499999999999,0
0,1216,1126,0,0,173.221,0
0,1217,665,0,1,117.95999999999999,16
0,1218,665,0,1,84.079999999999998,16
0,1219,487,0,0,167.75399999999999,0
0,1220,13327,0,0,153.358,0
0,1221,6508,0,1,175.142,16
0,1222,6508,0,1,128.01900000000001,16
0,1223,6420,0,0,227.85300000000001,0
0,1224,10879,0,0,197.57599999999999,0
0,1225,12903,0,1,191.393,16
0,1226,12903,0,1,145.881,16
0,1227,12382,0,0,177.452,0
0,1228,7892,0,0,212.56100000000001,0
0,1229,7991,0,1,204.20099999999999,16
0,1230,7991,0,1,143.91999999999999,16
0,1231,1126,0,0,181.721,0
0,1232,12382,0,0,183.30699999999999,0
0,1233,10632,0,1,191.24100000000001,16
0,1234,10632,0,1,162.43899999999999,16
0,1235,13077,0,0,142.821,0
0,1236,3984,0,0,129.47499999999999,0
0,1237,8031,0,1,164.99600000000001,16
0,1238,8031,0,1,114.026,16
0,1239,328,0,0,139.078,0
0,1240,4971,0,0,170.352,0
0,1241,11436,0,1,174.755,16
0,1242,11436,0,1,117.809,16
0,1243,3161,0,0,160.233,0
0,1244,11226,0,0,163.898,0
0,1245,8865,0,1,165.80600000000001,16
0,1246,8865,0,1,115.80200000000001,16
0,1247,4550,0,0,156.15700000000001,0
0,1248,6420,0,0,151.709,0
0,1249,4120,0,1,190.33000000000001,16
0,1250,4120,0,1,131,16
0,1251,5740,0,0,178.376,0
0,1252,94,0,0,153.749,0
0,1253,3984,0,1,132.93799999999999,16
0,1254,3984,0,1,115.57599999999999,16
0,1255,10150,0,0,179.11000000000001,0
0,1256,11046,0,0,141.13800000000001,0
0,1257,10667,0,1,170.14699999999999,16
0,1258,10667,0,1,119.116,16
0,1259,8409,0,0,166.99199999999999,0
0,1260,5252,0,0,222.607,0
0,1261,14052,0,1,212.80500000000001,16
0,1262,14052,0,1,140.01400000000001,16
0,1263,11692,0,0,160.92699999999999,0
0,1264,487,0,0,154.631,0
0,1265,9015,0,1,215.31100000000001,16
0,1266,9015,0,1,138.57400000000001,16
0,1267,1827,0,0,144.57599999999999,0
0,1268,8447,0,0,169.905,0
0,1269,11207,0,1,196.18700000000001,16
0,1270,11207,0,1,118.715,16
0,1271,8834,0,0,199.512,0
0,1272,9916,0,0,187.554,0
0,1273,6215,0,1,188.81899999999999,16
0,1274,6215,0,1,143.941,16
0,1275,9426,0,0,174.05099999999999,0
0,1276,10231,0,0,159.80600000000001,0
0,1277,8909,0,1,131.76900000000001,16
0,1278,8909,0,1,98.890000000000001,16
0,1279,1203,0,0,167.715,0
0,1280,10199,0,0,160.44499999999999,0
0,1281,3933,0,1,178.97300000000001,16
0,1282,3933,0,1,124.97799999999999,16
0,1283,3860,0,0,153.40100000000001,0
0,1284,2372,0,0,194.44,0
0,1285,13502,0,1,210.58000000000001,16
0,1286,13502,0,1,161.214,16
0,1287,10042,0,0,200.97999999999999,0
0,1288,12739,0,0,160.80099999999999,0
0,1289,1360,0,1,196.376,16
0,1290,1360,0,1,140.39400000000001,16
0,1291,2188,0,0,185.82400000000001,0
0,1292,7591,0,0,202.905,0
0,1293,7280,0,1,190.28399999999999,16
0,1294,7280,0,1,132.52500000000001,16
0,1295,10907,0,0,177.68000000000001,0
0,1296,11238,0,0,178.839,0
0,1297,11133,0,1,200.93600000000001,16
0,1298,11133,0,1,179.00299999999999,16
0,1299,13769,0,0,172.53100000000001,0
0,1300,5245,0,0,192.10599999999999,0
0,1301,4998,0,1,197.86699999999999,16
0,1302,4998,0,1,120.69799999999999,16
0,1303,4412,0,0,171.97300000000001,0
0,1304,11453,0,0,151.60300000000001,0
0,1305,9899,0,1,198.35599999999999,16
0,1306,9899,0,1,151.42400000000001,16
0,1307,12159,0,0,201.27199999999999,0
0,1308,6228,0,0,181.36799999999999,0
0,1309,6113,0,1,164.41499999999999,16
0,1310,6113,0,1,115.149,16
0,1311,12497,0,0,172.95099999999999,0
0,1312,12341,0,0,170.72,0
0,1313,13327,0,1,161.37,16
0,1314,13327,0,1,114.23099999999999,16
0,1315,14025,0,0,170.18299999999999,0
0,1316,5671,0,0,150.65100000000001,0
0,1317,7126,0,1,168.59999999999999,16
0,1318,7126,0,1,115.60899999999999,16
0,1319,13036,0,0,178.84200000000001,0
0,1320,10960,0,0,174.285,0
0,1321,9376,0,1,180.32300000000001,16
0,1322,9376,0,1,116.328,16
0,1323,5896,0,0,203.70500000000001,0
0,1324,5525,0,0,148.01300000000001,0
0,1325,623,0,1,198.059,16
0,1326,623,0,1,157.99000000000001,16
0,1327,10673,0,0,157.29900000000001,0
0,1328,4450,0,0,150.49700000000001,0
0,1329,13991,0,1,181.50299999999999,16
0,1330,13991,0,1,130.76499999999999,16
0,1331,10232,0,0,173.173,0
0,1332,6742,0,0,181.262,0
0,1333,4673,0,1,170.19200000000001,16
0,1334,4673,0,1,119.145,16
0,1335,3631,0,0,187.68899999999999,0
0,1336,6266,0,0,164.59700000000001,0
0,1337,3499,0,1,177.471,16
0,1338,3499,0,1,142.958,16
0,1339,3267,0,0,158.44999999999999,0
0,1340,7190,0,0,144.56800000000001,0
0,1341,4324,0,1,171.774,16
0,1342,4324,0,1,122.934,16
0,1343,6513,0,0,180.75999999999999,0
0,1344,7719,0,0,201.238,0
0,1345,11105,0,1,194.70599999999999,16
0,1346,11105,0,1,138.19,16
0,1347,3882,0,0,190.35499999999999,0
0,1348,11105,0,0,117.404,0
0,1349,3203,0,1,185.727,16
0,1350,3203,0,1,170.465,16
0,1351,8542,0,0,162.14500000000001,0
0,1352,6244,0,0,153.678,0
0,1353,10367,0,1,186.11500000000001,16
0,1354,10367,0,1,126.17700000000001,16
0,1355,12010,0,0,204.03800000000001,0
0,1356,2914,0,0,156.601,0
0,1357,7685,0,1,215.54900000000001,16
0,1358,7685,0,1,162.07499999999999,16
0,1359,10098,0,0,165.62700000000001,0
0,1360,9463,0,0,159.458,0
0,1361,1504,0,1,122.14700000000001,16
0,1362,1504,0,1,105.68899999999999,16
0,1363,13614,0,0,134.34700000000001,0
0,1364,13502,0,0,173.78200000000001,0
0,1365,13407,0,1,182.41800000000001,16
0,1366,13407,0,1,126.53700000000001,16
0,1367,8479,0,0,161.691,0
0,1368,1468,0,0,144.91800000000001,0
0,1369,2269,0,1,166.91,16
0,1370,2269,0,1,151.92500000000001,16
0,1371,10661,0,0,191.315,0
0,1372,2613,0,0,180.90299999999999,0
0,1373,5584,0,1,203.16399999999999,16
0,1374,5584,0,1,120.29600000000001,16
0,1375,13050,0,0,186.55000000000001,0
0,1376,9468,0,0,172.36000000000001,0
0,1377,10937,0,1,143.60499999999999,16
0,1378,10937,0,1,101.193,16
0,1379,14152,0,0,176.90799999999999,0
0,1380,12903,0,0,172.501,0
0,1381,14040,0,1,189.36600000000001,16
0,1382,14040,0,1,135.387,16
0,1383,5483,0,0,179.131,0
0,1384,3996,0,0,170.12899999999999,0
0,1385,4851,0,1,162.12299999999999,16
0,1386,4851,0,1,111.431,16
0,1387,13182,0,0,110.928,0
0,1388,8738,0,0,176.02099999999999,0
0,1389,3706,0,1,175.48400000000001,16
0,1390,3706,0,1,124.47799999999999,16
0,1391,9407,0,0,134.495,0
0,1392,8789,0,0,160.41399999999999,0
0,1393,182,0,1,172.803,16
0,1394,182,0,1,119.16200000000001,16
0,1395,1746,0,0,189.81800000000001,0
0,1396,1158,0,0,172.00200000000001,0
0,1397,13824,0,1,169.09999999999999,16
0,1398,13824,0,1,119.19799999999999,16
0,1399,2594,0,0,195.84399999999999,0
0,1400,8153,0,0,200.18700000000001,0
0,1401,2429,0,1,192.24600000000001,16
0,1402,2429,0,1,145.101,16
0,1403,40,0,0,184.91900000000001,0
0,1404,14186,0,0,153.14099999999999,0
0,1405,6742,0,1,176.58600000000001,16
0,1406,6742,0,1,131.40899999999999,16
0,1407,9429,0,0,171.40899999999999,0
0,1408,6022,0,0,176.40299999999999,0
0,1409,516,0,1,201.12200000000001,16
0,1410,516,0,1,171.44800000000001,16
0,1411,9401,0,0,173.66800000000001,0
0,1412,1726,0,0,199.18299999999999,0
0,1413,6430,0,1,217.24600000000001,16
