metric,mean,median,p90,p95,p99,min,max,std
within_rotation_initialization_variance,0.002866977777777778,0.002666666666666667,0.0048888888888888905,0.006222222222222222,0.008888888888888887,0.0,0.017777777777777778,0.0017523472265651623
between_rotation_variance,0.0014329866666666668,0.0011555555555555555,0.002933333333333334,0.0038222222222222225,0.005955555555555557,0.0,0.017155555555555556,0.001255143761826888
total_model_variance,0.004299964444444445,0.003822222222222222,0.00728888888888889,0.00889777777777765,0.011822222222222225,0.0,0.023822222222222224,0.002416593151549846
within_init_sample_variance,0.004300466666666667,0.004,0.007333333333333335,0.009333333333333334,0.01333333333333333,0.0,0.026666666666666672,0.002628520839847743
rotation_means_sample_variance,0.0017912333333333337,0.0014444444444444444,0.0036666666666666675,0.004777777777777778,0.007444444444444445,0.0,0.02144444444444444,0.0015689297022836101
signed_rotation_variance_contrast,0.00035774444444444436,0.00011111111111111087,0.0022222222222222227,0.003222222222222223,0.005444444444444445,-0.006333333333333335,0.018111111111111106,0.0015757809935272131
two_way_init_main_variance,0.0005675644444444445,0.00035555555555555557,0.0011555555555555562,0.0018666666666666658,0.0032,0.0,0.00915555555555556,0.0006474071525534965
two_way_rotation_main_variance,0.0014329866666666668,0.0011555555555555555,0.002933333333333334,0.0038222222222222225,0.005955555555555557,0.0,0.017155555555555556,0.001255143761826888
two_way_interaction_variance,0.0022994133333333337,0.001955555555555556,0.004266666666666666,0.005159999999999937,0.007377777777777777,0.0,0.01608888888888889,0.001514828170295243
