model,scope,metric,permutation,value
R2-I1,oracle1,harmful_fraction,27,0.9048486547085202
R2-I1,oracle1,harmful_fraction,28,0.8992432735426009
R2-I1,oracle1,harmful_fraction,29,0.9077914798206278
R2-I1,oracle1,harmful_fraction,30,0.8933576233183856
R2-I1,oracle1,harmful_fraction,31,0.9077914798206278
R2-I1,oracle1,harmful_fraction,32,0.9017656950672646
R2-I1,oracle1,harmful_fraction,33,0.8930773542600897
R2-I1,oracle1,harmful_fraction,34,0.9005044843049327
R2-I1,oracle1,harmful_fraction,35,0.8999439461883408
R2-I1,oracle1,harmful_fraction,36,0.8974215246636771
R2-I1,oracle1,harmful_fraction,37,0.8999439461883408
R2-I1,oracle1,harmful_fraction,38,0.9024663677130045
R2-I1,oracle1,harmful_fraction,39,0.9013452914798207
R2-I1,oracle1,harmful_fraction,40,0.8989630044843049
R2-I1,oracle1,harmful_fraction,41,0.9049887892376681
R2-I1,oracle1,harmful_fraction,42,0.9026065022421524
R2-I1,oracle1,harmful_fraction,43,0.8967208520179372
R2-I1,oracle1,harmful_fraction,44,0.9005044843049327
R2-I1,oracle1,harmful_fraction,45,0.8975616591928252
R2-I1,oracle1,harmful_fraction,46,0.8946188340807175
R2-I1,oracle1,harmful_fraction,47,0.8972813901345291
R2-I1,oracle1,harmful_fraction,48,0.9034473094170403
R2-I1,oracle1,harmful_fraction,49,0.898122197309417
R3-I1,all,recall,0,0.8100299999999794
R3-I1,all,recall,1,0.8101899999999799
R3-I1,all,recall,2,0.8093399999999796
R3-I1,all,recall,3,0.8106599999999801
R3-I1,all,recall,4,0.8107399999999864
R3-I1,all,recall,5,0.8108699999999837
R3-I1,all,recall,6,0.8107999999999818
R3-I1,all,recall,7,0.811969999999982
R3-I1,all,recall,8,0.8109199999999787
R3-I1,all,recall,9,0.8117099999999831
R3-I1,all,recall,10,0.81083999999998
R3-I1,all,recall,11,0.8119099999999775
R3-I1,all,recall,12,0.811759999999984
R3-I1,all,recall,13,0.8111699999999831
R3-I1,all,recall,14,0.810699999999979
R3-I1,all,recall,15,0.8104099999999804
R3-I1,all,recall,16,0.8107399999999829
R3-I1,all,recall,17,0.8117299999999814
R3-I1,all,recall,18,0.810309999999977
R3-I1,all,recall,19,0.8111499999999779
R3-I1,all,recall,20,0.8108799999999782
R3-I1,all,recall,21,0.8116299999999805
R3-I1,all,recall,22,0.8094799999999838
R3-I1,all,recall,23,0.8119099999999834
R3-I1,all,recall,24,0.8102999999999808
R3-I1,all,recall,25,0.8113599999999794
R3-I1,all,recall,26,0.8115099999999806
R3-I1,all,recall,27,0.8105599999999793
R3-I1,all,recall,28,0.8103999999999816
R3-I1,all,recall,29,0.8115399999999787
R3-I1,all,recall,30,0.8113899999999812
R3-I1,all,recall,31,0.8110599999999809
R3-I1,all,recall,32,0.8112699999999792
R3-I1,all,recall,33,0.8093399999999834
R3-I1,all,recall,34,0.8096399999999865
R3-I1,all,recall,35,0.8109799999999819
R3-I1,all,recall,36,0.8106199999999804
R3-I1,all,recall,37,0.8112299999999812
R3-I1,all,recall,38,0.8126099999999813
R3-I1,all,recall,39,0.8104599999999802
R3-I1,all,recall,40,0.8121799999999861
R3-I1,all,recall,41,0.8101699999999821
R3-I1,all,recall,42,0.8107699999999819
R3-I1,all,recall,43,0.8116699999999866
R3-I1,all,recall,44,0.8110899999999849
R3-I1,all,recall,45,0.8105799999999815
R3-I1,all,recall,46,0.8108699999999838
R3-I1,all,recall,47,0.8115399999999808
R3-I1,all,recall,48,0.8117099999999827
R3-I1,all,recall,49,0.8115799999999803
R3-I1,all,loss,0,0.1431199999999999
R3-I1,all,loss,1,0.142959999999999
R3-I1,all,loss,2,0.14380999999999985
R3-I1,all,loss,3,0.14249000000000012
R3-I1,all,loss,4,0.14240999999999998
R3-I1,all,loss,5,0.14228000000000007
R3-I1,all,loss,6,0.14235000000000017
R3-I1,all,loss,7,0.1411800000000001
R3-I1,all,loss,8,0.14222999999999994
R3-I1,all,loss,9,0.14144000000000026
R3-I1,all,loss,10,0.14231000000000008
R3-I1,all,loss,11,0.1412400000000001
R3-I1,all,loss,12,0.14139000000000107
R3-I1,all,loss,13,0.14198000000000005
R3-I1,all,loss,14,0.14244999999999997
R3-I1,all,loss,15,0.14274000000000012
R3-I1,all,loss,16,0.14241000000000023
R3-I1,all,loss,17,0.14142000000000046
R3-I1,all,loss,18,0.14283999999999938
R3-I1,all,loss,19,0.1419999999999999
R3-I1,all,loss,20,0.14226999999999956
R3-I1,all,loss,21,0.1415200000000004
R3-I1,all,loss,22,0.14366999999999996
R3-I1,all,loss,23,0.14124000000000084
R3-I1,all,loss,24,0.14284999999999962
R3-I1,all,loss,25,0.14179000000000022
R3-I1,all,loss,26,0.14164000000000046
R3-I1,all,loss,27,0.14258999999999977
R3-I1,all,loss,28,0.1427500000000003
R3-I1,all,loss,29,0.14160999999999951
R3-I1,all,loss,30,0.14175999999999975
R3-I1,all,loss,31,0.14209000000000016
R3-I1,all,loss,32,0.14187999999999965
R3-I1,all,loss,33,0.14381000000000013
R3-I1,all,loss,34,0.14351000000000066
R3-I1,all,loss,35,0.14217000000000077
R3-I1,all,loss,36,0.14253
R3-I1,all,loss,37,0.14192000000000024
R3-I1,all,loss,38,0.14054000000000047
R3-I1,all,loss,39,0.14269000000000026
R3-I1,all,loss,40,0.1409700000000012
R3-I1,all,loss,41,0.14298000000000002
R3-I1,all,loss,42,0.1423799999999998
R3-I1,all,loss,43,0.14148000000000047
R3-I1,all,loss,44,0.142060000000001
R3-I1,all,loss,45,0.14257000000000017
R3-I1,all,loss,46,0.14228000000000013
R3-I1,all,loss,47,0.14160999999999996
R3-I1,all,loss,48,0.14143999999999993
R3-I1,all,loss,49,0.14156999999999995
R3-I1,all,inversions,0,10.2554
R3-I1,all,inversions,1,10.3269
R3-I1,all,inversions,2,10.2237
R3-I1,all,inversions,3,10.2374
R3-I1,all,inversions,4,10.142
R3-I1,all,inversions,5,10.1438
R3-I1,all,inversions,6,10.1456
R3-I1,all,inversions,7,10.1529
R3-I1,all,inversions,8,10.2314
R3-I1,all,inversions,9,10.1957
R3-I1,all,inversions,10,10.2144
R3-I1,all,inversions,11,10.0988
R3-I1,all,inversions,12,10.1185
R3-I1,all,inversions,13,10.2898
R3-I1,all,inversions,14,10.2312
R3-I1,all,inversions,15,10.2479
R3-I1,all,inversions,16,10.0898
R3-I1,all,inversions,17,10.1459
R3-I1,all,inversions,18,10.2445
R3-I1,all,inversions,19,10.1027
R3-I1,all,inversions,20,10.2335
R3-I1,all,inversions,21,10.2288
R3-I1,all,inversions,22,10.1963
R3-I1,all,inversions,23,10.2045
R3-I1,all,inversions,24,10.2475
R3-I1,all,inversions,25,10.2348
R3-I1,all,inversions,26,10.296
R3-I1,all,inversions,27,10.0539
R3-I1,all,inversions,28,10.2239
R3-I1,all,inversions,29,10.2419
R3-I1,all,inversions,30,10.1764
R3-I1,all,inversions,31,10.2283
R3-I1,all,inversions,32,10.1996
R3-I1,all,inversions,33,10.2801
R3-I1,all,inversions,34,10.3412
R3-I1,all,inversions,35,10.2413
R3-I1,all,inversions,36,10.2239
R3-I1,all,inversions,37,10.1565
R3-I1,all,inversions,38,10.0724
R3-I1,all,inversions,39,10.2756
R3-I1,all,inversions,40,10.0507
R3-I1,all,inversions,41,10.2103
R3-I1,all,inversions,42,10.2562
R3-I1,all,inversions,43,10.116
R3-I1,all,inversions,44,10.0821
R3-I1,all,inversions,45,10.2944
R3-I1,all,inversions,46,10.131
R3-I1,all,inversions,47,10.1774
R3-I1,all,inversions,48,10.0913
R3-I1,all,inversions,49,10.2062
R3-I1,all,harmful_fraction,0,0.8349
R3-I1,all,harmful_fraction,1,0.832
R3-I1,all,harmful_fraction,2,0.8382
R3-I1,all,harmful_fraction,3,0.8342
R3-I1,all,harmful_fraction,4,0.8351
R3-I1,all,harmful_fraction,5,0.8348
R3-I1,all,harmful_fraction,6,0.8366
R3-I1,all,harmful_fraction,7,0.829
R3-I1,all,harmful_fraction,8,0.8392
R3-I1,all,harmful_fraction,9,0.8285
R3-I1,all,harmful_fraction,10,0.839
R3-I1,all,harmful_fraction,11,0.8319
R3-I1,all,harmful_fraction,12,0.8317
R3-I1,all,harmful_fraction,13,0.8326
R3-I1,all,harmful_fraction,14,0.835
R3-I1,all,harmful_fraction,15,0.831
R3-I1,all,harmful_fraction,16,0.8347
R3-I1,all,harmful_fraction,17,0.833
R3-I1,all,harmful_fraction,18,0.8376
R3-I1,all,harmful_fraction,19,0.8364
R3-I1,all,harmful_fraction,20,0.838
R3-I1,all,harmful_fraction,21,0.8347
R3-I1,all,harmful_fraction,22,0.8364
R3-I1,all,harmful_fraction,23,0.8297
R3-I1,all,harmful_fraction,24,0.8356
R3-I1,all,harmful_fraction,25,0.8278
R3-I1,all,harmful_fraction,26,0.8322
R3-I1,all,harmful_fraction,27,0.8367
R3-I1,all,harmful_fraction,28,0.8331
R3-I1,all,harmful_fraction,29,0.8329
R3-I1,all,harmful_fraction,30,0.8393
R3-I1,all,harmful_fraction,31,0.8307
R3-I1,all,harmful_fraction,32,0.8337
R3-I1,all,harmful_fraction,33,0.8389
R3-I1,all,harmful_fraction,34,0.8347
R3-I1,all,harmful_fraction,35,0.8322
R3-I1,all,harmful_fraction,36,0.8341
R3-I1,all,harmful_fraction,37,0.828
R3-I1,all,harmful_fraction,38,0.8261
R3-I1,all,harmful_fraction,39,0.8341
R3-I1,all,harmful_fraction,40,0.8292
R3-I1,all,harmful_fraction,41,0.8406
R3-I1,all,harmful_fraction,42,0.8348
R3-I1,all,harmful_fraction,43,0.8298
R3-I1,all,harmful_fraction,44,0.8335
R3-I1,all,harmful_fraction,45,0.836
R3-I1,all,harmful_fraction,46,0.8364
R3-I1,all,harmful_fraction,47,0.8322
R3-I1,all,harmful_fraction,48,0.8307
R3-I1,all,harmful_fraction,49,0.8355
R3-I1,oracle1,recall,0,0.8400224215246597
R3-I1,oracle1,recall,1,0.8402186098654653
R3-I1,oracle1,recall,2,0.8391676008968577
R3-I1,oracle1,recall,3,0.8405689461883377
R3-I1,oracle1,recall,4,0.8399523542600876
R3-I1,oracle1,recall,5,0.8409893497757833
R3-I1,oracle1,recall,6,0.8402466367712979
R3-I1,oracle1,recall,7,0.8409613228699526
R3-I1,oracle1,recall,8,0.8412135650224173
R3-I1,oracle1,recall,9,0.8407791479820594
R3-I1,oracle1,recall,10,0.8405128923766783
R3-I1,oracle1,recall,11,0.8417600896860938
R3-I1,oracle1,recall,12,0.8421244394618839
R3-I1,oracle1,recall,13,0.8399243273542587
R3-I1,oracle1,recall,14,0.8405128923766777
R3-I1,oracle1,recall,15,0.8400224215246617
R3-I1,oracle1,recall,16,0.8404147982062771
R3-I1,oracle1,recall,17,0.841718049327351
R3-I1,oracle1,recall,18,0.8405128923766747
R3-I1,oracle1,recall,19,0.8416199551569457
R3-I1,oracle1,recall,20,0.840779147982059
R3-I1,oracle1,recall,21,0.8416339686098615
R3-I1,oracle1,recall,22,0.8402606502242131
R3-I1,oracle1,recall,23,0.841647982062779
R3-I1,oracle1,recall,24,0.8406390134529105
R3-I1,oracle1,recall,25,0.8409613228699501
R3-I1,oracle1,recall,26,0.8415919282511173
R3-I1,oracle1,recall,27,0.8406530269058254
R3-I1,oracle1,recall,28,0.8393918161434962
R3-I1,oracle1,recall,29,0.8415498878923714
R3-I1,oracle1,recall,30,0.8412836322869909
R3-I1,oracle1,recall,31,0.8401065022421497
R3-I1,oracle1,recall,32,0.8411154708520128
R3-I1,oracle1,recall,33,0.839980381165917
R3-I1,oracle1,recall,34,0.8391816143497769
R3-I1,oracle1,recall,35,0.8409753363228688
R3-I1,oracle1,recall,36,0.8407371076233157
R3-I1,oracle1,recall,37,0.8401905829596376
R3-I1,oracle1,recall,38,0.842572869955153
R3-I1,oracle1,recall,39,0.8399243273542574
R3-I1,oracle1,recall,40,0.8418161434977586
R3-I1,oracle1,recall,41,0.8408632286995491
R3-I1,oracle1,recall,42,0.8409473094170369
R3-I1,oracle1,recall,43,0.8416199551569495
R3-I1,oracle1,recall,44,0.8411575112107648
R3-I1,oracle1,recall,45,0.8407090807174865
R3-I1,oracle1,recall,46,0.8406530269058298
R3-I1,oracle1,recall,47,0.8407791479820583
R3-I1,oracle1,recall,48,0.8407931614349745
R3-I1,oracle1,recall,49,0.8416900224215202
R3-I1,oracle1,loss,0,0.15997757847534283
R3-I1,oracle1,loss,1,0.15978139013453493
R3-I1,oracle1,loss,2,0.1608323991031452
R3-I1,oracle1,loss,3,0.15943105381166603
R3-I1,oracle1,loss,4,0.16004764573991714
R3-I1,oracle1,loss,5,0.15901065022422206
R3-I1,oracle1,loss,6,0.15975336322870598
R3-I1,oracle1,loss,7,0.15903867713005193
R3-I1,oracle1,loss,8,0.15878643497758516
R3-I1,oracle1,loss,9,0.15922085201794428
R3-I1,oracle1,loss,10,0.15948710762332477
R3-I1,oracle1,loss,11,0.1582399103139076
R3-I1,oracle1,loss,12,0.15787556053812402
R3-I1,oracle1,loss,13,0.16007567264574657
R3-I1,oracle1,loss,14,0.159487107623325
R3-I1,oracle1,loss,15,0.15997757847534316
R3-I1,oracle1,loss,16,0.1595852017937286
R3-I1,oracle1,loss,17,0.15828195067265266
R3-I1,oracle1,loss,18,0.15948710762332435
R3-I1,oracle1,loss,19,0.15838004484305632
R3-I1,oracle1,loss,20,0.15922085201794453
R3-I1,oracle1,loss,21,0.15836603139014135
R3-I1,oracle1,loss,22,0.15973934977579063
R3-I1,oracle1,loss,23,0.15835201793722697
R3-I1,oracle1,loss,24,0.15936098654709183
R3-I1,oracle1,loss,25,0.1590386771300512
R3-I1,oracle1,loss,26,0.15840807174888621
R3-I1,oracle1,loss,27,0.15934697309417672
R3-I1,oracle1,loss,28,0.16060818385650882
R3-I1,oracle1,loss,29,0.1584501121076302
R3-I1,oracle1,loss,30,0.15871636771301154
R3-I1,oracle1,loss,31,0.15989349775785394
R3-I1,oracle1,loss,32,0.15888452914798876
R3-I1,oracle1,loss,33,0.16001961883408752
R3-I1,oracle1,loss,34,0.16081838565023107
R3-I1,oracle1,loss,35,0.1590246636771369
R3-I1,oracle1,loss,36,0.1592628923766882
R3-I1,oracle1,loss,37,0.15980941704036525
R3-I1,oracle1,loss,38,0.15742713004484987
R3-I1,oracle1,loss,39,0.16007567264574646
R3-I1,oracle1,loss,40,0.1581838565022495
R3-I1,oracle1,loss,41,0.159136771300455
R3-I1,oracle1,loss,42,0.1590526905829666
R3-I1,oracle1,loss,43,0.15838004484305637
R3-I1,oracle1,loss,44,0.15884248878924523
R3-I1,oracle1,loss,45,0.15929091928251793
R3-I1,oracle1,loss,46,0.15934697309417778
R3-I1,oracle1,loss,47,0.15922085201794364
R3-I1,oracle1,loss,48,0.15920683856502857
R3-I1,oracle1,loss,49,0.15830997757848222
R3-I1,oracle1,inversions,0,9.536434977578475
R3-I1,oracle1,inversions,1,9.58604260089686
R3-I1,oracle1,inversions,2,9.543862107623319
R3-I1,oracle1,inversions,3,9.555213004484305
R3-I1,oracle1,inversions,4,9.473374439461884
R3-I1,oracle1,inversions,5,9.449551569506726
R3-I1,oracle1,inversions,6,9.479400224215247
R3-I1,oracle1,inversions,7,9.474635650224215
R3-I1,oracle1,inversions,8,9.493974215246636
R3-I1,oracle1,inversions,9,9.548766816143498
R3-I1,oracle1,inversions,10,9.435538116591928
R3-I1,oracle1,inversions,11,9.41185538116592
R3-I1,oracle1,inversions,12,9.35692264573991
R3-I1,oracle1,inversions,13,9.618974215246636
R3-I1,oracle1,inversions,14,9.482343049327355
R3-I1,oracle1,inversions,15,9.555913677130045
R3-I1,oracle1,inversions,16,9.452494394618833
R3-I1,oracle1,inversions,17,9.351036995515695
R3-I1,oracle1,inversions,18,9.530969730941704
R3-I1,oracle1,inversions,19,9.336463004484305
R3-I1,oracle1,inversions,20,9.45137331838565
R3-I1,oracle1,inversions,21,9.506025784753364
R3-I1,oracle1,inversions,22,9.438761210762332
R3-I1,oracle1,inversions,23,9.48892937219731
R3-I1,oracle1,inversions,24,9.555773542600896
R3-I1,oracle1,inversions,25,9.56109865470852
R3-I1,oracle1,inversions,26,9.534893497757848
R3-I1,oracle1,inversions,27,9.411575112107624
R3-I1,oracle1,inversions,28,9.601036995515695
R3-I1,oracle1,inversions,29,9.513032511210762
R3-I1,oracle1,inversions,30,9.4617432735426
R3-I1,oracle1,inversions,31,9.5554932735426
R3-I1,oracle1,inversions,32,9.46875
R3-I1,oracle1,inversions,33,9.5382567264574
R3-I1,oracle1,inversions,34,9.605381165919283
R3-I1,oracle1,inversions,35,9.484164798206278
R3-I1,oracle1,inversions,36,9.496917040358744
R3-I1,oracle1,inversions,37,9.47085201793722
R3-I1,oracle1,inversions,38,9.376821748878923
R3-I1,oracle1,inversions,39,9.531109865470851
R3-I1,oracle1,inversions,40,9.350336322869955
R3-I1,oracle1,inversions,41,9.44366591928251
R3-I1,oracle1,inversions,42,9.510510089686099
R3-I1,oracle1,inversions,43,9.397141255605382
R3-I1,oracle1,inversions,44,9.406390134529149
R3-I1,oracle1,inversions,45,9.496776905829597
R3-I1,oracle1,inversions,46,9.36869394618834
R3-I1,oracle1,inversions,47,9.455016816143498
R3-I1,oracle1,inversions,48,9.475476457399104
R3-I1,oracle1,inversions,49,9.413536995515695
R3-I1,oracle1,harmful_fraction,0,0.8993834080717489
R3-I1,oracle1,harmful_fraction,1,0.8948991031390134
R3-I1,oracle1,harmful_fraction,2,0.9020459641255605
R3-I1,oracle1,harmful_fraction,3,0.8982623318385651
R3-I1,oracle1,harmful_fraction,4,0.8996636771300448
R3-I1,oracle1,harmful_fraction,5,0.8989630044843049
R3-I1,oracle1,harmful_fraction,6,0.9047085201793722
R3-I1,oracle1,harmful_fraction,7,0.8988228699551569
R3-I1,oracle1,harmful_fraction,8,0.9041479820627802
R3-I1,oracle1,harmful_fraction,9,0.8971412556053812
R3-I1,oracle1,harmful_fraction,10,0.9040078475336323
R3-I1,oracle1,harmful_fraction,11,0.8993834080717489
R3-I1,oracle1,harmful_fraction,12,0.8968609865470852
R3-I1,oracle1,harmful_fraction,13,0.9007847533632287
R3-I1,oracle1,harmful_fraction,14,0.9023262331838565
R3-I1,oracle1,harmful_fraction,15,0.898682735426009
R3-I1,oracle1,harmful_fraction,16,0.9007847533632287
R3-I1,oracle1,harmful_fraction,17,0.9002242152466368
R3-I1,oracle1,harmful_fraction,18,0.9030269058295964
R3-I1,oracle1,harmful_fraction,19,0.898682735426009
R3-I1,oracle1,harmful_fraction,20,0.9028867713004485
R3-I1,oracle1,harmful_fraction,21,0.8978419282511211
R3-I1,oracle1,harmful_fraction,22,0.8968609865470852
R3-I1,oracle1,harmful_fraction,23,0.8936378923766816
R3-I1,oracle1,harmful_fraction,24,0.8958800448430493
R3-I1,oracle1,harmful_fraction,25,0.8939181614349776
R3-I1,oracle1,harmful_fraction,26,0.899103139013453
R3-I1,oracle1,harmful_fraction,27,0.9006446188340808
R3-I1,oracle1,harmful_fraction,28,0.8998038116591929
R3-I1,oracle1,harmful_fraction,29,0.8968609865470852
R3-I1,oracle1,harmful_fraction,30,0.9049887892376681
R3-I1,oracle1,harmful_fraction,31,0.8964405829596412
R3-I1,oracle1,harmful_fraction,32,0.8993834080717489
R3-I1,oracle1,harmful_fraction,33,0.8995235426008968
R3-I1,oracle1,harmful_fraction,34,0.9006446188340808
R3-I1,oracle1,harmful_fraction,35,0.8953195067264574
R3-I1,oracle1,harmful_fraction,36,0.8995235426008968
R3-I1,oracle1,harmful_fraction,37,0.8974215246636771
R3-I1,oracle1,harmful_fraction,38,0.8940582959641256
R3-I1,oracle1,harmful_fraction,39,0.8977017937219731
R3-I1,oracle1,harmful_fraction,40,0.8951793721973094
R3-I1,oracle1,harmful_fraction,41,0.9033071748878924
R3-I1,oracle1,harmful_fraction,42,0.8967208520179372
R3-I1,oracle1,harmful_fraction,43,0.8925168161434978
R3-I1,oracle1,harmful_fraction,44,0.8978419282511211
R3-I1,oracle1,harmful_fraction,45,0.9020459641255605
R3-I1,oracle1,harmful_fraction,46,0.9009248878923767
R3-I1,oracle1,harmful_fraction,47,0.898542600896861
R3-I1,oracle1,harmful_fraction,48,0.8998038116591929
R3-I1,oracle1,harmful_fraction,49,0.8974215246636771
R4-I1,all,recall,0,0.8101099999999812
R4-I1,all,recall,1,0.8118599999999817
R4-I1,all,recall,2,0.8100499999999826
R4-I1,all,recall,3,0.8096299999999819
R4-I1,all,recall,4,0.8106599999999823
R4-I1,all,recall,5,0.8105799999999828
R4-I1,all,recall,6,0.8119899999999803
R4-I1,all,recall,7,0.8102899999999799
R4-I1,all,recall,8,0.8122399999999806
R4-I1,all,recall,9,0.8113799999999799
R4-I1,all,recall,10,0.8109299999999802
R4-I1,all,recall,11,0.8105299999999813
R4-I1,all,recall,12,0.8103199999999773
R4-I1,all,recall,13,0.811029999999981
R4-I1,all,recall,14,0.8110299999999812
R4-I1,all,recall,15,0.810179999999981
R4-I1,all,recall,16,0.8092899999999812
R4-I1,all,recall,17,0.8098299999999844
R4-I1,all,recall,18,0.8115799999999818
R4-I1,all,recall,19,0.8097599999999866
R4-I1,all,recall,20,0.8102099999999797
R4-I1,all,recall,21,0.8118199999999806
R4-I1,all,recall,22,0.8103999999999796
R4-I1,all,recall,23,0.810669999999982
R4-I1,all,recall,24,0.8093399999999812
R4-I1,all,recall,25,0.8095999999999822
R4-I1,all,recall,26,0.8113599999999813
R4-I1,all,recall,27,0.8111099999999823
R4-I1,all,recall,28,0.8101299999999805
R4-I1,all,recall,29,0.8098399999999825
R4-I1,all,recall,30,0.8106299999999814
R4-I1,all,recall,31,0.8092799999999828
R4-I1,all,recall,32,0.810309999999982
R4-I1,all,recall,33,0.8115499999999827
R4-I1,all,recall,34,0.8109699999999815
R4-I1,all,recall,35,0.8113099999999793
R4-I1,all,recall,36,0.8094399999999803
R4-I1,all,recall,37,0.810359999999984
R4-I1,all,recall,38,0.8108499999999794
R4-I1,all,recall,39,0.8094099999999825
R4-I1,all,recall,40,0.8114099999999805
R4-I1,all,recall,41,0.8104299999999808
R4-I1,all,recall,42,0.8105899999999814
R4-I1,all,recall,43,0.8111299999999817
R4-I1,all,recall,44,0.808969999999983
R4-I1,all,recall,45,0.8099799999999816
R4-I1,all,recall,46,0.8106499999999821
R4-I1,all,recall,47,0.8112599999999786
R4-I1,all,recall,48,0.809409999999983
R4-I1,all,recall,49,0.8111999999999805
R4-I1,all,loss,0,0.14303999999999967
R4-I1,all,loss,1,0.1412900000000004
R4-I1,all,loss,2,0.1431000000000004
R4-I1,all,loss,3,0.14352000000000006
R4-I1,all,loss,4,0.14248999999999998
R4-I1,all,loss,5,0.1425700000000006
R4-I1,all,loss,6,0.14116000000000012
R4-I1,all,loss,7,0.14285999999999993
R4-I1,all,loss,8,0.14091000000000048
R4-I1,all,loss,9,0.1417699999999997
R4-I1,all,loss,10,0.14222000000000024
R4-I1,all,loss,11,0.1426200000000006
R4-I1,all,loss,12,0.14282999999999915
R4-I1,all,loss,13,0.14211999999999975
R4-I1,all,loss,14,0.14212
R4-I1,all,loss,15,0.14296999999999926
R4-I1,all,loss,16,0.14385999999999993
R4-I1,all,loss,17,0.1433200000000003
R4-I1,all,loss,18,0.14157000000000017
R4-I1,all,loss,19,0.1433899999999999
R4-I1,all,loss,20,0.14294000000000043
R4-I1,all,loss,21,0.14133000000000004
R4-I1,all,loss,22,0.14274999999999946
R4-I1,all,loss,23,0.14248000000000055
R4-I1,all,loss,24,0.14380999999999913
R4-I1,all,loss,25,0.14354999999999965
R4-I1,all,loss,26,0.14179000000000008
R4-I1,all,loss,27,0.14203999999999992
R4-I1,all,loss,28,0.14301999999999943
R4-I1,all,loss,29,0.14330999999999955
R4-I1,all,loss,30,0.1425200000000003
R4-I1,all,loss,31,0.1438699999999999
R4-I1,all,loss,32,0.14284000000000022
R4-I1,all,loss,33,0.14160000000000056
R4-I1,all,loss,34,0.14218000000000053
R4-I1,all,loss,35,0.1418399999999997
R4-I1,all,loss,36,0.14370999999999945
R4-I1,all,loss,37,0.1427900000000007
R4-I1,all,loss,38,0.1422999999999995
R4-I1,all,loss,39,0.1437399999999999
R4-I1,all,loss,40,0.14173999999999998
R4-I1,all,loss,41,0.1427199999999999
R4-I1,all,loss,42,0.14256000000000016
R4-I1,all,loss,43,0.14202000000000092
R4-I1,all,loss,44,0.14417999999999992
R4-I1,all,loss,45,0.1431699999999997
R4-I1,all,loss,46,0.1425000000000003
R4-I1,all,loss,47,0.14189000000000015
R4-I1,all,loss,48,0.14374000000000034
R4-I1,all,loss,49,0.14195000000000008
R4-I1,all,inversions,0,10.3081
R4-I1,all,inversions,1,10.0839
R4-I1,all,inversions,2,10.2621
R4-I1,all,inversions,3,10.2974
R4-I1,all,inversions,4,10.2168
R4-I1,all,inversions,5,10.3129
R4-I1,all,inversions,6,10.1378
R4-I1,all,inversions,7,10.2428
R4-I1,all,inversions,8,10.1273
R4-I1,all,inversions,9,10.1105
R4-I1,all,inversions,10,10.1758
R4-I1,all,inversions,11,10.2172
R4-I1,all,inversions,12,10.2613
R4-I1,all,inversions,13,10.2427
R4-I1,all,inversions,14,10.1334
R4-I1,all,inversions,15,10.3063
R4-I1,all,inversions,16,10.4045
R4-I1,all,inversions,17,10.3594
R4-I1,all,inversions,18,10.25
R4-I1,all,inversions,19,10.2731
R4-I1,all,inversions,20,10.2962
R4-I1,all,inversions,21,10.2562
R4-I1,all,inversions,22,10.2147
R4-I1,all,inversions,23,10.2007
R4-I1,all,inversions,24,10.3306
R4-I1,all,inversions,25,10.3301
R4-I1,all,inversions,26,10.28
R4-I1,all,inversions,27,10.1331
R4-I1,all,inversions,28,10.3455
R4-I1,all,inversions,29,10.2675
R4-I1,all,inversions,30,10.314
R4-I1,all,inversions,31,10.3441
R4-I1,all,inversions,32,10.3166
R4-I1,all,inversions,33,10.1255
R4-I1,all,inversions,34,10.1553
R4-I1,all,inversions,35,10.247
R4-I1,all,inversions,36,10.2644
R4-I1,all,inversions,37,10.2616
R4-I1,all,inversions,38,10.1629
R4-I1,all,inversions,39,10.3209
R4-I1,all,inversions,40,10.1777
R4-I1,all,inversions,41,10.233
R4-I1,all,inversions,42,10.269
R4-I1,all,inversions,43,10.159
R4-I1,all,inversions,44,10.3834
R4-I1,all,inversions,45,10.2822
R4-I1,all,inversions,46,10.2545
R4-I1,all,inversions,47,10.2285
R4-I1,all,inversions,48,10.2883
R4-I1,all,inversions,49,10.222
R4-I1,all,harmful_fraction,0,0.8387
R4-I1,all,harmful_fraction,1,0.8326
R4-I1,all,harmful_fraction,2,0.832
R4-I1,all,harmful_fraction,3,0.8329
R4-I1,all,harmful_fraction,4,0.8367
R4-I1,all,harmful_fraction,5,0.8312
R4-I1,all,harmful_fraction,6,0.8308
R4-I1,all,harmful_fraction,7,0.8354
R4-I1,all,harmful_fraction,8,0.8287
R4-I1,all,harmful_fraction,9,0.8301
R4-I1,all,harmful_fraction,10,0.8325
R4-I1,all,harmful_fraction,11,0.8324
R4-I1,all,harmful_fraction,12,0.8357
R4-I1,all,harmful_fraction,13,0.8329
R4-I1,all,harmful_fraction,14,0.834
R4-I1,all,harmful_fraction,15,0.8383
R4-I1,all,harmful_fraction,16,0.8397
R4-I1,all,harmful_fraction,17,0.8406
R4-I1,all,harmful_fraction,18,0.8274
R4-I1,all,harmful_fraction,19,0.8365
R4-I1,all,harmful_fraction,20,0.8334
R4-I1,all,harmful_fraction,21,0.8326
R4-I1,all,harmful_fraction,22,0.8398
R4-I1,all,harmful_fraction,23,0.8316
R4-I1,all,harmful_fraction,24,0.8348
R4-I1,all,harmful_fraction,25,0.8345
R4-I1,all,harmful_fraction,26,0.8318
R4-I1,all,harmful_fraction,27,0.8329
