model,scope,metric,permutation,value
R1-I1,oracle1,recall,4,0.8399103139013439
R1-I1,oracle1,recall,5,0.840288677130043
R1-I1,oracle1,recall,6,0.8390835201793709
R1-I1,oracle1,recall,7,0.838536995515695
R1-I1,oracle1,recall,8,0.8403587443946124
R1-I1,oracle1,recall,9,0.8396720852017916
R1-I1,oracle1,recall,10,0.840344730941701
R1-I1,oracle1,recall,11,0.840008408071745
R1-I1,oracle1,recall,12,0.841101457399102
R1-I1,oracle1,recall,13,0.8403026905829561
R1-I1,oracle1,recall,14,0.8408211883408023
R1-I1,oracle1,recall,15,0.8408211883408049
R1-I1,oracle1,recall,16,0.840470852017931
R1-I1,oracle1,recall,17,0.8406670403587407
R1-I1,oracle1,recall,18,0.840120515695064
R1-I1,oracle1,recall,19,0.8405829596412517
R1-I1,oracle1,recall,20,0.8392236547085157
R1-I1,oracle1,recall,21,0.8393918161434948
R1-I1,oracle1,recall,22,0.8397982062780228
R1-I1,oracle1,recall,23,0.840148542600892
R1-I1,oracle1,recall,24,0.8386631165919269
R1-I1,oracle1,recall,25,0.8392797085201745
R1-I1,oracle1,recall,26,0.8386070627802663
R1-I1,oracle1,recall,27,0.8398822869955143
R1-I1,oracle1,recall,28,0.8411995515695015
R1-I1,oracle1,recall,29,0.840176569506723
R1-I1,oracle1,recall,30,0.8391115470852003
R1-I1,oracle1,recall,31,0.8389433856502202
R1-I1,oracle1,recall,32,0.8405829596412538
R1-I1,oracle1,recall,33,0.8391255605381157
R1-I1,oracle1,recall,34,0.84007847533632
R1-I1,oracle1,recall,35,0.8404147982062756
R1-I1,oracle1,recall,36,0.8406670403587417
R1-I1,oracle1,recall,37,0.839700112107622
R1-I1,oracle1,recall,38,0.8412556053811644
R1-I1,oracle1,recall,39,0.8426569506726417
R1-I1,oracle1,recall,40,0.8394478699551544
R1-I1,oracle1,recall,41,0.8400644618834069
R1-I1,oracle1,recall,42,0.8407651345291465
R1-I1,oracle1,recall,43,0.8404568385650169
R1-I1,oracle1,recall,44,0.8400364349775779
R1-I1,oracle1,recall,45,0.8402746636771259
R1-I1,oracle1,recall,46,0.8397281390134502
R1-I1,oracle1,recall,47,0.8384949551569455
R1-I1,oracle1,recall,48,0.8406670403587415
R1-I1,oracle1,recall,49,0.8400224215246617
R1-I1,oracle1,loss,0,0.1609585201793789
R1-I1,oracle1,loss,1,0.16028587443946848
R1-I1,oracle1,loss,2,0.15955717488789928
R1-I1,oracle1,loss,3,0.15929091928251835
R1-I1,oracle1,loss,4,0.1600896860986617
R1-I1,oracle1,loss,5,0.15971132286996198
R1-I1,oracle1,loss,6,0.16091647982063456
R1-I1,oracle1,loss,7,0.1614630044843117
R1-I1,oracle1,loss,8,0.15964125560538725
R1-I1,oracle1,loss,9,0.16032791479821282
R1-I1,oracle1,loss,10,0.15965526905830255
R1-I1,oracle1,loss,11,0.15999159192825796
R1-I1,oracle1,loss,12,0.15889854260090402
R1-I1,oracle1,loss,13,0.1596973094170466
R1-I1,oracle1,loss,14,0.15917881165919937
R1-I1,oracle1,loss,15,0.1591788116591996
R1-I1,oracle1,loss,16,0.15952914798206907
R1-I1,oracle1,loss,17,0.1593329596412621
R1-I1,oracle1,loss,18,0.15987948430493876
R1-I1,oracle1,loss,19,0.15941704035875073
R1-I1,oracle1,loss,20,0.16077634529148613
R1-I1,oracle1,loss,21,0.16060818385650846
R1-I1,oracle1,loss,22,0.1602017937219795
R1-I1,oracle1,loss,23,0.15985145739910994
R1-I1,oracle1,loss,24,0.1613368834080787
R1-I1,oracle1,loss,25,0.1607202914798274
R1-I1,oracle1,loss,26,0.16139293721973721
R1-I1,oracle1,loss,27,0.16011771300449065
R1-I1,oracle1,loss,28,0.15880044843049984
R1-I1,oracle1,loss,29,0.15982343049328013
R1-I1,oracle1,loss,30,0.16088845291480464
R1-I1,oracle1,loss,31,0.16105661434978186
R1-I1,oracle1,loss,32,0.1594170403587509
R1-I1,oracle1,loss,33,0.16087443946189003
R1-I1,oracle1,loss,34,0.15992152466368345
R1-I1,oracle1,loss,35,0.15958520179372884
R1-I1,oracle1,loss,36,0.15933295964126173
R1-I1,oracle1,loss,37,0.16029988789238342
R1-I1,oracle1,loss,38,0.1587443946188414
R1-I1,oracle1,loss,39,0.15734304932736112
R1-I1,oracle1,loss,40,0.16055213004484956
R1-I1,oracle1,loss,41,0.15993553811659786
R1-I1,oracle1,loss,42,0.1592348654708592
R1-I1,oracle1,loss,43,0.1595431614349837
R1-I1,oracle1,loss,44,0.15996356502242853
R1-I1,oracle1,loss,45,0.1597253363228766
R1-I1,oracle1,loss,46,0.16027186098655355
R1-I1,oracle1,loss,47,0.16150504484305528
R1-I1,oracle1,loss,48,0.15933295964126168
R1-I1,oracle1,loss,49,0.15997757847534294
R1-I1,oracle1,inversions,0,9.707258968609866
R1-I1,oracle1,inversions,1,9.560257847533633
R1-I1,oracle1,inversions,2,9.582118834080717
R1-I1,oracle1,inversions,3,9.417180493273543
R1-I1,oracle1,inversions,4,9.490610986547086
R1-I1,oracle1,inversions,5,9.452494394618833
R1-I1,oracle1,inversions,6,9.623178251121077
R1-I1,oracle1,inversions,7,9.66956278026906
R1-I1,oracle1,inversions,8,9.547505605381167
R1-I1,oracle1,inversions,9,9.641395739910314
R1-I1,oracle1,inversions,10,9.555213004484305
R1-I1,oracle1,inversions,11,9.490891255605382
R1-I1,oracle1,inversions,12,9.425168161434977
R1-I1,oracle1,inversions,13,9.574551569506726
R1-I1,oracle1,inversions,14,9.521020179372197
R1-I1,oracle1,inversions,15,9.455717488789238
R1-I1,oracle1,inversions,16,9.512752242152466
R1-I1,oracle1,inversions,17,9.47421524663677
R1-I1,oracle1,inversions,18,9.488368834080717
R1-I1,oracle1,inversions,19,9.521580717488789
R1-I1,oracle1,inversions,20,9.51457399103139
R1-I1,oracle1,inversions,21,9.545403587443946
R1-I1,oracle1,inversions,22,9.664377802690582
R1-I1,oracle1,inversions,23,9.597253363228699
R1-I1,oracle1,inversions,24,9.510510089686099
R1-I1,oracle1,inversions,25,9.610566143497758
R1-I1,oracle1,inversions,26,9.552270179372197
R1-I1,oracle1,inversions,27,9.536014573991032
R1-I1,oracle1,inversions,28,9.486967488789238
R1-I1,oracle1,inversions,29,9.463565022421525
R1-I1,oracle1,inversions,30,9.721692825112108
R1-I1,oracle1,inversions,31,9.637752242152466
R1-I1,oracle1,inversions,32,9.48262331838565
R1-I1,oracle1,inversions,33,9.598094170403588
R1-I1,oracle1,inversions,34,9.411995515695068
R1-I1,oracle1,inversions,35,9.509669282511211
R1-I1,oracle1,inversions,36,9.628082959641256
R1-I1,oracle1,inversions,37,9.584501121076233
R1-I1,oracle1,inversions,38,9.382286995515695
R1-I1,oracle1,inversions,39,9.402886771300448
R1-I1,oracle1,inversions,40,9.526625560538116
R1-I1,oracle1,inversions,41,9.627522421524663
R1-I1,oracle1,inversions,42,9.455857623318385
R1-I1,oracle1,inversions,43,9.509529147982063
R1-I1,oracle1,inversions,44,9.455857623318385
R1-I1,oracle1,inversions,45,9.607763452914797
R1-I1,oracle1,inversions,46,9.586463004484305
R1-I1,oracle1,inversions,47,9.701793721973095
R1-I1,oracle1,inversions,48,9.548766816143498
R1-I1,oracle1,inversions,49,9.59515134529148
R1-I1,oracle1,harmful_fraction,0,0.9049887892376681
R1-I1,oracle1,harmful_fraction,1,0.9013452914798207
R1-I1,oracle1,harmful_fraction,2,0.8982623318385651
R1-I1,oracle1,harmful_fraction,3,0.9003643497757847
R1-I1,oracle1,harmful_fraction,4,0.8982623318385651
R1-I1,oracle1,harmful_fraction,5,0.8968609865470852
R1-I1,oracle1,harmful_fraction,6,0.9037275784753364
R1-I1,oracle1,harmful_fraction,7,0.9049887892376681
R1-I1,oracle1,harmful_fraction,8,0.9007847533632287
R1-I1,oracle1,harmful_fraction,9,0.9019058295964125
R1-I1,oracle1,harmful_fraction,10,0.9016255605381166
R1-I1,oracle1,harmful_fraction,11,0.8977017937219731
R1-I1,oracle1,harmful_fraction,12,0.9002242152466368
R1-I1,oracle1,harmful_fraction,13,0.9014854260089686
R1-I1,oracle1,harmful_fraction,14,0.898122197309417
R1-I1,oracle1,harmful_fraction,15,0.8982623318385651
R1-I1,oracle1,harmful_fraction,16,0.8998038116591929
R1-I1,oracle1,harmful_fraction,17,0.8940582959641256
R1-I1,oracle1,harmful_fraction,18,0.8988228699551569
R1-I1,oracle1,harmful_fraction,19,0.8978419282511211
R1-I1,oracle1,harmful_fraction,20,0.9019058295964125
R1-I1,oracle1,harmful_fraction,21,0.8950392376681614
R1-I1,oracle1,harmful_fraction,22,0.9030269058295964
R1-I1,oracle1,harmful_fraction,23,0.9009248878923767
R1-I1,oracle1,harmful_fraction,24,0.9014854260089686
R1-I1,oracle1,harmful_fraction,25,0.9027466367713004
R1-I1,oracle1,harmful_fraction,26,0.9026065022421524
R1-I1,oracle1,harmful_fraction,27,0.898682735426009
R1-I1,oracle1,harmful_fraction,28,0.8995235426008968
R1-I1,oracle1,harmful_fraction,29,0.898122197309417
R1-I1,oracle1,harmful_fraction,30,0.9040078475336323
R1-I1,oracle1,harmful_fraction,31,0.8996636771300448
R1-I1,oracle1,harmful_fraction,32,0.899103139013453
R1-I1,oracle1,harmful_fraction,33,0.8999439461883408
R1-I1,oracle1,harmful_fraction,34,0.8989630044843049
R1-I1,oracle1,harmful_fraction,35,0.9072309417040358
R1-I1,oracle1,harmful_fraction,36,0.9010650224215246
R1-I1,oracle1,harmful_fraction,37,0.9007847533632287
R1-I1,oracle1,harmful_fraction,38,0.9023262331838565
R1-I1,oracle1,harmful_fraction,39,0.8932174887892377
R1-I1,oracle1,harmful_fraction,40,0.9041479820627802
R1-I1,oracle1,harmful_fraction,41,0.898402466367713
R1-I1,oracle1,harmful_fraction,42,0.9003643497757847
R1-I1,oracle1,harmful_fraction,43,0.9019058295964125
R1-I1,oracle1,harmful_fraction,44,0.9054091928251121
R1-I1,oracle1,harmful_fraction,45,0.9035874439461884
R1-I1,oracle1,harmful_fraction,46,0.8988228699551569
R1-I1,oracle1,harmful_fraction,47,0.9027466367713004
R1-I1,oracle1,harmful_fraction,48,0.8977017937219731
R1-I1,oracle1,harmful_fraction,49,0.9010650224215246
R2-I1,all,recall,0,0.8082599999999845
R2-I1,all,recall,1,0.8107999999999785
R2-I1,all,recall,2,0.8095199999999807
R2-I1,all,recall,3,0.8095199999999799
R2-I1,all,recall,4,0.8096099999999832
R2-I1,all,recall,5,0.8101199999999827
R2-I1,all,recall,6,0.8099099999999817
R2-I1,all,recall,7,0.8099999999999857
R2-I1,all,recall,8,0.810679999999984
R2-I1,all,recall,9,0.8110999999999804
R2-I1,all,recall,10,0.8104899999999817
R2-I1,all,recall,11,0.810769999999978
R2-I1,all,recall,12,0.8104299999999818
R2-I1,all,recall,13,0.8101499999999799
R2-I1,all,recall,14,0.8094899999999833
R2-I1,all,recall,15,0.8104299999999797
R2-I1,all,recall,16,0.8102899999999795
R2-I1,all,recall,17,0.8102299999999838
R2-I1,all,recall,18,0.810869999999979
R2-I1,all,recall,19,0.8093599999999832
R2-I1,all,recall,20,0.8100599999999802
R2-I1,all,recall,21,0.8110599999999812
R2-I1,all,recall,22,0.8091199999999831
R2-I1,all,recall,23,0.8101299999999824
R2-I1,all,recall,24,0.8105999999999823
R2-I1,all,recall,25,0.8096199999999816
R2-I1,all,recall,26,0.8108099999999817
R2-I1,all,recall,27,0.8093699999999827
R2-I1,all,recall,28,0.8108899999999799
R2-I1,all,recall,29,0.808989999999982
R2-I1,all,recall,30,0.8109099999999828
R2-I1,all,recall,31,0.8089099999999797
R2-I1,all,recall,32,0.8095799999999805
R2-I1,all,recall,33,0.8124599999999835
R2-I1,all,recall,34,0.8106099999999825
R2-I1,all,recall,35,0.8100699999999831
R2-I1,all,recall,36,0.8092199999999846
R2-I1,all,recall,37,0.8096299999999844
R2-I1,all,recall,38,0.8108099999999812
R2-I1,all,recall,39,0.81073999999998
R2-I1,all,recall,40,0.8111099999999803
R2-I1,all,recall,41,0.8092799999999795
R2-I1,all,recall,42,0.8094999999999832
R2-I1,all,recall,43,0.8099499999999819
R2-I1,all,recall,44,0.8112399999999786
R2-I1,all,recall,45,0.8107499999999828
R2-I1,all,recall,46,0.8108999999999796
R2-I1,all,recall,47,0.8109299999999808
R2-I1,all,recall,48,0.8103999999999826
R2-I1,all,recall,49,0.8099199999999832
R2-I1,all,loss,0,0.14488999999999952
R2-I1,all,loss,1,0.14235000000000042
R2-I1,all,loss,2,0.14362999999999962
R2-I1,all,loss,3,0.1436299999999995
R2-I1,all,loss,4,0.14354000000000022
R2-I1,all,loss,5,0.14302999999999993
R2-I1,all,loss,6,0.1432399999999997
R2-I1,all,loss,7,0.14315000000000003
R2-I1,all,loss,8,0.14247000000000049
R2-I1,all,loss,9,0.1420500000000001
R2-I1,all,loss,10,0.14265999999999973
R2-I1,all,loss,11,0.14237999999999945
R2-I1,all,loss,12,0.14271999999999957
R2-I1,all,loss,13,0.14299999999999916
R2-I1,all,loss,14,0.14365999999999976
R2-I1,all,loss,15,0.1427199999999999
R2-I1,all,loss,16,0.14285999999999965
R2-I1,all,loss,17,0.1429200000000002
R2-I1,all,loss,18,0.14227999999999957
R2-I1,all,loss,19,0.14379000000000008
R2-I1,all,loss,20,0.14308999999999916
R2-I1,all,loss,21,0.14209000000000008
R2-I1,all,loss,22,0.1440300000000002
R2-I1,all,loss,23,0.14301999999999968
R2-I1,all,loss,24,0.14255000000000015
R2-I1,all,loss,25,0.14353000000000024
R2-I1,all,loss,26,0.14234000000000036
R2-I1,all,loss,27,0.14378000000000024
R2-I1,all,loss,28,0.14226000000000014
R2-I1,all,loss,29,0.14416000000000043
R2-I1,all,loss,30,0.14224000000000017
R2-I1,all,loss,31,0.1442399999999993
R2-I1,all,loss,32,0.14356999999999978
R2-I1,all,loss,33,0.14069000000000037
R2-I1,all,loss,34,0.14253999999999997
R2-I1,all,loss,35,0.14308000000000015
R2-I1,all,loss,36,0.1439300000000003
R2-I1,all,loss,37,0.14351999999999931
R2-I1,all,loss,38,0.14233999999999938
R2-I1,all,loss,39,0.14240999999999998
R2-I1,all,loss,40,0.14204000000000017
R2-I1,all,loss,41,0.14386999999999933
R2-I1,all,loss,42,0.14365000000000053
R2-I1,all,loss,43,0.1432000000000002
R2-I1,all,loss,44,0.14190999999999993
R2-I1,all,loss,45,0.14240000000000014
R2-I1,all,loss,46,0.14224999999999963
R2-I1,all,loss,47,0.14221999999999993
R2-I1,all,loss,48,0.14275000000000007
R2-I1,all,loss,49,0.14323000000000044
R2-I1,all,inversions,0,10.4005
R2-I1,all,inversions,1,10.2555
R2-I1,all,inversions,2,10.2826
R2-I1,all,inversions,3,10.3632
R2-I1,all,inversions,4,10.3856
R2-I1,all,inversions,5,10.2282
R2-I1,all,inversions,6,10.3747
R2-I1,all,inversions,7,10.1677
R2-I1,all,inversions,8,10.2669
R2-I1,all,inversions,9,10.2892
R2-I1,all,inversions,10,10.2414
R2-I1,all,inversions,11,10.3579
R2-I1,all,inversions,12,10.2631
R2-I1,all,inversions,13,10.2962
R2-I1,all,inversions,14,10.2972
R2-I1,all,inversions,15,10.2649
R2-I1,all,inversions,16,10.1701
R2-I1,all,inversions,17,10.2722
R2-I1,all,inversions,18,10.1883
R2-I1,all,inversions,19,10.4267
R2-I1,all,inversions,20,10.1786
R2-I1,all,inversions,21,10.202
R2-I1,all,inversions,22,10.4522
R2-I1,all,inversions,23,10.2355
R2-I1,all,inversions,24,10.2326
R2-I1,all,inversions,25,10.3996
R2-I1,all,inversions,26,10.2085
R2-I1,all,inversions,27,10.2846
R2-I1,all,inversions,28,10.2311
R2-I1,all,inversions,29,10.3763
R2-I1,all,inversions,30,10.25
R2-I1,all,inversions,31,10.4156
R2-I1,all,inversions,32,10.3725
R2-I1,all,inversions,33,10.1756
R2-I1,all,inversions,34,10.2947
R2-I1,all,inversions,35,10.1859
R2-I1,all,inversions,36,10.3085
R2-I1,all,inversions,37,10.3799
R2-I1,all,inversions,38,10.2272
R2-I1,all,inversions,39,10.2015
R2-I1,all,inversions,40,10.2448
R2-I1,all,inversions,41,10.4326
R2-I1,all,inversions,42,10.3482
R2-I1,all,inversions,43,10.3209
R2-I1,all,inversions,44,10.2469
R2-I1,all,inversions,45,10.273
R2-I1,all,inversions,46,10.2938
R2-I1,all,inversions,47,10.1923
R2-I1,all,inversions,48,10.3564
R2-I1,all,inversions,49,10.3
R2-I1,all,harmful_fraction,0,0.8433
R2-I1,all,harmful_fraction,1,0.8321
R2-I1,all,harmful_fraction,2,0.8389
R2-I1,all,harmful_fraction,3,0.8369
R2-I1,all,harmful_fraction,4,0.8369
R2-I1,all,harmful_fraction,5,0.8313
R2-I1,all,harmful_fraction,6,0.8346
R2-I1,all,harmful_fraction,7,0.8328
R2-I1,all,harmful_fraction,8,0.8365
R2-I1,all,harmful_fraction,9,0.8287
R2-I1,all,harmful_fraction,10,0.8362
R2-I1,all,harmful_fraction,11,0.8333
R2-I1,all,harmful_fraction,12,0.833
R2-I1,all,harmful_fraction,13,0.8358
R2-I1,all,harmful_fraction,14,0.8388
R2-I1,all,harmful_fraction,15,0.8372
R2-I1,all,harmful_fraction,16,0.8364
R2-I1,all,harmful_fraction,17,0.8389
R2-I1,all,harmful_fraction,18,0.8322
R2-I1,all,harmful_fraction,19,0.834
R2-I1,all,harmful_fraction,20,0.8328
R2-I1,all,harmful_fraction,21,0.8332
R2-I1,all,harmful_fraction,22,0.8384
R2-I1,all,harmful_fraction,23,0.8358
R2-I1,all,harmful_fraction,24,0.8289
R2-I1,all,harmful_fraction,25,0.8406
R2-I1,all,harmful_fraction,26,0.8414
R2-I1,all,harmful_fraction,27,0.84
R2-I1,all,harmful_fraction,28,0.8359
R2-I1,all,harmful_fraction,29,0.8426
R2-I1,all,harmful_fraction,30,0.8318
R2-I1,all,harmful_fraction,31,0.8406
R2-I1,all,harmful_fraction,32,0.8392
R2-I1,all,harmful_fraction,33,0.8276
R2-I1,all,harmful_fraction,34,0.8373
R2-I1,all,harmful_fraction,35,0.8367
R2-I1,all,harmful_fraction,36,0.836
R2-I1,all,harmful_fraction,37,0.8366
R2-I1,all,harmful_fraction,38,0.8345
R2-I1,all,harmful_fraction,39,0.8388
R2-I1,all,harmful_fraction,40,0.8351
R2-I1,all,harmful_fraction,41,0.8414
R2-I1,all,harmful_fraction,42,0.837
R2-I1,all,harmful_fraction,43,0.8328
R2-I1,all,harmful_fraction,44,0.8331
R2-I1,all,harmful_fraction,45,0.8341
R2-I1,all,harmful_fraction,46,0.8309
R2-I1,all,harmful_fraction,47,0.8348
R2-I1,all,harmful_fraction,48,0.8398
R2-I1,all,harmful_fraction,49,0.8341
R2-I1,oracle1,recall,0,0.8380605381165899
R2-I1,oracle1,recall,1,0.8411855381165888
R2-I1,oracle1,recall,2,0.8398682735425966
R2-I1,oracle1,recall,3,0.838719170403582
R2-I1,oracle1,recall,4,0.8388172645739913
R2-I1,oracle1,recall,5,0.8396160313901329
R2-I1,oracle1,recall,6,0.8398262331838534
R2-I1,oracle1,recall,7,0.8401765695067264
R2-I1,oracle1,recall,8,0.8402746636771292
R2-I1,oracle1,recall,9,0.8406530269058251
R2-I1,oracle1,recall,10,0.8408071748878886
R2-I1,oracle1,recall,11,0.8406670403587382
R2-I1,oracle1,recall,12,0.840330717488785
R2-I1,oracle1,recall,13,0.839041479820624
R2-I1,oracle1,recall,14,0.8394618834080697
R2-I1,oracle1,recall,15,0.8399523542600889
R2-I1,oracle1,recall,16,0.8396300448430443
R2-I1,oracle1,recall,17,0.8405409192825096
R2-I1,oracle1,recall,18,0.8402606502242108
R2-I1,oracle1,recall,19,0.8388733183856498
R2-I1,oracle1,recall,20,0.8395880044842998
R2-I1,oracle1,recall,21,0.8409052690582919
R2-I1,oracle1,recall,22,0.8397421524663665
R2-I1,oracle1,recall,23,0.8402326233183837
R2-I1,oracle1,recall,24,0.8408912556053781
R2-I1,oracle1,recall,25,0.8397421524663667
R2-I1,oracle1,recall,26,0.8411715246636742
R2-I1,oracle1,recall,27,0.8395880044843054
R2-I1,oracle1,recall,28,0.8411434977578446
R2-I1,oracle1,recall,29,0.8387331838565014
R2-I1,oracle1,recall,30,0.8409613228699525
R2-I1,oracle1,recall,31,0.838256726457394
R2-I1,oracle1,recall,32,0.8402326233183817
R2-I1,oracle1,recall,33,0.8416479820627775
R2-I1,oracle1,recall,34,0.8406109865470833
R2-I1,oracle1,recall,35,0.8399103139013457
R2-I1,oracle1,recall,36,0.8392236547085182
R2-I1,oracle1,recall,37,0.8392376681614319
R2-I1,oracle1,recall,38,0.840204596412552
R2-I1,oracle1,recall,39,0.8412415919282472
R2-I1,oracle1,recall,40,0.8420964125560492
R2-I1,oracle1,recall,41,0.8393217488789195
R2-I1,oracle1,recall,42,0.838719170403588
R2-I1,oracle1,recall,43,0.8401065022421503
R2-I1,oracle1,recall,44,0.8406390134529107
R2-I1,oracle1,recall,45,0.8406390134529128
R2-I1,oracle1,recall,46,0.8412556053811615
R2-I1,oracle1,recall,47,0.8414377802690521
R2-I1,oracle1,recall,48,0.840540919282509
R2-I1,oracle1,recall,49,0.8396440582959634
R2-I1,oracle1,loss,0,0.16193946188341404
R2-I1,oracle1,loss,1,0.15881446188341494
R2-I1,oracle1,loss,2,0.16013172645740567
R2-I1,oracle1,loss,3,0.16128082959641818
R2-I1,oracle1,loss,4,0.16118273542601536
R2-I1,oracle1,loss,5,0.16038396860987192
R2-I1,oracle1,loss,6,0.16017376681614967
R2-I1,oracle1,loss,7,0.1598234304932807
R2-I1,oracle1,loss,8,0.15972533632287697
R2-I1,oracle1,loss,9,0.15934697309417664
R2-I1,oracle1,loss,10,0.15919282511211422
R2-I1,oracle1,loss,11,0.1593329596412622
R2-I1,oracle1,loss,12,0.159669282511217
R2-I1,oracle1,loss,13,0.1609585201793785
R2-I1,oracle1,loss,14,0.16053811659193445
R2-I1,oracle1,loss,15,0.1600476457399174
R2-I1,oracle1,loss,16,0.16036995515695718
R2-I1,oracle1,loss,17,0.15945908071749545
R2-I1,oracle1,loss,18,0.1597393497757911
R2-I1,oracle1,loss,19,0.1611266816143565
R2-I1,oracle1,loss,20,0.16041199551570126
R2-I1,oracle1,loss,21,0.15909473094171106
R2-I1,oracle1,loss,22,0.16025784753363945
R2-I1,oracle1,loss,23,0.15976737668162075
R2-I1,oracle1,loss,24,0.15910874439462525
R2-I1,oracle1,loss,25,0.1602578475336383
R2-I1,oracle1,loss,26,0.15882847533632982
R2-I1,oracle1,loss,27,0.1604119955157018
R2-I1,oracle1,loss,28,0.1588565022421591
R2-I1,oracle1,loss,29,0.1612668161435044
R2-I1,oracle1,loss,30,0.15903867713005151
R2-I1,oracle1,loss,31,0.16174327354260654
R2-I1,oracle1,loss,32,0.15976737668162075
R2-I1,oracle1,loss,33,0.15835201793722659
R2-I1,oracle1,loss,34,0.15938901345292134
R2-I1,oracle1,loss,35,0.16008968609866162
R2-I1,oracle1,loss,36,0.16077634529148613
R2-I1,oracle1,loss,37,0.16076233183857153
R2-I1,oracle1,loss,38,0.15979540358745067
R2-I1,oracle1,loss,39,0.15875840807175548
R2-I1,oracle1,loss,40,0.15790358744395333
R2-I1,oracle1,loss,41,0.16067825112108253
R2-I1,oracle1,loss,42,0.1612808295964192
R2-I1,oracle1,loss,43,0.15989349775785416
R2-I1,oracle1,loss,44,0.15936098654709163
R2-I1,oracle1,loss,45,0.15936098654709216
R2-I1,oracle1,loss,46,0.15874439461884016
R2-I1,oracle1,loss,47,0.15856221973094795
R2-I1,oracle1,loss,48,0.15945908071749607
R2-I1,oracle1,loss,49,0.1603559417040426
R2-I1,oracle1,inversions,0,9.726737668161435
R2-I1,oracle1,inversions,1,9.48122197309417
R2-I1,oracle1,inversions,2,9.582959641255606
R2-I1,oracle1,inversions,3,9.675168161434977
R2-I1,oracle1,inversions,4,9.694086322869955
R2-I1,oracle1,inversions,5,9.61883408071749
R2-I1,oracle1,inversions,6,9.649383408071749
R2-I1,oracle1,inversions,7,9.444226457399104
R2-I1,oracle1,inversions,8,9.587724215246636
R2-I1,oracle1,inversions,9,9.58267937219731
R2-I1,oracle1,inversions,10,9.460902466367713
R2-I1,oracle1,inversions,11,9.658071748878923
R2-I1,oracle1,inversions,12,9.525924887892376
R2-I1,oracle1,inversions,13,9.610566143497758
R2-I1,oracle1,inversions,14,9.585902466367713
R2-I1,oracle1,inversions,15,9.562219730941704
R2-I1,oracle1,inversions,16,9.499719730941704
R2-I1,oracle1,inversions,17,9.556754484304932
R2-I1,oracle1,inversions,18,9.538536995515695
R2-I1,oracle1,inversions,19,9.691003363228699
R2-I1,oracle1,inversions,20,9.513032511210762
R2-I1,oracle1,inversions,21,9.544843049327355
R2-I1,oracle1,inversions,22,9.743553811659194
R2-I1,oracle1,inversions,23,9.473374439461884
R2-I1,oracle1,inversions,24,9.520599775784753
R2-I1,oracle1,inversions,25,9.654288116591928
R2-I1,oracle1,inversions,26,9.363508968609866
R2-I1,oracle1,inversions,27,9.56179932735426
R2-I1,oracle1,inversions,28,9.473794843049328
R2-I1,oracle1,inversions,29,9.73682735426009
R2-I1,oracle1,inversions,30,9.527186098654708
R2-I1,oracle1,inversions,31,9.657371076233185
R2-I1,oracle1,inversions,32,9.55619394618834
R2-I1,oracle1,inversions,33,9.490891255605382
R2-I1,oracle1,inversions,34,9.518637892376681
R2-I1,oracle1,inversions,35,9.529428251121077
R2-I1,oracle1,inversions,36,9.582959641255606
R2-I1,oracle1,inversions,37,9.621636771300448
R2-I1,oracle1,inversions,38,9.552690582959642
R2-I1,oracle1,inversions,39,9.394758968609866
R2-I1,oracle1,inversions,40,9.511631165919283
R2-I1,oracle1,inversions,41,9.66255605381166
R2-I1,oracle1,inversions,42,9.710622197309418
R2-I1,oracle1,inversions,43,9.528447309417041
R2-I1,oracle1,inversions,44,9.566704035874439
R2-I1,oracle1,inversions,45,9.549607623318385
R2-I1,oracle1,inversions,46,9.522701793721973
R2-I1,oracle1,inversions,47,9.46104260089686
R2-I1,oracle1,inversions,48,9.661995515695068
R2-I1,oracle1,inversions,49,9.583239910313901
R2-I1,oracle1,harmful_fraction,0,0.9016255605381166
R2-I1,oracle1,harmful_fraction,1,0.8957399103139013
R2-I1,oracle1,harmful_fraction,2,0.9016255605381166
R2-I1,oracle1,harmful_fraction,3,0.9016255605381166
R2-I1,oracle1,harmful_fraction,4,0.9051289237668162
R2-I1,oracle1,harmful_fraction,5,0.8961603139013453
R2-I1,oracle1,harmful_fraction,6,0.8998038116591929
R2-I1,oracle1,harmful_fraction,7,0.8940582959641256
R2-I1,oracle1,harmful_fraction,8,0.9009248878923767
R2-I1,oracle1,harmful_fraction,9,0.8965807174887892
R2-I1,oracle1,harmful_fraction,10,0.9000840807174888
R2-I1,oracle1,harmful_fraction,11,0.898122197309417
R2-I1,oracle1,harmful_fraction,12,0.8998038116591929
R2-I1,oracle1,harmful_fraction,13,0.9028867713004485
R2-I1,oracle1,harmful_fraction,14,0.9009248878923767
R2-I1,oracle1,harmful_fraction,15,0.9038677130044843
R2-I1,oracle1,harmful_fraction,16,0.9045683856502242
R2-I1,oracle1,harmful_fraction,17,0.8998038116591929
R2-I1,oracle1,harmful_fraction,18,0.898402466367713
R2-I1,oracle1,harmful_fraction,19,0.9010650224215246
R2-I1,oracle1,harmful_fraction,20,0.8982623318385651
R2-I1,oracle1,harmful_fraction,21,0.898402466367713
R2-I1,oracle1,harmful_fraction,22,0.8989630044843049
R2-I1,oracle1,harmful_fraction,23,0.8971412556053812
R2-I1,oracle1,harmful_fraction,24,0.891395739910314
R2-I1,oracle1,harmful_fraction,25,0.9030269058295964
R2-I1,oracle1,harmful_fraction,26,0.9020459641255605
