group,metric,query_count,mean,median,p90,p95,p99,min,max
stable_both,boundary_margin,17,653.0588235294117,375.0,1768.4,2023.7999999999995,2512.7599999999998,0.0,2635.0
stable_both,relative_boundary_margin,17,0.014369062026859216,0.0059770675774579165,0.039236080531498976,0.057908510738659824,0.06625133946100126,0.0,0.06833704664158662
stable_both,boundary_gap_r1,17,653.0588235294117,375.0,1768.4,2023.7999999999995,2512.7599999999998,0.0,2635.0
stable_both,boundary_gap_r2,17,2806.823529411765,3271.0,4556.8,5141.6,5146.72,646.0,5148.0
stable_both,boundary_gap_r5,17,7776.0,7695.0,11494.000000000002,13473.4,14047.48,3191.0,14191.0
stable_both,d1,17,38126.35294117647,33386.0,64325.200000000004,69359.2,70025.44,2798.0,70192.0
stable_both,dk,17,58435.470588235294,59595.0,82562.8,83887.0,85327.0,27379.0,85687.0
stable_both,dk_plus_1,17,59088.529411764706,61295.0,82870.0,84039.2,85860.64,28780.0,86316.0
stable_both,d20,17,63931.470588235294,66352.0,86485.6,88035.2,92458.24,31688.0,93564.0
stable_both,local_distance_concentration,17,1.6517794712710123,0.4578512396694215,3.7242288163826864,5.64931460769936,11.342300376865104,0.1855367114430441,12.76554681915654
stable_both,candidate_count,17,1019.8823529411765,1023.0,1240.8,1290.1999999999998,1406.04,620.0,1435.0
stable_both,oracle_recall,17,0.8647058823529412,0.9,1.0,1.0,1.0,0.6,1.0
rescued_improved,boundary_margin,780,492.0628205128205,336.5,1155.8000000000004,1519.1999999999998,2672.4700000000003,0.0,3640.0
rescued_improved,relative_boundary_margin,780,0.010567741612626719,0.00666228537877812,0.02191364353208235,0.03137484725153633,0.0691730650997449,0.0,0.14552708945821083
rescued_improved,boundary_gap_r1,780,492.0628205128205,336.5,1155.8000000000004,1519.1999999999998,2672.4700000000003,0.0,3640.0
rescued_improved,boundary_gap_r2,780,1460.2666666666667,1179.0,2692.2,3427.449999999997,5103.250000000019,54.0,8640.0
rescued_improved,boundary_gap_r5,780,4560.319230769231,4169.5,7085.400000000001,8516.65,11970.34000000001,269.0,20539.0
rescued_improved,d1,780,39016.234615384616,39485.0,61002.5,66712.8,78294.07000000002,433.0,95624.0
rescued_improved,dk,780,52176.47564102564,53220.5,73735.90000000001,81302.6,90582.02000000003,1051.0,108056.0
rescued_improved,dk_plus_1,780,52668.53846153846,53575.0,74243.2,81878.09999999999,91095.00000000003,1068.0,108082.0
rescued_improved,d20,780,55590.97564102564,56150.5,77592.9,85688.5,94777.9200000001,1262.0,113408.0
rescued_improved,local_distance_concentration,780,0.7085570475293923,0.33763345873986306,1.4687074764033943,2.782602868185824,5.655300675675683,0.0685879044399625,16.53062392673154
rescued_improved,candidate_count,780,1053.5179487179487,1103.5,1301.1,1348.05,1439.2600000000002,287.0,1513.0
rescued_improved,oracle_recall,780,0.9485897435897437,1.0,1.0,1.0,1.0,0.3,1.0
persistent_harmful,boundary_margin,703,395.49217638691323,282.0,942.8000000000001,1160.2999999999997,1696.3000000000006,0.0,2479.0
persistent_harmful,relative_boundary_margin,703,0.00838428514376458,0.005954111798834102,0.01862819083217886,0.022928492833567647,0.043653257293437546,0.0,0.06416360585861335
persistent_harmful,boundary_gap_r1,703,395.49217638691323,282.0,942.8000000000001,1160.2999999999997,1696.3000000000006,0.0,2479.0
persistent_harmful,boundary_gap_r2,703,1275.4310099573258,1063.0,2317.6000000000004,2803.4999999999995,4008.4200000000005,54.0,6456.0
persistent_harmful,boundary_gap_r5,703,4306.669985775249,4001.0,6729.000000000003,7943.4,10965.900000000001,269.0,19243.0
persistent_harmful,d1,703,37229.6386913229,37825.0,58142.40000000001,64411.29999999999,78105.02000000002,433.0,95624.0
persistent_harmful,dk,703,50374.0640113798,50915.0,71661.8,79331.29999999999,92041.34000000001,1051.0,108056.0
persistent_harmful,dk_plus_1,703,50769.55618776671,51235.0,72283.6,79673.2,92630.18000000002,1068.0,108082.0
persistent_harmful,d20,703,53723.99857752489,54360.0,75363.8,82675.4,96845.22000000003,1262.0,113408.0
