scope,L,fraction,replicate,recall,recall_gain,exact_distance_evals_per_query
shard1,32,0.25,15,0.87736,0.02536,8.0
shard1,32,0.25,16,0.8774,0.0254,8.0
shard1,32,0.25,17,0.8765999999999999,0.0246,8.0
shard1,32,0.25,18,0.87724,0.02524,8.0
shard1,32,0.25,19,0.87776,0.02576,8.0
shard1,32,0.25,20,0.87656,0.02456,8.0
shard1,32,0.25,21,0.878,0.026,8.0
shard1,32,0.25,22,0.8774,0.0254,8.0
shard1,32,0.25,23,0.87756,0.02556,8.0
shard1,32,0.25,24,0.87728,0.02528,8.0
shard1,32,0.25,25,0.8754,0.0234,8.0
shard1,32,0.25,26,0.8772,0.0252,8.0
shard1,32,0.25,27,0.8771599999999999,0.02516,8.0
shard1,32,0.25,28,0.87696,0.02496,8.0
shard1,32,0.25,29,0.8770399999999999,0.02504,8.0
shard1,32,0.25,30,0.8765999999999999,0.0246,8.0
shard1,32,0.25,31,0.8778,0.0258,8.0
shard1,32,0.25,32,0.87664,0.02464,8.0
shard1,32,0.25,33,0.87768,0.02568,8.0
shard1,32,0.25,34,0.8780399999999999,0.02604,8.0
shard1,32,0.25,35,0.87764,0.02564,8.0
shard1,32,0.25,36,0.87692,0.02492,8.0
shard1,32,0.25,37,0.87684,0.02484,8.0
shard1,32,0.25,38,0.87812,0.02612,8.0
shard1,32,0.25,39,0.87736,0.02536,8.0
shard1,32,0.25,40,0.8780399999999999,0.02604,8.0
shard1,32,0.25,41,0.8772,0.0252,8.0
shard1,32,0.25,42,0.8784799999999999,0.02648,8.0
shard1,32,0.25,43,0.87692,0.02492,8.0
shard1,32,0.25,44,0.87784,0.02584,8.0
shard1,32,0.25,45,0.87792,0.02592,8.0
shard1,32,0.25,46,0.87588,0.02388,8.0
shard1,32,0.25,47,0.87552,0.02352,8.0
shard1,32,0.25,48,0.87728,0.02528,8.0
shard1,32,0.25,49,0.87712,0.02512,8.0
shard1,32,0.25,50,0.87812,0.02612,8.0
shard1,32,0.25,51,0.8771599999999999,0.02516,8.0
shard1,32,0.25,52,0.87692,0.02492,8.0
shard1,32,0.25,53,0.87652,0.02452,8.0
shard1,32,0.25,54,0.87656,0.02456,8.0
shard1,32,0.25,55,0.87788,0.02588,8.0
shard1,32,0.25,56,0.87676,0.02476,8.0
shard1,32,0.25,57,0.87544,0.02344,8.0
shard1,32,0.25,58,0.87712,0.02512,8.0
shard1,32,0.25,59,0.87708,0.02508,8.0
shard1,32,0.25,60,0.87776,0.02576,8.0
shard1,32,0.25,61,0.87864,0.02664,8.0
shard1,32,0.25,62,0.87908,0.02708,8.0
shard1,32,0.25,63,0.87772,0.02572,8.0
shard1,32,0.25,64,0.87612,0.02412,8.0
shard1,32,0.25,65,0.8780399999999999,0.02604,8.0
shard1,32,0.25,66,0.87768,0.02568,8.0
shard1,32,0.25,67,0.87688,0.02488,8.0
shard1,32,0.25,68,0.87644,0.02444,8.0
shard1,32,0.25,69,0.87564,0.02364,8.0
shard1,32,0.25,70,0.87636,0.02436,8.0
shard1,32,0.25,71,0.87768,0.02568,8.0
shard1,32,0.25,72,0.87728,0.02528,8.0
shard1,32,0.25,73,0.87676,0.02476,8.0
shard1,32,0.25,74,0.87668,0.02468,8.0
shard1,32,0.25,75,0.87676,0.02476,8.0
shard1,32,0.25,76,0.87768,0.02568,8.0
shard1,32,0.25,77,0.8774,0.0254,8.0
shard1,32,0.25,78,0.87824,0.02624,8.0
shard1,32,0.25,79,0.8782,0.0262,8.0
shard1,32,0.25,80,0.8785999999999999,0.0266,8.0
shard1,32,0.25,81,0.87656,0.02456,8.0
shard1,32,0.25,82,0.8778,0.0258,8.0
shard1,32,0.25,83,0.87696,0.02496,8.0
shard1,32,0.25,84,0.8764,0.0244,8.0
shard1,32,0.25,85,0.8778,0.0258,8.0
shard1,32,0.25,86,0.87812,0.02612,8.0
shard1,32,0.25,87,0.87676,0.02476,8.0
shard1,32,0.25,88,0.87764,0.02564,8.0
shard1,32,0.25,89,0.8772,0.0252,8.0
shard1,32,0.25,90,0.87764,0.02564,8.0
shard1,32,0.25,91,0.87844,0.02644,8.0
shard1,32,0.25,92,0.8778,0.0258,8.0
shard1,32,0.25,93,0.87708,0.02508,8.0
shard1,32,0.25,94,0.8765999999999999,0.0246,8.0
shard1,32,0.25,95,0.877,0.025,8.0
shard1,32,0.25,96,0.87832,0.02632,8.0
shard1,32,0.25,97,0.8764,0.0244,8.0
shard1,32,0.25,98,0.87712,0.02512,8.0
shard1,32,0.25,99,0.87776,0.02576,8.0
shard1,32,0.5,0,0.90272,0.05072,16.0
shard1,32,0.5,1,0.90284,0.05084,16.0
shard1,32,0.5,2,0.9034,0.0514,16.0
shard1,32,0.5,3,0.9036,0.0516,16.0
shard1,32,0.5,4,0.9014,0.0494,16.0
shard1,32,0.5,5,0.90232,0.05032,16.0
shard1,32,0.5,6,0.90284,0.05084,16.0
shard1,32,0.5,7,0.9022,0.0502,16.0
shard1,32,0.5,8,0.90212,0.05012,16.0
shard1,32,0.5,9,0.90292,0.05092,16.0
shard1,32,0.5,10,0.90016,0.04816,16.0
shard1,32,0.5,11,0.90208,0.05008,16.0
shard1,32,0.5,12,0.903,0.051,16.0
shard1,32,0.5,13,0.90232,0.05032,16.0
shard1,32,0.5,14,0.90308,0.05108,16.0
shard1,32,0.5,15,0.90292,0.05092,16.0
shard1,32,0.5,16,0.90252,0.05052,16.0
shard1,32,0.5,17,0.90284,0.05084,16.0
shard1,32,0.5,18,0.90184,0.04984,16.0
shard1,32,0.5,19,0.9022,0.0502,16.0
shard1,32,0.5,20,0.9032399999999999,0.05124,16.0
shard1,32,0.5,21,0.90388,0.05188,16.0
shard1,32,0.5,22,0.90308,0.05108,16.0
shard1,32,0.5,23,0.9033599999999999,0.05136,16.0
shard1,32,0.5,24,0.90344,0.05144,16.0
shard1,32,0.5,25,0.89968,0.04768,16.0
shard1,32,0.5,26,0.90352,0.05152,16.0
shard1,32,0.5,27,0.9027999999999999,0.0508,16.0
shard1,32,0.5,28,0.90176,0.04976,16.0
shard1,32,0.5,29,0.9026799999999999,0.05068,16.0
shard1,32,0.5,30,0.9012,0.0492,16.0
shard1,32,0.5,31,0.903,0.051,16.0
shard1,32,0.5,32,0.9023599999999999,0.05036,16.0
shard1,32,0.5,33,0.90328,0.05128,16.0
shard1,32,0.5,34,0.9027999999999999,0.0508,16.0
shard1,32,0.5,35,0.90228,0.05028,16.0
shard1,32,0.5,36,0.90296,0.05096,16.0
shard1,32,0.5,37,0.90296,0.05096,16.0
shard1,32,0.5,38,0.90256,0.05056,16.0
shard1,32,0.5,39,0.9026799999999999,0.05068,16.0
shard1,32,0.5,40,0.90344,0.05144,16.0
shard1,32,0.5,41,0.90348,0.05148,16.0
shard1,32,0.5,42,0.90232,0.05032,16.0
shard1,32,0.5,43,0.90228,0.05028,16.0
shard1,32,0.5,44,0.90304,0.05104,16.0
shard1,32,0.5,45,0.903,0.051,16.0
shard1,32,0.5,46,0.90244,0.05044,16.0
shard1,32,0.5,47,0.901,0.049,16.0
shard1,32,0.5,48,0.90152,0.04952,16.0
shard1,32,0.5,49,0.90304,0.05104,16.0
shard1,32,0.5,50,0.90348,0.05148,16.0
shard1,32,0.5,51,0.9033599999999999,0.05136,16.0
shard1,32,0.5,52,0.90116,0.04916,16.0
shard1,32,0.5,53,0.90176,0.04976,16.0
shard1,32,0.5,54,0.90332,0.05132,16.0
shard1,32,0.5,55,0.90188,0.04988,16.0
shard1,32,0.5,56,0.90284,0.05084,16.0
shard1,32,0.5,57,0.9019199999999999,0.04992,16.0
shard1,32,0.5,58,0.9022,0.0502,16.0
shard1,32,0.5,59,0.90288,0.05088,16.0
shard1,32,0.5,60,0.90304,0.05104,16.0
shard1,32,0.5,61,0.90308,0.05108,16.0
shard1,32,0.5,62,0.90364,0.05164,16.0
shard1,32,0.5,63,0.9036,0.0516,16.0
shard1,32,0.5,64,0.90096,0.04896,16.0
shard1,32,0.5,65,0.9026,0.0506,16.0
shard1,32,0.5,66,0.90332,0.05132,16.0
shard1,32,0.5,67,0.90276,0.05076,16.0
shard1,32,0.5,68,0.90264,0.05064,16.0
shard1,32,0.5,69,0.90064,0.04864,16.0
shard1,32,0.5,70,0.9013599999999999,0.04936,16.0
shard1,32,0.5,71,0.90164,0.04964,16.0
shard1,32,0.5,72,0.90288,0.05088,16.0
shard1,32,0.5,73,0.9024,0.0504,16.0
shard1,32,0.5,74,0.90308,0.05108,16.0
shard1,32,0.5,75,0.90144,0.04944,16.0
shard1,32,0.5,76,0.90296,0.05096,16.0
shard1,32,0.5,77,0.9026,0.0506,16.0
shard1,32,0.5,78,0.90332,0.05132,16.0
shard1,32,0.5,79,0.90344,0.05144,16.0
shard1,32,0.5,80,0.9042,0.0522,16.0
shard1,32,0.5,81,0.90252,0.05052,16.0
shard1,32,0.5,82,0.9037999999999999,0.0518,16.0
shard1,32,0.5,83,0.9024,0.0504,16.0
shard1,32,0.5,84,0.90252,0.05052,16.0
shard1,32,0.5,85,0.90372,0.05172,16.0
shard1,32,0.5,86,0.9042399999999999,0.05224,16.0
shard1,32,0.5,87,0.9026799999999999,0.05068,16.0
shard1,32,0.5,88,0.90252,0.05052,16.0
shard1,32,0.5,89,0.90264,0.05064,16.0
shard1,32,0.5,90,0.9027999999999999,0.0508,16.0
shard1,32,0.5,91,0.9027999999999999,0.0508,16.0
shard1,32,0.5,92,0.90328,0.05128,16.0
shard1,32,0.5,93,0.90288,0.05088,16.0
shard1,32,0.5,94,0.9017999999999999,0.0498,16.0
shard1,32,0.5,95,0.90232,0.05032,16.0
shard1,32,0.5,96,0.9046799999999999,0.05268,16.0
shard1,32,0.5,97,0.90156,0.04956,16.0
shard1,32,0.5,98,0.90244,0.05044,16.0
shard1,32,0.5,99,0.90256,0.05056,16.0
shard1,64,0.1,0,0.86264,0.01064,6.4
shard1,64,0.1,1,0.863,0.011,6.4
shard1,64,0.1,2,0.86156,0.00956,6.4
shard1,64,0.1,3,0.8617199999999999,0.00972,6.4
shard1,64,0.1,4,0.8618399999999999,0.00984,6.4
shard1,64,0.1,5,0.8622,0.0102,6.4
shard1,64,0.1,6,0.86224,0.01024,6.4
shard1,64,0.1,7,0.86208,0.01008,6.4
shard1,64,0.1,8,0.86168,0.00968,6.4
shard1,64,0.1,9,0.8622799999999999,0.01028,6.4
shard1,64,0.1,10,0.86088,0.00888,6.4
shard1,64,0.1,11,0.8618,0.0098,6.4
shard1,64,0.1,12,0.86244,0.01044,6.4
shard1,64,0.1,13,0.8617199999999999,0.00972,6.4
shard1,64,0.1,14,0.86152,0.00952,6.4
shard1,64,0.1,15,0.8616,0.0096,6.4
shard1,64,0.1,16,0.8622,0.0102,6.4
shard1,64,0.1,17,0.86304,0.01104,6.4
shard1,64,0.1,18,0.86176,0.00976,6.4
shard1,64,0.1,19,0.86208,0.01008,6.4
shard1,64,0.1,20,0.86152,0.00952,6.4
shard1,64,0.1,21,0.86224,0.01024,6.4
shard1,64,0.1,22,0.86288,0.01088,6.4
shard1,64,0.1,23,0.86188,0.00988,6.4
shard1,64,0.1,24,0.8622,0.0102,6.4
shard1,64,0.1,25,0.8622,0.0102,6.4
shard1,64,0.1,26,0.8622799999999999,0.01028,6.4
shard1,64,0.1,27,0.8616,0.0096,6.4
shard1,64,0.1,28,0.86188,0.00988,6.4
shard1,64,0.1,29,0.86276,0.01076,6.4
shard1,64,0.1,30,0.86208,0.01008,6.4
shard1,64,0.1,31,0.86188,0.00988,6.4
shard1,64,0.1,32,0.8618399999999999,0.00984,6.4
shard1,64,0.1,33,0.8622799999999999,0.01028,6.4
shard1,64,0.1,34,0.8618,0.0098,6.4
shard1,64,0.1,35,0.8616,0.0096,6.4
shard1,64,0.1,36,0.86168,0.00968,6.4
shard1,64,0.1,37,0.8618399999999999,0.00984,6.4
shard1,64,0.1,38,0.86264,0.01064,6.4
shard1,64,0.1,39,0.861,0.009,6.4
shard1,64,0.1,40,0.86264,0.01064,6.4
shard1,64,0.1,41,0.86248,0.01048,6.4
shard1,64,0.1,42,0.86264,0.01064,6.4
shard1,64,0.1,43,0.86264,0.01064,6.4
shard1,64,0.1,44,0.8621599999999999,0.01016,6.4
shard1,64,0.1,45,0.86332,0.01132,6.4
shard1,64,0.1,46,0.86164,0.00964,6.4
shard1,64,0.1,47,0.8608399999999999,0.00884,6.4
shard1,64,0.1,48,0.86236,0.01036,6.4
shard1,64,0.1,49,0.86208,0.01008,6.4
shard1,64,0.1,50,0.86168,0.00968,6.4
shard1,64,0.1,51,0.86232,0.01032,6.4
shard1,64,0.1,52,0.86204,0.01004,6.4
shard1,64,0.1,53,0.8618399999999999,0.00984,6.4
shard1,64,0.1,54,0.8618,0.0098,6.4
shard1,64,0.1,55,0.86308,0.01108,6.4
shard1,64,0.1,56,0.86208,0.01008,6.4
shard1,64,0.1,57,0.86156,0.00956,6.4
shard1,64,0.1,58,0.8617199999999999,0.00972,6.4
shard1,64,0.1,59,0.86256,0.01056,6.4
shard1,64,0.1,60,0.86224,0.01024,6.4
shard1,64,0.1,61,0.86248,0.01048,6.4
shard1,64,0.1,62,0.8627199999999999,0.01072,6.4
shard1,64,0.1,63,0.8627199999999999,0.01072,6.4
shard1,64,0.1,64,0.8617199999999999,0.00972,6.4
shard1,64,0.1,65,0.8628,0.0108,6.4
shard1,64,0.1,66,0.86288,0.01088,6.4
shard1,64,0.1,67,0.8626,0.0106,6.4
shard1,64,0.1,68,0.86212,0.01012,6.4
shard1,64,0.1,69,0.8617199999999999,0.00972,6.4
shard1,64,0.1,70,0.86236,0.01036,6.4
shard1,64,0.1,71,0.86204,0.01004,6.4
shard1,64,0.1,72,0.86224,0.01024,6.4
shard1,64,0.1,73,0.8612799999999999,0.00928,6.4
shard1,64,0.1,74,0.86212,0.01012,6.4
shard1,64,0.1,75,0.86196,0.00996,6.4
shard1,64,0.1,76,0.86264,0.01064,6.4
shard1,64,0.1,77,0.86204,0.01004,6.4
shard1,64,0.1,78,0.86276,0.01076,6.4
shard1,64,0.1,79,0.86212,0.01012,6.4
shard1,64,0.1,80,0.863,0.011,6.4
shard1,64,0.1,81,0.86244,0.01044,6.4
shard1,64,0.1,82,0.86248,0.01048,6.4
shard1,64,0.1,83,0.8623999999999999,0.0104,6.4
shard1,64,0.1,84,0.8613999999999999,0.0094,6.4
shard1,64,0.1,85,0.86204,0.01004,6.4
shard1,64,0.1,86,0.86264,0.01064,6.4
shard1,64,0.1,87,0.8622,0.0102,6.4
shard1,64,0.1,88,0.86244,0.01044,6.4
shard1,64,0.1,89,0.86168,0.00968,6.4
shard1,64,0.1,90,0.8617199999999999,0.00972,6.4
shard1,64,0.1,91,0.86188,0.00988,6.4
shard1,64,0.1,92,0.86224,0.01024,6.4
shard1,64,0.1,93,0.86164,0.00964,6.4
shard1,64,0.1,94,0.8618399999999999,0.00984,6.4
shard1,64,0.1,95,0.8618399999999999,0.00984,6.4
shard1,64,0.1,96,0.863,0.011,6.4
shard1,64,0.1,97,0.8623999999999999,0.0104,6.4
shard1,64,0.1,98,0.8618,0.0098,6.4
shard1,64,0.1,99,0.8627199999999999,0.01072,6.4
shard1,64,0.25,0,0.87796,0.02596,16.0
shard1,64,0.25,1,0.87844,0.02644,16.0
shard1,64,0.25,2,0.87712,0.02512,16.0
shard1,64,0.25,3,0.8778,0.0258,16.0
shard1,64,0.25,4,0.87736,0.02536,16.0
shard1,64,0.25,5,0.87664,0.02464,16.0
shard1,64,0.25,6,0.8780399999999999,0.02604,16.0
shard1,64,0.25,7,0.8764,0.0244,16.0
shard1,64,0.25,8,0.8768,0.0248,16.0
shard1,64,0.25,9,0.8781599999999999,0.02616,16.0
shard1,64,0.25,10,0.87536,0.02336,16.0
shard1,64,0.25,11,0.8771599999999999,0.02516,16.0
shard1,64,0.25,12,0.8778,0.0258,16.0
shard1,64,0.25,13,0.8765999999999999,0.0246,16.0
shard1,64,0.25,14,0.87692,0.02492,16.0
shard1,64,0.25,15,0.87736,0.02536,16.0
shard1,64,0.25,16,0.87744,0.02544,16.0
shard1,64,0.25,17,0.87664,0.02464,16.0
shard1,64,0.25,18,0.87728,0.02528,16.0
shard1,64,0.25,19,0.8778,0.0258,16.0
shard1,64,0.25,20,0.87656,0.02456,16.0
shard1,64,0.25,21,0.878,0.026,16.0
shard1,64,0.25,22,0.87744,0.02544,16.0
shard1,64,0.25,23,0.87756,0.02556,16.0
shard1,64,0.25,24,0.87728,0.02528,16.0
shard1,64,0.25,25,0.8754,0.0234,16.0
shard1,64,0.25,26,0.87724,0.02524,16.0
shard1,64,0.25,27,0.8771599999999999,0.02516,16.0
shard1,64,0.25,28,0.877,0.025,16.0
shard1,64,0.25,29,0.87708,0.02508,16.0
shard1,64,0.25,30,0.8765999999999999,0.0246,16.0
shard1,64,0.25,31,0.8778,0.0258,16.0
shard1,64,0.25,32,0.87664,0.02464,16.0
shard1,64,0.25,33,0.87768,0.02568,16.0
shard1,64,0.25,34,0.8780399999999999,0.02604,16.0
shard1,64,0.25,35,0.87764,0.02564,16.0
shard1,64,0.25,36,0.87696,0.02496,16.0
shard1,64,0.25,37,0.87684,0.02484,16.0
shard1,64,0.25,38,0.87812,0.02612,16.0
shard1,64,0.25,39,0.8774,0.0254,16.0
shard1,64,0.25,40,0.8780399999999999,0.02604,16.0
shard1,64,0.25,41,0.8772,0.0252,16.0
shard1,64,0.25,42,0.8784799999999999,0.02648,16.0
shard1,64,0.25,43,0.87696,0.02496,16.0
shard1,64,0.25,44,0.87788,0.02588,16.0
shard1,64,0.25,45,0.87796,0.02596,16.0
shard1,64,0.25,46,0.87592,0.02392,16.0
shard1,64,0.25,47,0.87556,0.02356,16.0
shard1,64,0.25,48,0.87728,0.02528,16.0
shard1,64,0.25,49,0.8771599999999999,0.02516,16.0
shard1,64,0.25,50,0.8781599999999999,0.02616,16.0
shard1,64,0.25,51,0.8772,0.0252,16.0
shard1,64,0.25,52,0.87692,0.02492,16.0
shard1,64,0.25,53,0.87656,0.02456,16.0
shard1,64,0.25,54,0.8765999999999999,0.0246,16.0
shard1,64,0.25,55,0.87796,0.02596,16.0
shard1,64,0.25,56,0.8768,0.0248,16.0
shard1,64,0.25,57,0.87548,0.02348,16.0
shard1,64,0.25,58,0.8771599999999999,0.02516,16.0
shard1,64,0.25,59,0.87708,0.02508,16.0
shard1,64,0.25,60,0.87776,0.02576,16.0
shard1,64,0.25,61,0.87868,0.02668,16.0
shard1,64,0.25,62,0.87912,0.02712,16.0
shard1,64,0.25,63,0.87776,0.02576,16.0
shard1,64,0.25,64,0.87612,0.02412,16.0
shard1,64,0.25,65,0.87808,0.02608,16.0
shard1,64,0.25,66,0.87768,0.02568,16.0
shard1,64,0.25,67,0.87688,0.02488,16.0
shard1,64,0.25,68,0.87644,0.02444,16.0
shard1,64,0.25,69,0.87568,0.02368,16.0
shard1,64,0.25,70,0.87636,0.02436,16.0
shard1,64,0.25,71,0.87768,0.02568,16.0
shard1,64,0.25,72,0.87728,0.02528,16.0
shard1,64,0.25,73,0.87676,0.02476,16.0
shard1,64,0.25,74,0.87668,0.02468,16.0
shard1,64,0.25,75,0.87676,0.02476,16.0
shard1,64,0.25,76,0.87768,0.02568,16.0
shard1,64,0.25,77,0.8774,0.0254,16.0
shard1,64,0.25,78,0.87824,0.02624,16.0
shard1,64,0.25,79,0.8782,0.0262,16.0
shard1,64,0.25,80,0.87864,0.02664,16.0
shard1,64,0.25,81,0.87656,0.02456,16.0
shard1,64,0.25,82,0.8778,0.0258,16.0
shard1,64,0.25,83,0.87696,0.02496,16.0
shard1,64,0.25,84,0.8764,0.0244,16.0
shard1,64,0.25,85,0.8778,0.0258,16.0
shard1,64,0.25,86,0.8781599999999999,0.02616,16.0
shard1,64,0.25,87,0.87676,0.02476,16.0
shard1,64,0.25,88,0.87768,0.02568,16.0
shard1,64,0.25,89,0.8772,0.0252,16.0
shard1,64,0.25,90,0.87764,0.02564,16.0
shard1,64,0.25,91,0.8784799999999999,0.02648,16.0
shard1,64,0.25,92,0.8778,0.0258,16.0
shard1,64,0.25,93,0.87708,0.02508,16.0
shard1,64,0.25,94,0.8765999999999999,0.0246,16.0
shard1,64,0.25,95,0.8770399999999999,0.02504,16.0
shard1,64,0.25,96,0.8784,0.0264,16.0
shard1,64,0.25,97,0.87644,0.02444,16.0
shard1,64,0.25,98,0.87712,0.02512,16.0
shard1,64,0.25,99,0.87776,0.02576,16.0
shard1,64,0.5,0,0.90276,0.05076,32.0
shard1,64,0.5,1,0.90292,0.05092,32.0
shard1,64,0.5,2,0.90348,0.05148,32.0
shard1,64,0.5,3,0.9036,0.0516,32.0
shard1,64,0.5,4,0.9014,0.0494,32.0
shard1,64,0.5,5,0.90232,0.05032,32.0
shard1,64,0.5,6,0.90292,0.05092,32.0
shard1,64,0.5,7,0.90228,0.05028,32.0
shard1,64,0.5,8,0.90216,0.05016,32.0
shard1,64,0.5,9,0.90296,0.05096,32.0
shard1,64,0.5,10,0.9002,0.0482,32.0
shard1,64,0.5,11,0.90212,0.05012,32.0
shard1,64,0.5,12,0.90304,0.05104,32.0
shard1,64,0.5,13,0.9023599999999999,0.05036,32.0
shard1,64,0.5,14,0.90308,0.05108,32.0
shard1,64,0.5,15,0.90292,0.05092,32.0
shard1,64,0.5,16,0.9026,0.0506,32.0
shard1,64,0.5,17,0.90288,0.05088,32.0
shard1,64,0.5,18,0.9019199999999999,0.04992,32.0
shard1,64,0.5,19,0.90228,0.05028,32.0
shard1,64,0.5,20,0.9032399999999999,0.05124,32.0
shard1,64,0.5,21,0.90396,0.05196,32.0
shard1,64,0.5,22,0.9031199999999999,0.05112,32.0
shard1,64,0.5,23,0.9033599999999999,0.05136,32.0
shard1,64,0.5,24,0.90344,0.05144,32.0
shard1,64,0.5,25,0.89972,0.04772,32.0
shard1,64,0.5,26,0.90356,0.05156,32.0
shard1,64,0.5,27,0.9027999999999999,0.0508,32.0
shard1,64,0.5,28,0.9017999999999999,0.0498,32.0
shard1,64,0.5,29,0.90272,0.05072,32.0
shard1,64,0.5,30,0.9012,0.0492,32.0
shard1,64,0.5,31,0.903,0.051,32.0
shard1,64,0.5,32,0.9023599999999999,0.05036,32.0
shard1,64,0.5,33,0.9033599999999999,0.05136,32.0
shard1,64,0.5,34,0.90284,0.05084,32.0
shard1,64,0.5,35,0.90228,0.05028,32.0
shard1,64,0.5,36,0.903,0.051,32.0
shard1,64,0.5,37,0.903,0.051,32.0
shard1,64,0.5,38,0.90256,0.05056,32.0
shard1,64,0.5,39,0.90276,0.05076,32.0
shard1,64,0.5,40,0.90348,0.05148,32.0
shard1,64,0.5,41,0.90352,0.05152,32.0
shard1,64,0.5,42,0.90232,0.05032,32.0
shard1,64,0.5,43,0.9023599999999999,0.05036,32.0
shard1,64,0.5,44,0.90308,0.05108,32.0
shard1,64,0.5,45,0.90304,0.05104,32.0
shard1,64,0.5,46,0.90248,0.05048,32.0
shard1,64,0.5,47,0.90108,0.04908,32.0
shard1,64,0.5,48,0.9016,0.0496,32.0
shard1,64,0.5,49,0.90308,0.05108,32.0
shard1,64,0.5,50,0.90352,0.05152,32.0
shard1,64,0.5,51,0.9034,0.0514,32.0
shard1,64,0.5,52,0.90116,0.04916,32.0
shard1,64,0.5,53,0.90184,0.04984,32.0
shard1,64,0.5,54,0.9034,0.0514,32.0
shard1,64,0.5,55,0.90196,0.04996,32.0
shard1,64,0.5,56,0.90292,0.05092,32.0
shard1,64,0.5,57,0.90196,0.04996,32.0
shard1,64,0.5,58,0.90228,0.05028,32.0
shard1,64,0.5,59,0.90288,0.05088,32.0
shard1,64,0.5,60,0.90304,0.05104,32.0
shard1,64,0.5,61,0.9031199999999999,0.05112,32.0
shard1,64,0.5,62,0.90372,0.05172,32.0
shard1,64,0.5,63,0.9036799999999999,0.05168,32.0
shard1,64,0.5,64,0.901,0.049,32.0
shard1,64,0.5,65,0.9026799999999999,0.05068,32.0
shard1,64,0.5,66,0.90332,0.05132,32.0
shard1,64,0.5,67,0.90284,0.05084,32.0
shard1,64,0.5,68,0.90264,0.05064,32.0
shard1,64,0.5,69,0.9006799999999999,0.04868,32.0
shard1,64,0.5,70,0.9014,0.0494,32.0
shard1,64,0.5,71,0.90168,0.04968,32.0
shard1,64,0.5,72,0.90292,0.05092,32.0
shard1,64,0.5,73,0.9024,0.0504,32.0
shard1,64,0.5,74,0.90308,0.05108,32.0
shard1,64,0.5,75,0.90148,0.04948,32.0
shard1,64,0.5,76,0.90296,0.05096,32.0
shard1,64,0.5,77,0.90264,0.05064,32.0
shard1,64,0.5,78,0.90332,0.05132,32.0
shard1,64,0.5,79,0.90352,0.05152,32.0
shard1,64,0.5,80,0.9042399999999999,0.05224,32.0
shard1,64,0.5,81,0.90256,0.05056,32.0
shard1,64,0.5,82,0.9037999999999999,0.0518,32.0
shard1,64,0.5,83,0.9024,0.0504,32.0
shard1,64,0.5,84,0.90256,0.05056,32.0
shard1,64,0.5,85,0.90372,0.05172,32.0
shard1,64,0.5,86,0.90432,0.05232,32.0
shard1,64,0.5,87,0.9026799999999999,0.05068,32.0
shard1,64,0.5,88,0.9026,0.0506,32.0
shard1,64,0.5,89,0.9026799999999999,0.05068,32.0
shard1,64,0.5,90,0.90284,0.05084,32.0
shard1,64,0.5,91,0.90284,0.05084,32.0
shard1,64,0.5,92,0.90332,0.05132,32.0
shard1,64,0.5,93,0.90292,0.05092,32.0
shard1,64,0.5,94,0.9017999999999999,0.0498,32.0
shard1,64,0.5,95,0.9024,0.0504,32.0
shard1,64,0.5,96,0.90476,0.05276,32.0
shard1,64,0.5,97,0.9016,0.0496,32.0
shard1,64,0.5,98,0.90244,0.05044,32.0
shard1,64,0.5,99,0.90256,0.05056,32.0
shard2,16,0.1,0,0.8624,0.00968,1.6
shard2,16,0.1,1,0.86204,0.00932,1.6
shard2,16,0.1,2,0.86156,0.00884,1.6
shard2,16,0.1,3,0.86172,0.009,1.6
shard2,16,0.1,4,0.86248,0.00976,1.6
shard2,16,0.1,5,0.86172,0.009,1.6
shard2,16,0.1,6,0.86124,0.00852,1.6
shard2,16,0.1,7,0.86172,0.009,1.6
shard2,16,0.1,8,0.8616,0.00888,1.6
shard2,16,0.1,9,0.86236,0.00964,1.6
shard2,16,0.1,10,0.86172,0.009,1.6
shard2,16,0.1,11,0.86116,0.00844,1.6
shard2,16,0.1,12,0.86168,0.00896,1.6
shard2,16,0.1,13,0.8606400000000001,0.00792,1.6
shard2,16,0.1,14,0.86168,0.00896,1.6
shard2,16,0.1,15,0.86124,0.00852,1.6
shard2,16,0.1,16,0.86144,0.00872,1.6
shard2,16,0.1,17,0.8618,0.00908,1.6
shard2,16,0.1,18,0.8616,0.00888,1.6
shard2,16,0.1,19,0.8606,0.00788,1.6
shard2,16,0.1,20,0.86228,0.00956,1.6
shard2,16,0.1,21,0.8624,0.00968,1.6
shard2,16,0.1,22,0.86188,0.00916,1.6
shard2,16,0.1,23,0.8619600000000001,0.00924,1.6
shard2,16,0.1,24,0.86184,0.00912,1.6
shard2,16,0.1,25,0.8616400000000001,0.00892,1.6
shard2,16,0.1,26,0.86192,0.0092,1.6
shard2,16,0.1,27,0.862,0.00928,1.6
shard2,16,0.1,28,0.8616,0.00888,1.6
shard2,16,0.1,29,0.86212,0.0094,1.6
shard2,16,0.1,30,0.8622000000000001,0.00948,1.6
shard2,16,0.1,31,0.8619600000000001,0.00924,1.6
shard2,16,0.1,32,0.86192,0.0092,1.6
shard2,16,0.1,33,0.86172,0.009,1.6
shard2,16,0.1,34,0.8617600000000001,0.00904,1.6
shard2,16,0.1,35,0.861,0.00828,1.6
shard2,16,0.1,36,0.86124,0.00852,1.6
shard2,16,0.1,37,0.8615200000000001,0.0088,1.6
