scope,L,fraction,replicate,recall,recall_gain,exact_distance_evals_per_query
shard2,16,0.1,38,0.8617600000000001,0.00904,1.6
shard2,16,0.1,39,0.86212,0.0094,1.6
shard2,16,0.1,40,0.86072,0.008,1.6
shard2,16,0.1,41,0.86172,0.009,1.6
shard2,16,0.1,42,0.8616,0.00888,1.6
shard2,16,0.1,43,0.8620800000000001,0.00936,1.6
shard2,16,0.1,44,0.8618,0.00908,1.6
shard2,16,0.1,45,0.8610800000000001,0.00836,1.6
shard2,16,0.1,46,0.86184,0.00912,1.6
shard2,16,0.1,47,0.8619600000000001,0.00924,1.6
shard2,16,0.1,48,0.8614,0.00868,1.6
shard2,16,0.1,49,0.86256,0.00984,1.6
shard2,16,0.1,50,0.8616,0.00888,1.6
shard2,16,0.1,51,0.86112,0.0084,1.6
shard2,16,0.1,52,0.86224,0.00952,1.6
shard2,16,0.1,53,0.86116,0.00844,1.6
shard2,16,0.1,54,0.8617600000000001,0.00904,1.6
shard2,16,0.1,55,0.86192,0.0092,1.6
shard2,16,0.1,56,0.86148,0.00876,1.6
shard2,16,0.1,57,0.86228,0.00956,1.6
shard2,16,0.1,58,0.86124,0.00852,1.6
shard2,16,0.1,59,0.8622000000000001,0.00948,1.6
shard2,16,0.1,60,0.86172,0.009,1.6
shard2,16,0.1,61,0.86236,0.00964,1.6
shard2,16,0.1,62,0.86136,0.00864,1.6
shard2,16,0.1,63,0.86168,0.00896,1.6
shard2,16,0.1,64,0.86184,0.00912,1.6
shard2,16,0.1,65,0.86148,0.00876,1.6
shard2,16,0.1,66,0.8619600000000001,0.00924,1.6
shard2,16,0.1,67,0.86192,0.0092,1.6
shard2,16,0.1,68,0.8625200000000001,0.0098,1.6
shard2,16,0.1,69,0.86156,0.00884,1.6
shard2,16,0.1,70,0.861,0.00828,1.6
shard2,16,0.1,71,0.86148,0.00876,1.6
shard2,16,0.1,72,0.862,0.00928,1.6
shard2,16,0.1,73,0.8617600000000001,0.00904,1.6
shard2,16,0.1,74,0.86192,0.0092,1.6
shard2,16,0.1,75,0.86256,0.00984,1.6
shard2,16,0.1,76,0.86144,0.00872,1.6
shard2,16,0.1,77,0.86224,0.00952,1.6
shard2,16,0.1,78,0.86224,0.00952,1.6
shard2,16,0.1,79,0.86192,0.0092,1.6
shard2,16,0.1,80,0.8616400000000001,0.00892,1.6
shard2,16,0.1,81,0.8626,0.00988,1.6
shard2,16,0.1,82,0.8617600000000001,0.00904,1.6
shard2,16,0.1,83,0.8624,0.00968,1.6
shard2,16,0.1,84,0.8616,0.00888,1.6
shard2,16,0.1,85,0.8607600000000001,0.00804,1.6
shard2,16,0.1,86,0.86136,0.00864,1.6
shard2,16,0.1,87,0.8618,0.00908,1.6
shard2,16,0.1,88,0.8622000000000001,0.00948,1.6
shard2,16,0.1,89,0.86248,0.00976,1.6
shard2,16,0.1,90,0.8616400000000001,0.00892,1.6
shard2,16,0.1,91,0.86212,0.0094,1.6
shard2,16,0.1,92,0.86188,0.00916,1.6
shard2,16,0.1,93,0.8616400000000001,0.00892,1.6
shard2,16,0.1,94,0.8624,0.00968,1.6
shard2,16,0.1,95,0.8612000000000001,0.00848,1.6
shard2,16,0.1,96,0.8615200000000001,0.0088,1.6
shard2,16,0.1,97,0.86312,0.0104,1.6
shard2,16,0.1,98,0.8623200000000001,0.0096,1.6
shard2,16,0.1,99,0.8607600000000001,0.00804,1.6
shard2,16,0.25,0,0.87604,0.02332,4.0
shard2,16,0.25,1,0.87488,0.02216,4.0
shard2,16,0.25,2,0.8754000000000001,0.02268,4.0
shard2,16,0.25,3,0.87532,0.0226,4.0
shard2,16,0.25,4,0.87572,0.023,4.0
shard2,16,0.25,5,0.87472,0.022,4.0
shard2,16,0.25,6,0.8742000000000001,0.02148,4.0
shard2,16,0.25,7,0.8750800000000001,0.02236,4.0
shard2,16,0.25,8,0.87488,0.02216,4.0
shard2,16,0.25,9,0.8760800000000001,0.02336,4.0
shard2,16,0.25,10,0.8756400000000001,0.02292,4.0
shard2,16,0.25,11,0.874,0.02128,4.0
shard2,16,0.25,12,0.8758,0.02308,4.0
shard2,16,0.25,13,0.87368,0.02096,4.0
shard2,16,0.25,14,0.87572,0.023,4.0
shard2,16,0.25,15,0.8748400000000001,0.02212,4.0
shard2,16,0.25,16,0.87576,0.02304,4.0
shard2,16,0.25,17,0.8758,0.02308,4.0
shard2,16,0.25,18,0.87548,0.02276,4.0
shard2,16,0.25,19,0.8744000000000001,0.02168,4.0
shard2,16,0.25,20,0.87548,0.02276,4.0
shard2,16,0.25,21,0.87516,0.02244,4.0
shard2,16,0.25,22,0.8760800000000001,0.02336,4.0
shard2,16,0.25,23,0.8749600000000001,0.02224,4.0
shard2,16,0.25,24,0.87592,0.0232,4.0
shard2,16,0.25,25,0.87512,0.0224,4.0
shard2,16,0.25,26,0.87524,0.02252,4.0
shard2,16,0.25,27,0.8755200000000001,0.0228,4.0
shard2,16,0.25,28,0.87492,0.0222,4.0
shard2,16,0.25,29,0.8756400000000001,0.02292,4.0
shard2,16,0.25,30,0.87656,0.02384,4.0
shard2,16,0.25,31,0.87536,0.02264,4.0
shard2,16,0.25,32,0.8754000000000001,0.02268,4.0
shard2,16,0.25,33,0.8765200000000001,0.0238,4.0
shard2,16,0.25,34,0.875,0.02228,4.0
shard2,16,0.25,35,0.8744000000000001,0.02168,4.0
shard2,16,0.25,36,0.87476,0.02204,4.0
shard2,16,0.25,37,0.87544,0.02272,4.0
shard2,16,0.25,38,0.8756400000000001,0.02292,4.0
shard2,16,0.25,39,0.8750800000000001,0.02236,4.0
shard2,16,0.25,40,0.87316,0.02044,4.0
shard2,16,0.25,41,0.87488,0.02216,4.0
shard2,16,0.25,42,0.87536,0.02264,4.0
shard2,16,0.25,43,0.8745200000000001,0.0218,4.0
shard2,16,0.25,44,0.87576,0.02304,4.0
shard2,16,0.25,45,0.8760800000000001,0.02336,4.0
shard2,16,0.25,46,0.87504,0.02232,4.0
shard2,16,0.25,47,0.87576,0.02304,4.0
shard2,16,0.25,48,0.8756,0.02288,4.0
shard2,16,0.25,49,0.87616,0.02344,4.0
shard2,16,0.25,50,0.87536,0.02264,4.0
shard2,16,0.25,51,0.87424,0.02152,4.0
shard2,16,0.25,52,0.87632,0.0236,4.0
shard2,16,0.25,53,0.8754000000000001,0.02268,4.0
shard2,16,0.25,54,0.87616,0.02344,4.0
shard2,16,0.25,55,0.87612,0.0234,4.0
shard2,16,0.25,56,0.8744000000000001,0.02168,4.0
shard2,16,0.25,57,0.8754000000000001,0.02268,4.0
shard2,16,0.25,58,0.87404,0.02132,4.0
shard2,16,0.25,59,0.87476,0.02204,4.0
shard2,16,0.25,60,0.87604,0.02332,4.0
shard2,16,0.25,61,0.87576,0.02304,4.0
shard2,16,0.25,62,0.87476,0.02204,4.0
shard2,16,0.25,63,0.8754000000000001,0.02268,4.0
shard2,16,0.25,64,0.8762000000000001,0.02348,4.0
shard2,16,0.25,65,0.8745200000000001,0.0218,4.0
shard2,16,0.25,66,0.87668,0.02396,4.0
shard2,16,0.25,67,0.87576,0.02304,4.0
shard2,16,0.25,68,0.8762000000000001,0.02348,4.0
shard2,16,0.25,69,0.8758400000000001,0.02312,4.0
shard2,16,0.25,70,0.8750800000000001,0.02236,4.0
shard2,16,0.25,71,0.87544,0.02272,4.0
shard2,16,0.25,72,0.8754000000000001,0.02268,4.0
shard2,16,0.25,73,0.8752800000000001,0.02256,4.0
shard2,16,0.25,74,0.87556,0.02284,4.0
shard2,16,0.25,75,0.87568,0.02296,4.0
shard2,16,0.25,76,0.87476,0.02204,4.0
shard2,16,0.25,77,0.87616,0.02344,4.0
shard2,16,0.25,78,0.87656,0.02384,4.0
shard2,16,0.25,79,0.87568,0.02296,4.0
shard2,16,0.25,80,0.87516,0.02244,4.0
shard2,16,0.25,81,0.8752,0.02248,4.0
shard2,16,0.25,82,0.8759600000000001,0.02324,4.0
shard2,16,0.25,83,0.87548,0.02276,4.0
shard2,16,0.25,84,0.87476,0.02204,4.0
shard2,16,0.25,85,0.8739600000000001,0.02124,4.0
shard2,16,0.25,86,0.87444,0.02172,4.0
shard2,16,0.25,87,0.87524,0.02252,4.0
shard2,16,0.25,88,0.87604,0.02332,4.0
shard2,16,0.25,89,0.87668,0.02396,4.0
shard2,16,0.25,90,0.87488,0.02216,4.0
shard2,16,0.25,91,0.8756400000000001,0.02292,4.0
shard2,16,0.25,92,0.87692,0.0242,4.0
shard2,16,0.25,93,0.87568,0.02296,4.0
shard2,16,0.25,94,0.8756400000000001,0.02292,4.0
shard2,16,0.25,95,0.87436,0.02164,4.0
shard2,16,0.25,96,0.87476,0.02204,4.0
shard2,16,0.25,97,0.87712,0.0244,4.0
shard2,16,0.25,98,0.87668,0.02396,4.0
shard2,16,0.25,99,0.87468,0.02196,4.0
shard2,16,0.5,0,0.8977200000000001,0.045,8.0
shard2,16,0.5,1,0.89712,0.0444,8.0
shard2,16,0.5,2,0.8978400000000001,0.04512,8.0
shard2,16,0.5,3,0.8987200000000001,0.046,8.0
shard2,16,0.5,4,0.89824,0.04552,8.0
shard2,16,0.5,5,0.89832,0.0456,8.0
shard2,16,0.5,6,0.8966000000000001,0.04388,8.0
shard2,16,0.5,7,0.8984000000000001,0.04568,8.0
shard2,16,0.5,8,0.89808,0.04536,8.0
shard2,16,0.5,9,0.8982800000000001,0.04556,8.0
shard2,16,0.5,10,0.89812,0.0454,8.0
shard2,16,0.5,11,0.89664,0.04392,8.0
shard2,16,0.5,12,0.89968,0.04696,8.0
shard2,16,0.5,13,0.8978400000000001,0.04512,8.0
shard2,16,0.5,14,0.8984000000000001,0.04568,8.0
shard2,16,0.5,15,0.89736,0.04464,8.0
shard2,16,0.5,16,0.898,0.04528,8.0
shard2,16,0.5,17,0.89836,0.04564,8.0
shard2,16,0.5,18,0.8991600000000001,0.04644,8.0
shard2,16,0.5,19,0.8974,0.04468,8.0
shard2,16,0.5,20,0.89732,0.0446,8.0
shard2,16,0.5,21,0.8970400000000001,0.04432,8.0
shard2,16,0.5,22,0.89824,0.04552,8.0
shard2,16,0.5,23,0.89708,0.04436,8.0
shard2,16,0.5,24,0.89792,0.0452,8.0
shard2,16,0.5,25,0.89776,0.04504,8.0
shard2,16,0.5,26,0.8978,0.04508,8.0
shard2,16,0.5,27,0.89808,0.04536,8.0
shard2,16,0.5,28,0.89832,0.0456,8.0
shard2,16,0.5,29,0.89808,0.04536,8.0
shard2,16,0.5,30,0.8990400000000001,0.04632,8.0
shard2,16,0.5,31,0.89896,0.04624,8.0
shard2,16,0.5,32,0.8976000000000001,0.04488,8.0
shard2,16,0.5,33,0.89864,0.04592,8.0
shard2,16,0.5,34,0.8968400000000001,0.04412,8.0
shard2,16,0.5,35,0.89652,0.0438,8.0
shard2,16,0.5,36,0.8978400000000001,0.04512,8.0
shard2,16,0.5,37,0.89896,0.04624,8.0
shard2,16,0.5,38,0.89864,0.04592,8.0
shard2,16,0.5,39,0.8968,0.04408,8.0
shard2,16,0.5,40,0.89524,0.04252,8.0
shard2,16,0.5,41,0.89924,0.04652,8.0
shard2,16,0.5,42,0.89856,0.04584,8.0
shard2,16,0.5,43,0.89776,0.04504,8.0
shard2,16,0.5,44,0.8988,0.04608,8.0
shard2,16,0.5,45,0.8990400000000001,0.04632,8.0
shard2,16,0.5,46,0.89764,0.04492,8.0
shard2,16,0.5,47,0.89812,0.0454,8.0
shard2,16,0.5,48,0.89708,0.04436,8.0
shard2,16,0.5,49,0.89968,0.04696,8.0
shard2,16,0.5,50,0.89748,0.04476,8.0
shard2,16,0.5,51,0.8982800000000001,0.04556,8.0
shard2,16,0.5,52,0.8987200000000001,0.046,8.0
shard2,16,0.5,53,0.89836,0.04564,8.0
shard2,16,0.5,54,0.89908,0.04636,8.0
shard2,16,0.5,55,0.8991600000000001,0.04644,8.0
shard2,16,0.5,56,0.89644,0.04372,8.0
shard2,16,0.5,57,0.89768,0.04496,8.0
shard2,16,0.5,58,0.89776,0.04504,8.0
shard2,16,0.5,59,0.8972,0.04448,8.0
shard2,16,0.5,60,0.89864,0.04592,8.0
shard2,16,0.5,61,0.89876,0.04604,8.0
shard2,16,0.5,62,0.8980400000000001,0.04532,8.0
shard2,16,0.5,63,0.89868,0.04596,8.0
shard2,16,0.5,64,0.8971600000000001,0.04444,8.0
shard2,16,0.5,65,0.89776,0.04504,8.0
shard2,16,0.5,66,0.8998400000000001,0.04712,8.0
shard2,16,0.5,67,0.89888,0.04616,8.0
shard2,16,0.5,68,0.8994800000000001,0.04676,8.0
shard2,16,0.5,69,0.89768,0.04496,8.0
shard2,16,0.5,70,0.89844,0.04572,8.0
shard2,16,0.5,71,0.8982,0.04548,8.0
shard2,16,0.5,72,0.8978400000000001,0.04512,8.0
shard2,16,0.5,73,0.89776,0.04504,8.0
shard2,16,0.5,74,0.8986000000000001,0.04588,8.0
shard2,16,0.5,75,0.89868,0.04596,8.0
shard2,16,0.5,76,0.89856,0.04584,8.0
shard2,16,0.5,77,0.89792,0.0452,8.0
shard2,16,0.5,78,0.89924,0.04652,8.0
shard2,16,0.5,79,0.8984000000000001,0.04568,8.0
shard2,16,0.5,80,0.898,0.04528,8.0
shard2,16,0.5,81,0.8968400000000001,0.04412,8.0
shard2,16,0.5,82,0.89768,0.04496,8.0
shard2,16,0.5,83,0.8980400000000001,0.04532,8.0
shard2,16,0.5,84,0.89756,0.04484,8.0
shard2,16,0.5,85,0.8957200000000001,0.043,8.0
shard2,16,0.5,86,0.89788,0.04516,8.0
shard2,16,0.5,87,0.8971600000000001,0.04444,8.0
shard2,16,0.5,88,0.899,0.04628,8.0
shard2,16,0.5,89,0.89868,0.04596,8.0
shard2,16,0.5,90,0.897,0.04428,8.0
shard2,16,0.5,91,0.89744,0.04472,8.0
shard2,16,0.5,92,0.89908,0.04636,8.0
shard2,16,0.5,93,0.89856,0.04584,8.0
shard2,16,0.5,94,0.8978400000000001,0.04512,8.0
shard2,16,0.5,95,0.89792,0.0452,8.0
shard2,16,0.5,96,0.89832,0.0456,8.0
shard2,16,0.5,97,0.89956,0.04684,8.0
shard2,16,0.5,98,0.90008,0.04736,8.0
shard2,16,0.5,99,0.89712,0.0444,8.0
shard2,32,0.1,0,0.86336,0.01064,3.2
shard2,32,0.1,1,0.8627600000000001,0.01004,3.2
shard2,32,0.1,2,0.8625200000000001,0.0098,3.2
shard2,32,0.1,3,0.86268,0.00996,3.2
shard2,32,0.1,4,0.86356,0.01084,3.2
shard2,32,0.1,5,0.8626400000000001,0.00992,3.2
shard2,32,0.1,6,0.86204,0.00932,3.2
shard2,32,0.1,7,0.8626,0.00988,3.2
shard2,32,0.1,8,0.86248,0.00976,3.2
shard2,32,0.1,9,0.86348,0.01076,3.2
shard2,32,0.1,10,0.8627600000000001,0.01004,3.2
shard2,32,0.1,11,0.862,0.00928,3.2
shard2,32,0.1,12,0.86304,0.01032,3.2
shard2,32,0.1,13,0.86156,0.00884,3.2
shard2,32,0.1,14,0.8628,0.01008,3.2
shard2,32,0.1,15,0.8620800000000001,0.00936,3.2
shard2,32,0.1,16,0.86224,0.00952,3.2
shard2,32,0.1,17,0.86268,0.00996,3.2
shard2,32,0.1,18,0.86256,0.00984,3.2
shard2,32,0.1,19,0.86188,0.00916,3.2
shard2,32,0.1,20,0.86328,0.01056,3.2
shard2,32,0.1,21,0.86368,0.01096,3.2
shard2,32,0.1,22,0.86284,0.01012,3.2
shard2,32,0.1,23,0.86256,0.00984,3.2
shard2,32,0.1,24,0.86324,0.01052,3.2
shard2,32,0.1,25,0.86304,0.01032,3.2
shard2,32,0.1,26,0.8626400000000001,0.00992,3.2
shard2,32,0.1,27,0.863,0.01028,3.2
shard2,32,0.1,28,0.86248,0.00976,3.2
shard2,32,0.1,29,0.8630800000000001,0.01036,3.2
shard2,32,0.1,30,0.86328,0.01056,3.2
shard2,32,0.1,31,0.8632000000000001,0.01048,3.2
shard2,32,0.1,32,0.8628,0.01008,3.2
shard2,32,0.1,33,0.86236,0.00964,3.2
shard2,32,0.1,34,0.86272,0.01,3.2
shard2,32,0.1,35,0.86192,0.0092,3.2
shard2,32,0.1,36,0.8623200000000001,0.0096,3.2
shard2,32,0.1,37,0.8623200000000001,0.0096,3.2
shard2,32,0.1,38,0.8628,0.01008,3.2
shard2,32,0.1,39,0.863,0.01028,3.2
shard2,32,0.1,40,0.8618,0.00908,3.2
shard2,32,0.1,41,0.8627600000000001,0.01004,3.2
shard2,32,0.1,42,0.8624,0.00968,3.2
shard2,32,0.1,43,0.86324,0.01052,3.2
shard2,32,0.1,44,0.86256,0.00984,3.2
shard2,32,0.1,45,0.86216,0.00944,3.2
shard2,32,0.1,46,0.86248,0.00976,3.2
shard2,32,0.1,47,0.8630800000000001,0.01036,3.2
shard2,32,0.1,48,0.8627600000000001,0.01004,3.2
shard2,32,0.1,49,0.8633200000000001,0.0106,3.2
shard2,32,0.1,50,0.86268,0.00996,3.2
shard2,32,0.1,51,0.86212,0.0094,3.2
shard2,32,0.1,52,0.8635200000000001,0.0108,3.2
shard2,32,0.1,53,0.8620800000000001,0.00936,3.2
shard2,32,0.1,54,0.86248,0.00976,3.2
shard2,32,0.1,55,0.8627600000000001,0.01004,3.2
shard2,32,0.1,56,0.8622000000000001,0.00948,3.2
shard2,32,0.1,57,0.86328,0.01056,3.2
shard2,32,0.1,58,0.86248,0.00976,3.2
shard2,32,0.1,59,0.86292,0.0102,3.2
shard2,32,0.1,60,0.86272,0.01,3.2
shard2,32,0.1,61,0.86324,0.01052,3.2
shard2,32,0.1,62,0.86236,0.00964,3.2
shard2,32,0.1,63,0.8630800000000001,0.01036,3.2
shard2,32,0.1,64,0.86268,0.00996,3.2
shard2,32,0.1,65,0.8626400000000001,0.00992,3.2
shard2,32,0.1,66,0.86292,0.0102,3.2
shard2,32,0.1,67,0.8630800000000001,0.01036,3.2
shard2,32,0.1,68,0.8636400000000001,0.01092,3.2
shard2,32,0.1,69,0.86248,0.00976,3.2
shard2,32,0.1,70,0.862,0.00928,3.2
shard2,32,0.1,71,0.86272,0.01,3.2
shard2,32,0.1,72,0.86284,0.01012,3.2
shard2,32,0.1,73,0.86236,0.00964,3.2
shard2,32,0.1,74,0.86272,0.01,3.2
shard2,32,0.1,75,0.8636,0.01088,3.2
shard2,32,0.1,76,0.8622000000000001,0.00948,3.2
shard2,32,0.1,77,0.86316,0.01044,3.2
shard2,32,0.1,78,0.86288,0.01016,3.2
shard2,32,0.1,79,0.8632000000000001,0.01048,3.2
shard2,32,0.1,80,0.86272,0.01,3.2
shard2,32,0.1,81,0.86348,0.01076,3.2
shard2,32,0.1,82,0.8628,0.01008,3.2
shard2,32,0.1,83,0.86348,0.01076,3.2
shard2,32,0.1,84,0.8626400000000001,0.00992,3.2
shard2,32,0.1,85,0.8617600000000001,0.00904,3.2
shard2,32,0.1,86,0.8620800000000001,0.00936,3.2
shard2,32,0.1,87,0.86312,0.0104,3.2
shard2,32,0.1,88,0.86328,0.01056,3.2
shard2,32,0.1,89,0.86368,0.01096,3.2
shard2,32,0.1,90,0.86272,0.01,3.2
shard2,32,0.1,91,0.8634000000000001,0.01068,3.2
shard2,32,0.1,92,0.86292,0.0102,3.2
shard2,32,0.1,93,0.86256,0.00984,3.2
shard2,32,0.1,94,0.86316,0.01044,3.2
shard2,32,0.1,95,0.8619600000000001,0.00924,3.2
shard2,32,0.1,96,0.86224,0.00952,3.2
shard2,32,0.1,97,0.86388,0.01116,3.2
shard2,32,0.1,98,0.86348,0.01076,3.2
shard2,32,0.1,99,0.8616400000000001,0.00892,3.2
shard2,32,0.25,0,0.87844,0.02572,8.0
shard2,32,0.25,1,0.8772800000000001,0.02456,8.0
shard2,32,0.25,2,0.8778400000000001,0.02512,8.0
shard2,32,0.25,3,0.8774000000000001,0.02468,8.0
shard2,32,0.25,4,0.8780800000000001,0.02536,8.0
shard2,32,0.25,5,0.8772800000000001,0.02456,8.0
shard2,32,0.25,6,0.87648,0.02376,8.0
shard2,32,0.25,7,0.87732,0.0246,8.0
shard2,32,0.25,8,0.87692,0.0242,8.0
shard2,32,0.25,9,0.87892,0.0262,8.0
shard2,32,0.25,10,0.878,0.02528,8.0
shard2,32,0.25,11,0.87632,0.0236,8.0
shard2,32,0.25,12,0.8786,0.02588,8.0
shard2,32,0.25,13,0.8756,0.02288,8.0
shard2,32,0.25,14,0.87824,0.02552,8.0
shard2,32,0.25,15,0.87732,0.0246,8.0
shard2,32,0.25,16,0.87812,0.0254,8.0
shard2,32,0.25,17,0.87824,0.02552,8.0
shard2,32,0.25,18,0.878,0.02528,8.0
shard2,32,0.25,19,0.8770800000000001,0.02436,8.0
shard2,32,0.25,20,0.8777200000000001,0.025,8.0
shard2,32,0.25,21,0.87804,0.02532,8.0
shard2,32,0.25,22,0.87848,0.02576,8.0
shard2,32,0.25,23,0.87732,0.0246,8.0
shard2,32,0.25,24,0.87876,0.02604,8.0
shard2,32,0.25,25,0.8778400000000001,0.02512,8.0
shard2,32,0.25,26,0.8774000000000001,0.02468,8.0
shard2,32,0.25,27,0.878,0.02528,8.0
shard2,32,0.25,28,0.87736,0.02464,8.0
shard2,32,0.25,29,0.8778400000000001,0.02512,8.0
shard2,32,0.25,30,0.879,0.02628,8.0
shard2,32,0.25,31,0.8779600000000001,0.02524,8.0
shard2,32,0.25,32,0.87776,0.02504,8.0
shard2,32,0.25,33,0.87848,0.02576,8.0
shard2,32,0.25,34,0.87768,0.02496,8.0
shard2,32,0.25,35,0.87756,0.02484,8.0
shard2,32,0.25,36,0.87692,0.0242,8.0
shard2,32,0.25,37,0.87804,0.02532,8.0
shard2,32,0.25,38,0.8786,0.02588,8.0
shard2,32,0.25,39,0.87768,0.02496,8.0
shard2,32,0.25,40,0.8755200000000001,0.0228,8.0
shard2,32,0.25,41,0.8769600000000001,0.02424,8.0
shard2,32,0.25,42,0.8778400000000001,0.02512,8.0
shard2,32,0.25,43,0.87736,0.02464,8.0
shard2,32,0.25,44,0.8779600000000001,0.02524,8.0
shard2,32,0.25,45,0.8788,0.02608,8.0
shard2,32,0.25,46,0.87716,0.02444,8.0
shard2,32,0.25,47,0.8785200000000001,0.0258,8.0
shard2,32,0.25,48,0.87844,0.02572,8.0
shard2,32,0.25,49,0.87848,0.02576,8.0
shard2,32,0.25,50,0.878,0.02528,8.0
shard2,32,0.25,51,0.87668,0.02396,8.0
shard2,32,0.25,52,0.87924,0.02652,8.0
shard2,32,0.25,53,0.87832,0.0256,8.0
shard2,32,0.25,54,0.8786400000000001,0.02592,8.0
shard2,32,0.25,55,0.87816,0.02544,8.0
shard2,32,0.25,56,0.8766,0.02388,8.0
shard2,32,0.25,57,0.8780800000000001,0.02536,8.0
shard2,32,0.25,58,0.8770800000000001,0.02436,8.0
shard2,32,0.25,59,0.87712,0.0244,8.0
shard2,32,0.25,60,0.8788,0.02608,8.0
shard2,32,0.25,61,0.87768,0.02496,8.0
shard2,32,0.25,62,0.87736,0.02464,8.0
shard2,32,0.25,63,0.87788,0.02516,8.0
shard2,32,0.25,64,0.879,0.02628,8.0
shard2,32,0.25,65,0.87724,0.02452,8.0
shard2,32,0.25,66,0.87924,0.02652,8.0
shard2,32,0.25,67,0.87848,0.02576,8.0
shard2,32,0.25,68,0.8788400000000001,0.02612,8.0
shard2,32,0.25,69,0.8784000000000001,0.02568,8.0
shard2,32,0.25,70,0.8774000000000001,0.02468,8.0
shard2,32,0.25,71,0.87812,0.0254,8.0
shard2,32,0.25,72,0.8777200000000001,0.025,8.0
shard2,32,0.25,73,0.87748,0.02476,8.0
shard2,32,0.25,74,0.8778,0.02508,8.0
shard2,32,0.25,75,0.8778400000000001,0.02512,8.0
shard2,32,0.25,76,0.87716,0.02444,8.0
shard2,32,0.25,77,0.87836,0.02564,8.0
shard2,32,0.25,78,0.8788,0.02608,8.0
shard2,32,0.25,79,0.87844,0.02572,8.0
shard2,32,0.25,80,0.87748,0.02476,8.0
shard2,32,0.25,81,0.878,0.02528,8.0
shard2,32,0.25,82,0.87816,0.02544,8.0
shard2,32,0.25,83,0.87792,0.0252,8.0
shard2,32,0.25,84,0.87724,0.02452,8.0
shard2,32,0.25,85,0.87616,0.02344,8.0
shard2,32,0.25,86,0.8768,0.02408,8.0
shard2,32,0.25,87,0.878,0.02528,8.0
shard2,32,0.25,88,0.87892,0.0262,8.0
shard2,32,0.25,89,0.87956,0.02684,8.0
shard2,32,0.25,90,0.8775200000000001,0.0248,8.0
shard2,32,0.25,91,0.87812,0.0254,8.0
shard2,32,0.25,92,0.87944,0.02672,8.0
shard2,32,0.25,93,0.8780800000000001,0.02536,8.0
shard2,32,0.25,94,0.87788,0.02516,8.0
shard2,32,0.25,95,0.87648,0.02376,8.0
shard2,32,0.25,96,0.8772800000000001,0.02456,8.0
shard2,32,0.25,97,0.8792,0.02648,8.0
shard2,32,0.25,98,0.87912,0.0264,8.0
shard2,32,0.25,99,0.8772,0.02448,8.0
shard2,32,0.5,0,0.90244,0.04972,16.0
shard2,32,0.5,1,0.90188,0.04916,16.0
shard2,32,0.5,2,0.9031600000000001,0.05044,16.0
shard2,32,0.5,3,0.9032800000000001,0.05056,16.0
shard2,32,0.5,4,0.90324,0.05052,16.0
shard2,32,0.5,5,0.90324,0.05052,16.0
shard2,32,0.5,6,0.90124,0.04852,16.0
shard2,32,0.5,7,0.90296,0.05024,16.0
shard2,32,0.5,8,0.90252,0.0498,16.0
shard2,32,0.5,9,0.9036000000000001,0.05088,16.0
shard2,32,0.5,10,0.9034,0.05068,16.0
shard2,32,0.5,11,0.90144,0.04872,16.0
shard2,32,0.5,12,0.90508,0.05236,16.0
shard2,32,0.5,13,0.902,0.04928,16.0
shard2,32,0.5,14,0.90332,0.0506,16.0
shard2,32,0.5,15,0.90252,0.0498,16.0
shard2,32,0.5,16,0.90308,0.05036,16.0
shard2,32,0.5,17,0.90356,0.05084,16.0
shard2,32,0.5,18,0.90432,0.0516,16.0
shard2,32,0.5,19,0.90244,0.04972,16.0
shard2,32,0.5,20,0.90212,0.0494,16.0
shard2,32,0.5,21,0.90184,0.04912,16.0
shard2,32,0.5,22,0.9037200000000001,0.051,16.0
shard2,32,0.5,23,0.9020400000000001,0.04932,16.0
shard2,32,0.5,24,0.9032800000000001,0.05056,16.0
shard2,32,0.5,25,0.9032,0.05048,16.0
shard2,32,0.5,26,0.90252,0.0498,16.0
shard2,32,0.5,27,0.9030400000000001,0.05032,16.0
shard2,32,0.5,28,0.903,0.05028,16.0
shard2,32,0.5,29,0.9028,0.05008,16.0
shard2,32,0.5,30,0.9042,0.05148,16.0
shard2,32,0.5,31,0.9038,0.05108,16.0
shard2,32,0.5,32,0.9022,0.04948,16.0
shard2,32,0.5,33,0.90332,0.0506,16.0
shard2,32,0.5,34,0.90184,0.04912,16.0
shard2,32,0.5,35,0.9016000000000001,0.04888,16.0
shard2,32,0.5,36,0.90276,0.05004,16.0
shard2,32,0.5,37,0.90412,0.0514,16.0
shard2,32,0.5,38,0.9040400000000001,0.05132,16.0
shard2,32,0.5,39,0.90208,0.04936,16.0
shard2,32,0.5,40,0.90032,0.0476,16.0
shard2,32,0.5,41,0.90384,0.05112,16.0
shard2,32,0.5,42,0.90352,0.0508,16.0
shard2,32,0.5,43,0.90268,0.04996,16.0
shard2,32,0.5,44,0.90332,0.0506,16.0
shard2,32,0.5,45,0.904,0.05128,16.0
shard2,32,0.5,46,0.90252,0.0498,16.0
shard2,32,0.5,47,0.90308,0.05036,16.0
shard2,32,0.5,48,0.9024000000000001,0.04968,16.0
shard2,32,0.5,49,0.90496,0.05224,16.0
shard2,32,0.5,50,0.9027200000000001,0.05,16.0
shard2,32,0.5,51,0.9034800000000001,0.05076,16.0
shard2,32,0.5,52,0.9044800000000001,0.05176,16.0
