scope,L,fraction,policy,selected_queries,recall,recall_gain,exact_distance_evals_per_query,recovery_fraction,recall_gain_per_exact_eval,random_mean_recall,random_recall_p025,random_recall_p975,gap_vs_random_recall,recovery_vs_random,selector_efficiency,exceeds_random_p975,random_std
shard2,64,0.25,ORACLE-QUERY,625,0.9061600000000001,0.05344,16.0,0.5316354954237962,0.00334,0.8778648,0.876236,0.87924,0.028295200000000076,0.2814882610425793,1.0,True,
shard2,64,0.25,FULL-LOSS-SELECTOR,625,0.9061600000000001,0.05344,16.0,0.5316354954237962,0.00334,0.8778648,0.876236,0.87924,0.028295200000000076,0.2814882610425793,1.0,True,
shard2,64,0.25,RANDOM,625,0.8778648,0.025144799999999967,16.0,0.25014723438121733,0.001571549999999998,0.8778648,0.876236,0.87924,,,,,0.000793545273447011
shard2,64,0.5,GAP,1250,0.91544,0.06272,32.0,0.6239554317548746,0.00196,0.9030304000000001,0.901356,0.90488,0.01240959999999991,0.12345403899721356,0.44115806836926114,True,
shard2,64,0.5,ORACLE-QUERY,1250,0.93116,0.07844,32.0,0.7803422204536409,0.00245125,0.9030304000000001,0.901356,0.90488,0.028129599999999866,0.2798408276959795,1.0,True,
shard2,64,0.5,FULL-LOSS-SELECTOR,1250,0.93116,0.07844,32.0,0.7803422204536409,0.00245125,0.9030304000000001,0.901356,0.90488,0.028129599999999866,0.2798408276959795,1.0,True,
shard2,64,0.5,RANDOM,1250,0.9030304000000001,0.05031040000000009,32.0,0.500501392757661,0.0015722000000000028,0.9030304000000001,0.901356,0.90488,,,,,0.0009413013987200503
shard3,16,0.1,GAP,250,0.8632000000000001,0.01292,1.6,0.13135420902806016,0.008074999999999999,0.8590956,0.85824,0.86016,0.004104400000000119,0.04172834485563358,0.28693269203881944,True,
shard3,16,0.1,ORACLE-QUERY,250,0.8734000000000001,0.02312,1.6,0.23505490036600246,0.014450000000000001,0.8590956,0.85824,0.86016,0.014304400000000106,0.1454290361935757,1.0,True,
shard3,16,0.1,FULL-LOSS-SELECTOR,250,0.87188,0.0216,1.6,0.21960146400976008,0.0135,0.8590956,0.85824,0.86016,0.012784400000000029,0.12997559983733253,0.8937389894018578,True,
shard3,16,0.1,RANDOM,250,0.8590956,0.008815599999999923,1.6,0.08962586417242703,0.005509749999999952,0.8590956,0.85824,0.86016,,,,,0.0004987222461329319
shard3,16,0.25,GAP,625,0.8804000000000001,0.03012,4.0,0.30622204148027654,0.00753,0.8723495999999998,0.871139,0.8736210000000001,0.008050400000000235,0.08184627897519556,0.303898770875493,True,
shard3,16,0.25,ORACLE-QUERY,625,0.8988400000000001,0.04856,4.0,0.49369662464416425,0.01214,0.8723495999999998,0.871139,0.8736210000000001,0.026490400000000247,0.2693208621390834,1.0,True,
shard3,16,0.25,FULL-LOSS-SELECTOR,625,0.89832,0.04804,4.0,0.4884099227328182,0.01201,0.8723495999999998,0.871139,0.8736210000000001,0.02597040000000017,0.26403416022773657,0.9803702473348809,True,
shard3,16,0.25,RANDOM,625,0.8723495999999998,0.0220695999999998,4.0,0.22437576250508134,0.00551739999999995,0.8723495999999998,0.871139,0.8736210000000001,,,,,0.0006832511702267053
shard3,16,0.5,GAP,1250,0.90512,0.05484,8.0,0.557543716958113,0.006855,0.8944352000000001,0.892973,0.8958210000000001,0.010684799999999939,0.10862952419682735,0.3633692458374135,True,
shard3,16,0.5,ORACLE-QUERY,1250,0.92384,0.07356,8.0,0.7478649857665718,0.009195,0.8944352000000001,0.892973,0.8958210000000001,0.029404799999999898,0.29895079300528565,1.0,True,
shard3,16,0.5,FULL-LOSS-SELECTOR,1250,0.9214,0.07112,8.0,0.7230581537210248,0.00889,0.8944352000000001,0.892973,0.8958210000000001,0.0269647999999999,0.2741439609597387,0.917020350418979,True,
shard3,16,0.5,RANDOM,1250,0.8944352000000001,0.04415520000000006,8.0,0.4489141927612857,0.005519400000000008,0.8944352000000001,0.892973,0.8958210000000001,,,,,0.0008026678747599868
shard3,32,0.1,GAP,250,0.86536,0.01508,3.2,0.15331435542903618,0.0047125,0.8601004000000002,0.859259,0.8611030000000001,0.005259599999999809,0.05347295648637463,0.342877258859415,True,
shard3,32,0.1,ORACLE-QUERY,250,0.87544,0.02516,3.2,0.2557950386335909,0.0078625,0.8601004000000002,0.859259,0.8611030000000001,0.015339599999999787,0.1559536396909291,1.0,True,
shard3,32,0.1,FULL-LOSS-SELECTOR,250,0.87544,0.02516,3.2,0.2557950386335909,0.0078625,0.8601004000000002,0.859259,0.8611030000000001,0.015339599999999787,0.1559536396909291,1.0,True,
shard3,32,0.1,RANDOM,250,0.8601004000000002,0.009820400000000173,3.2,0.09984139894266138,0.003068875000000054,0.8601004000000002,0.859259,0.8611030000000001,,,,,0.0004976711826704507
shard3,32,0.25,GAP,625,0.88444,0.03416,8.0,0.3472956486376576,0.00427,0.8748380000000001,0.873537,0.8761220000000001,0.009601999999999888,0.09762098413989313,0.3166677659784942,True,
shard3,32,0.25,ORACLE-QUERY,625,0.9051600000000001,0.05488,8.0,0.5579503863359089,0.00686,0.8748380000000001,0.873537,0.8761220000000001,0.03032199999999996,0.30827572183814517,1.0,True,
shard3,32,0.25,FULL-LOSS-SELECTOR,625,0.9051600000000001,0.05488,8.0,0.5579503863359089,0.00686,0.8748380000000001,0.873537,0.8761220000000001,0.03032199999999996,0.30827572183814517,1.0,True,
shard3,32,0.25,RANDOM,625,0.8748380000000001,0.02455800000000008,8.0,0.24967466449776413,0.00306975000000001,0.8748380000000001,0.873537,0.8761220000000001,,,,,0.0007335509319038218
shard3,32,0.5,GAP,1250,0.91184,0.06156,16.0,0.6258641724278161,0.0038475,0.8994012000000001,0.897838,0.901126,0.012438799999999861,0.12646197641317466,0.4043980909528288,True,
shard3,32,0.5,ORACLE-QUERY,1250,0.9301600000000001,0.07988,16.0,0.8121187474583165,0.0049925,0.8994012000000001,0.897838,0.901126,0.030758799999999975,0.31271655144367605,1.0,True,
shard3,32,0.5,FULL-LOSS-SELECTOR,1250,0.9301600000000001,0.07988,16.0,0.8121187474583165,0.0049925,0.8994012000000001,0.897838,0.901126,0.030758799999999975,0.31271655144367605,1.0,True,
shard3,32,0.5,RANDOM,1250,0.8994012000000001,0.04912120000000009,16.0,0.499402196014641,0.0030700750000000054,0.8994012000000001,0.897838,0.901126,,,,,0.0008912314485864469
shard3,64,0.1,GAP,250,0.86548,0.0152,6.4,0.15453436356242375,0.002375,0.8601168,0.859259,0.8611030000000001,0.005363200000000012,0.054526230174867955,0.34728553667633755,True,
shard3,64,0.1,ORACLE-QUERY,250,0.87556,0.02528,6.4,0.25701504676697845,0.0039499999999999995,0.8601168,0.859259,0.8611030000000001,0.01544319999999999,0.15700691337942244,1.0,True,
shard3,64,0.1,FULL-LOSS-SELECTOR,250,0.87556,0.02528,6.4,0.25701504676697845,0.0039499999999999995,0.8601168,0.859259,0.8611030000000001,0.01544319999999999,0.15700691337942244,1.0,True,
shard3,64,0.1,RANDOM,250,0.8601168,0.009836799999999979,6.4,0.1000081333875557,0.0015369999999999967,0.8601168,0.859259,0.8611030000000001,,,,,0.0005029426137515831
shard3,64,0.25,GAP,625,0.8846,0.03432,16.0,0.348922326148841,0.002145,0.8748824000000001,0.8735560000000001,0.8762000000000001,0.009717599999999993,0.0987962586417242,0.31926301679501695,True,
shard3,64,0.25,ORACLE-QUERY,625,0.90532,0.05504,16.0,0.5595770638470923,0.00344,0.8748824000000001,0.8735560000000001,0.8762000000000001,0.030437599999999954,0.30945099633997514,1.0,True,
shard3,64,0.25,FULL-LOSS-SELECTOR,625,0.90532,0.05504,16.0,0.5595770638470923,0.00344,0.8748824000000001,0.8735560000000001,0.8762000000000001,0.030437599999999954,0.30945099633997514,1.0,True,
shard3,64,0.25,RANDOM,625,0.8748824000000001,0.024602400000000024,16.0,0.25012606750711697,0.0015376500000000015,0.8748824000000001,0.8735560000000001,0.8762000000000001,,,,,0.0007421904789679724
shard3,64,0.5,GAP,1250,0.912,0.06172,32.0,0.6274908499389995,0.00192875,0.8994831999999999,0.8978590000000001,0.901166,0.012516800000000106,0.12725498169987906,0.4059046334250007,True,
shard3,64,0.5,ORACLE-QUERY,1250,0.93032,0.08004,32.0,0.8137454249694998,0.00250125,0.8994831999999999,0.8978590000000001,0.901166,0.03083680000000011,0.3135095567303793,1.0,True,
shard3,64,0.5,FULL-LOSS-SELECTOR,1250,0.93032,0.08004,32.0,0.8137454249694998,0.00250125,0.8994831999999999,0.8978590000000001,0.901166,0.03083680000000011,0.3135095567303793,1.0,True,
shard3,64,0.5,RANDOM,1250,0.8994831999999999,0.04920319999999989,32.0,0.5002358682391205,0.0015375999999999966,0.8994831999999999,0.8978590000000001,0.901166,,,,,0.0008933908620101492
