bucket,signed_loss_sum,fraction_total_signed_loss
one-off,1638.6566666663864,0.3274104710716271
minority,1461.514999999772,0.29201682351291175
majority,1666.1349999996978,0.33290075725782686
persistent,246.89333333333133,0.04933032295017509
unassigned_tie_or_no_strict_overtake,0.2,3.9960838378389176e-05
gt_intruder_credit,-8.499999999999986,-0.001698335631081537
