model,group,count,signed_mean,mae,std,variance,abs_p50,abs_p90,abs_p95,distance_min,distance_max,distance_mean
R3-I1,rank_29,10000,333.57794208984376,1123.88466015625,1384.175369639916,1915941.4539177981,936.6796875,2319.1898437500004,2790.365624999998,,,
R3-I1,rank_30,10000,299.8345770019531,1102.5341676269531,1378.5498187658434,1900399.6028193394,901.580078125,2286.558203125,2815.0972656249996,,,
R3-I1,rank31_40,100000,316.5816884973145,1130.1903668762207,1403.673460379286,1970299.1833731593,931.98046875,2348.1980468750007,2862.83671875,,,
R3-I1,rank41_100,600000,273.0240730578613,1161.3698163684082,1457.1880170433767,2123396.9170148084,956.908203125,2416.9265625,2936.055273437499,,,
R3-I1,rank101plus,9353047,-65.72691601765956,1413.455001123178,1832.3164939079606,3357383.7338471613,1140.3515625,2963.2734375,3648.9296875,,,
R3-I1,rank1_5,50000,479.3188531225586,1030.0872161303712,1208.5627495039387,1460623.9194885201,868.7822265625,2113.0458984375,2553.239453124998,,,
R3-I1,rank6_10,50000,405.41250884521486,1079.3486271850586,1308.3671646138162,1711824.637439597,895.279296875,2233.0253906249995,2714.2839843749994,,,
R3-I1,rank1_10,100000,442.3656809838867,1054.717921657715,1259.9959584836647,1587589.815395169,881.369140625,2175.07109375,2634.156640625,,,
R3-I1,rank11_20,100000,368.1574690478516,1094.6846796044922,1343.6393945326877,1805366.8225401673,907.369140625,2273.043750000001,2754.778515624997,,,
R3-I1,rank21plus,10153047,-37.98050831828403,1392.825245634969,1807.0772052554175,3265528.0257537304,1123.171875,2920.1796875,3598.060156249994,,,
R3-I1,pooled_distance_quantile_1,1035268,478.2339580514974,940.4767939626305,1079.627972976205,1165596.560032709,795.4970703125,1928.9125000000004,2312.26953125,433.0,49672.0,37625.55852301047
R3-I1,pooled_distance_quantile_2,1035290,291.45998542301555,1070.6959781838,1317.1066962798227,1734770.0493851493,898.177734375,2215.3917968749997,2653.6505859374997,49673.0,61402.0,55946.7919037178
R3-I1,pooled_distance_quantile_3,1035331,193.09560724118663,1162.4233773048788,1452.1195517755934,2108651.1926489505,974.765625,2404.2265625,2879.697265625,61403.0,70165.0,65925.25303308797
R3-I1,pooled_distance_quantile_4,1035212,114.21018859316376,1240.5455610292565,1560.8963974100213,2436397.563447583,1038.875,2568.2484375000004,3079.0539062499993,70166.0,77806.0,74045.2269332272
R3-I1,pooled_distance_quantile_5,1035391,40.40390834235569,1316.8922087917754,1662.2870158430776,2763198.1230404843,1102.6796875,2723.2890625,3267.95703125,77807.0,85049.0,81439.4697974002
R3-I1,pooled_distance_quantile_6,1035306,-38.59453931977599,1391.4837451439478,1759.3065554779598,3095159.5561477235,1162.015625,2881.19921875,3466.083984375,85050.0,92403.0,88696.07551100834
R3-I1,pooled_distance_quantile_7,1035278,-120.5986260378251,1473.6186353221672,1860.5363536112802,3461595.5231091585,1230.1328125,3047.5046875000007,3666.175390624998,92404.0,100401.0,96316.9905841716
R3-I1,pooled_distance_quantile_8,1035250,-221.3199121664453,1572.5400706426587,1982.6700735024795,3930980.620362327,1307.953125,3255.1875,3934.2777343749995,100402.0,109950.0,104982.62373629559
R3-I1,pooled_distance_quantile_9,1035382,-359.90925483903527,1700.3192594768163,2131.7397408483857,4544314.322712342,1409.34765625,3524.90546875,4261.429296875,109951.0,123642.0,116224.07811223298
R3-I1,pooled_distance_quantile_10,1035339,-671.1035669763116,1997.7482116440244,2479.2813640585987,6146836.082168266,1633.6875,4155.90625,5087.14140625,123643.0,365484.0,139658.15859346552
R4-I1,rank_1,10000,536.6674758666992,1004.3193672729492,1144.5413528375254,1309974.908355153,844.736328125,2050.3339843750005,2514.9167968749975,,,
R4-I1,rank_2,10000,485.70280400390624,1031.2291856445313,1217.766950360317,1482956.3453898667,860.45703125,2138.94375,2559.7376953124995,,,
R4-I1,rank_3,10000,459.56296809082033,1037.2321948486328,1229.3352424005996,1511265.138208141,868.109375,2132.80390625,2588.86552734375,,,
R4-I1,rank_4,10000,431.50009204101565,1052.2375019042968,1260.9731537640148,1590053.2945135657,877.779296875,2178.094335937501,2626.1378906249993,,,
R4-I1,rank_5,10000,413.4806094726562,1046.9565745117188,1263.9491190000808,1597567.3754210805,878.666015625,2161.941796875,2631.5890624999993,,,
R4-I1,rank_6,10000,413.0815786743164,1057.074137561035,1279.0155947632677,1635880.8916476353,875.5830078125,2183.1001953125,2636.9503906249997,,,
R4-I1,rank_7,10000,412.6141118896484,1082.3122752685547,1311.6611916123768,1720455.081582,895.4404296875,2260.3921875000005,2729.625976562498,,,
R4-I1,rank_8,10000,390.35425772705076,1078.8464503051757,1315.2938073647476,1729997.7996920536,882.3427734375,2240.3808593750005,2709.2585937499966,,,
R4-I1,rank_9,10000,404.69800002441406,1074.100350708008,1297.2275603858286,1682799.343424569,907.3115234375,2186.76015625,2672.793749999999,,,
R4-I1,rank_10,10000,381.86522868652344,1082.511001245117,1312.8817302956793,1723658.4377441765,913.625,2233.4207031250003,2686.3312499999993,,,
R4-I1,rank_11,10000,375.3083762939453,1077.6552464111328,1311.0669231588242,1718896.4770011464,906.007568359375,2210.5156250000005,2694.8453125,,,
R4-I1,rank_12,10000,381.2258459472656,1102.7967208496093,1345.6127826483366,1810673.7608265998,914.751953125,2266.1546875,2761.6048828124995,,,
R4-I1,rank_13,10000,369.24074921875,1093.420472265625,1338.2308570133303,1790861.8266626324,920.064453125,2247.026953125,2735.086914062498,,,
R4-I1,rank_14,10000,370.3103300170898,1094.479118688965,1348.4946554358576,1818437.8357390724,906.41796875,2305.7414062500006,2751.8062499999996,,,
R4-I1,rank_15,10000,367.46329033203125,1096.3681291992189,1341.7135990743236,1800195.381940975,914.90576171875,2274.9462890625,2724.98671875,,,
R4-I1,rank_16,10000,336.42107947998045,1088.5706448120118,1345.624341918203,1810704.8695627972,896.701171875,2250.4675781250007,2730.9375,,,
R4-I1,rank_17,10000,377.1785624633789,1106.859474963379,1356.4935844644187,1840074.844693127,911.517578125,2302.072265625,2814.1152343749973,,,
R4-I1,rank_18,10000,348.7470299438477,1100.0806951782226,1355.0033182542984,1836033.9924801597,915.056640625,2260.51484375,2770.4771484375,,,
R4-I1,rank_19,10000,347.1316557861328,1103.356818286133,1367.4676027278026,1869967.6445101234,907.833984375,2264.20703125,2822.2777343749985,,,
R4-I1,rank_20,10000,371.5097248291016,1122.545170239258,1370.7710840759396,1879013.3649387269,932.58984375,2304.473828125,2781.3650390624994,,,
R4-I1,rank_21,10000,346.8384016357422,1116.9420294677734,1383.2455087334029,1913368.1374311303,919.064453125,2309.2542968750004,2834.7730468749983,,,
R4-I1,rank_22,10000,313.1032616455078,1105.9908686767578,1370.5640897608976,1878445.9241421176,914.0,2276.8132812500003,2767.261718749998,,,
R4-I1,rank_23,10000,347.41769604492185,1121.0916902832032,1377.003330521914,1896138.1722684433,933.068359375,2329.692578125,2800.017578125,,,
R4-I1,rank_24,10000,334.51037189941405,1113.1043537353517,1374.9015905396434,1890354.3836684413,920.32421875,2326.1210937500005,2796.5607421874997,,,
R4-I1,rank_25,10000,362.8655956787109,1119.241066772461,1377.0040104332834,1896140.044749346,933.4501953125,2305.452734375,2812.1156249999995,,,
R4-I1,rank_26,10000,344.4962678710938,1110.7064750976563,1369.0939772474826,1874418.3185353302,928.76953125,2292.4765625000005,2786.764062499999,,,
R4-I1,rank_27,10000,321.5004007202148,1120.4278362670898,1390.744319844795,1934169.7631805611,936.8984375,2320.584765625,2819.7156249999994,,,
R4-I1,rank_28,10000,341.41033447265625,1120.6568404296875,1380.7911261011905,1906584.1339197936,939.623046875,2308.3738281250007,2758.1197265624955,,,
R4-I1,rank_29,10000,333.2170844604492,1119.8866946166993,1395.9378151844958,1948642.3838620635,916.138671875,2321.728125,2807.749414062499,,,
R4-I1,rank_30,10000,351.1487154296875,1143.1724629882813,1408.3839231238392,1983545.2749136963,941.994140625,2370.9292968750005,2864.6111328124994,,,
R4-I1,rank31_40,100000,315.1964206958008,1125.5278576586913,1403.7258678664002,1970446.3121172783,926.8408203125,2344.95625,2858.843554687498,,,
R4-I1,rank41_100,600000,270.1239782454427,1162.6497320141602,1460.6074070033783,2133373.997393132,958.015625,2419.5683593749995,2945.1423828124975,,,
R4-I1,rank101plus,9353047,-72.55235719098454,1417.0983674803508,1838.6261893874782,3380546.2643015194,1141.8046875,2970.2109375,3662.771093749994,,,
R4-I1,rank1_5,50000,465.3827898950195,1034.3949648364257,1224.8418032699215,1500237.4430375127,866.1611328125,2135.0009765625,2586.1580078124985,,,
R4-I1,rank6_10,50000,400.52263540039064,1074.9688430175781,1303.3468006136984,1698712.8826699639,894.671875,2221.46875,2684.407031249998,,,
R4-I1,rank1_10,100000,432.9527126477051,1054.681903927002,1265.1193116714348,1600526.8727640053,879.82421875,2179.3507812500006,2633.1328125,,,
R4-I1,rank11_20,100000,364.45366443115233,1098.6132490893556,1348.216217486874,1817686.969094614,912.349609375,2271.7445312500004,2760.416601562498,,,
R4-I1,rank21plus,10153047,-44.422772439902694,1396.2549826495147,1813.2284804289914,3287797.5222388287,1124.404296875,2927.3984375,3610.984375,,,
R4-I1,pooled_distance_quantile_1,1035268,472.83112857138707,937.539299528539,1078.1695627241775,1162449.605984844,792.615234375,1924.5080078125006,2304.6195312499985,433.0,49672.0,37625.55852301047
R4-I1,pooled_distance_quantile_2,1035290,282.37496680051606,1069.7443781339348,1317.6612801539939,1736231.249217062,897.23828125,2207.9421875,2649.8341796874997,49673.0,61402.0,55946.7919037178
R4-I1,pooled_distance_quantile_3,1035331,188.4330798292104,1162.3087409930677,1453.0001763447835,2111209.5124579724,974.6328125,2403.4375,2880.875,61403.0,70165.0,65925.25303308797
R4-I1,pooled_distance_quantile_4,1035212,111.56499193749082,1241.5801418460965,1561.546269792257,2438426.7527021123,1040.4296875,2568.8187500000004,3079.3238281249996,70166.0,77806.0,74045.2269332272
R4-I1,pooled_distance_quantile_5,1035391,34.19240918104851,1318.9686709235932,1665.398189179901,2773551.1285236934,1104.1796875,2728.03125,3274.6875,77807.0,85049.0,81439.4697974002
R4-I1,pooled_distance_quantile_6,1035306,-42.74154646820602,1396.46614724445,1765.5130789534862,3117036.4319558186,1166.375,2887.984375,3474.732421875,85050.0,92403.0,88696.07551100834
R4-I1,pooled_distance_quantile_7,1035278,-128.53860621404348,1478.084438348021,1867.9634371824902,3489287.402650623,1232.34765625,3059.810937500002,3685.3996093749993,92404.0,100401.0,96316.9905841716
R4-I1,pooled_distance_quantile_8,1035250,-226.3518274344965,1577.5313142432383,1988.7491049313578,3955123.0023652767,1312.5703125,3265.46875,3944.0234375,100402.0,109950.0,104982.62373629559
R4-I1,pooled_distance_quantile_9,1035382,-364.22703385380953,1709.8598304025713,2145.2582730438226,4602133.058062964,1415.7734375,3545.78046875,4294.366406249999,109951.0,123642.0,116224.07811223298
R4-I1,pooled_distance_quantile_10,1035339,-686.1044549553939,2008.6707784313278,2492.421102208696,6212162.950735212,1641.640625,4182.565625000001,5122.625,123643.0,365484.0,139658.15859346552
