pq_m,metric,valid_count,mean,std,min,max,median,p95
768,reconstruction_l2,10000,0.08872676330506801,0.003928773129705622,0.0773204118013382,0.11003351956605911,0.0882900170981884,0.09582435861229895
768,absolute_relative_error,10000,0.008617276840217415,0.004370034203216691,3.2055806968855904e-06,0.027666401118040085,0.008478545118123293,0.016074400208890435
768,order_inversion,10000,0.0254,0.15734457642884664,0.0,1.0,0.0,0.0
768,adc_reference_error,10000,6.449341773986816e-07,4.841507013067203e-07,0.0,2.9802322387695312e-06,5.960464477539062e-07,1.5497207641601562e-06
384,reconstruction_l2,10000,0.29567293698191643,0.007119300045509736,0.2583008110523224,0.3237333595752716,0.29548145830631256,0.30787439942359923
384,absolute_relative_error,10000,0.04784394777406706,0.012690224874735341,0.0005871014436706901,0.09605278074741364,0.04784930497407913,0.06886646561324593
384,order_inversion,10000,0.0625,0.24207356311872658,0.0,1.0,0.0,1.0
384,adc_reference_error,10000,4.7286152839660645e-07,3.5714892997733104e-07,0.0,2.86102294921875e-06,3.5762786865234375e-07,1.1920928955078125e-06
