ef_search,queries,mean_oracle_recall,mean_pq_fixed_recall,mean_native_recall,mean_ranking_recall_loss,mean_ranking_disagreement,mean_topk_agreement,mean_candidate_count,mean_candidate_mae,mean_boundary_local_mae,mean_cross_boundary_inversion_count,mean_random_inversion_rate,mean_pq_candidate_coverage,mean_phase3a_exact_native_recall,native_set_equal_count,native_set_equal_fraction,native_list_equal_count,native_list_equal_fraction,native_order_equal_modulo_pq_ties_count,native_order_equal_modulo_pq_ties_fraction,pq_topk_score_tie_count,pq_topk_score_tie_fraction,exact_boundary_tie_count,exact_boundary_tie_fraction,pq_boundary_tie_count,pq_boundary_tie_fraction,Stable_count,Stable_fraction,Benign_count,Benign_fraction,Harmful_count,Harmful_fraction,Lucky_count,Lucky_fraction,median_ranking_recall_loss,p90_ranking_recall_loss,p95_ranking_recall_loss,p99_ranking_recall_loss,median_ranking_disagreement,p90_ranking_disagreement,p95_ranking_disagreement,p99_ranking_disagreement,no_exact_boundary_ties_queries,no_exact_boundary_ties_mean_loss,benign_given_disagreement,benign_queries_with_gt_exchange,benign_gt_exchanges_at_exact_boundary_ties,harmful_queries_with_adjacent_boundary_overtake,harmful_total_gt_displaced,harmful_total_gt_intruder
64,10000,0.952,0.8524600000000002,0.85245,0.09954,0.12018,0.87982,1034.3205,1319.5537675322796,990.2210252397017,5.5819,0.0346193359375,0.9524900000000002,0.9531900000000001,9926,0.9926,9303,0.9303,10000,1.0,1221,0.1221,152,0.0152,157,0.0157,1933,0.1933,1052,0.1052,7015,0.7015,0,0.0,0.1,0.2,0.2,0.3,0.09999999999999998,0.19999999999999996,0.30000000000000004,0.30000000000000004,9848,0.0997664500406174,0.13040783438700881,9,9,3349,9965,11
128,10000,0.98287,0.8686900000000002,0.86867,0.11418000000000002,0.12259,0.8774100000000002,1852.0015,1349.1518139322955,989.9367051580256,5.8148,0.0348509765625,0.98351,0.9837899999999999,9925,0.9925,9323,0.9323,10000,1.0,1193,0.1193,145,0.0145,164,0.0164,1847,0.1847,389,0.0389,7764,0.7764,0,0.0,0.1,0.2,0.3,0.3,0.09999999999999998,0.19999999999999996,0.30000000000000004,0.30000000000000004,9855,0.11440892947742262,0.04771249846682203,10,10,3737,11432,14
