model,scope,descriptor,target,bin,queries,descriptor_mean,target_mean
R1-I1,all,boundary_gap_r1,null_mean_loss,3,1006,187.31908548707753,0.1565009940357853
R1-I1,all,boundary_gap_r1,null_mean_loss,4,995,264.30452261306533,0.15296281407035173
R1-I1,all,boundary_gap_r1,null_mean_loss,5,999,359.40840840840843,0.14616416416416414
R1-I1,all,boundary_gap_r1,null_mean_loss,6,1006,479.9900596421471,0.13885884691848907
R1-I1,all,boundary_gap_r1,null_mean_loss,7,999,645.2632632632633,0.13187187187187188
R1-I1,all,boundary_gap_r1,null_mean_loss,8,1003,917.2313060817547,0.11956729810568294
R1-I1,all,boundary_gap_r1,null_mean_loss,9,1000,1761.07,0.08759
R1-I1,all,boundary_gap_r1,excess_loss,0,990,16.47979797979798,-0.03407070707070706
R1-I1,all,boundary_gap_r1,excess_loss,1,999,64.89689689689689,-0.04173373373373373
R1-I1,all,boundary_gap_r1,excess_loss,2,1003,120.86739780658026,-0.0342951146560319
R1-I1,all,boundary_gap_r1,excess_loss,3,1006,187.31908548707753,-0.03880715705765407
R1-I1,all,boundary_gap_r1,excess_loss,4,995,264.30452261306533,-0.04009849246231155
R1-I1,all,boundary_gap_r1,excess_loss,5,999,359.40840840840843,-0.033851851851851834
R1-I1,all,boundary_gap_r1,excess_loss,6,1006,479.9900596421471,-0.03249701789264413
R1-I1,all,boundary_gap_r1,excess_loss,7,999,645.2632632632633,-0.03397397397397397
R1-I1,all,boundary_gap_r1,excess_loss,8,1003,917.2313060817547,-0.03482153539381854
R1-I1,all,boundary_gap_r1,excess_loss,9,1000,1761.07,-0.028489999999999994
R1-I1,all,boundary_gap_r2,observed_loss,0,999,286.019019019019,0.16326326326326326
R1-I1,all,boundary_gap_r2,observed_loss,1,999,525.1321321321321,0.14104104104104104
R1-I1,all,boundary_gap_r2,observed_loss,2,999,708.6876876876877,0.12872872872872876
R1-I1,all,boundary_gap_r2,observed_loss,3,999,894.944944944945,0.11831831831831832
R1-I1,all,boundary_gap_r2,observed_loss,4,1002,1084.3243512974052,0.11666666666666667
R1-I1,all,boundary_gap_r2,observed_loss,5,1002,1292.809381237525,0.09970059880239522
R1-I1,all,boundary_gap_r2,observed_loss,6,998,1543.8587174348697,0.09769539078156313
R1-I1,all,boundary_gap_r2,observed_loss,7,1001,1860.2857142857142,0.08681318681318682
R1-I1,all,boundary_gap_r2,observed_loss,8,1001,2350.8471528471528,0.07412587412587411
R1-I1,all,boundary_gap_r2,observed_loss,9,1000,3801.014,0.05009999999999999
R1-I1,all,boundary_gap_r2,null_mean_loss,0,999,286.019019019019,0.20663063063063064
R1-I1,all,boundary_gap_r2,null_mean_loss,1,999,525.1321321321321,0.17970770770770772
R1-I1,all,boundary_gap_r2,null_mean_loss,2,999,708.6876876876877,0.16926126126126126
R1-I1,all,boundary_gap_r2,null_mean_loss,3,999,894.944944944945,0.15943943943943945
R1-I1,all,boundary_gap_r2,null_mean_loss,4,1002,1084.3243512974052,0.14857884231536927
R1-I1,all,boundary_gap_r2,null_mean_loss,5,1002,1292.809381237525,0.13810379241516965
R1-I1,all,boundary_gap_r2,null_mean_loss,6,998,1543.8587174348697,0.12937675350701403
R1-I1,all,boundary_gap_r2,null_mean_loss,7,1001,1860.2857142857142,0.1183176823176823
R1-I1,all,boundary_gap_r2,null_mean_loss,8,1001,2350.8471528471528,0.10367632367632368
R1-I1,all,boundary_gap_r2,null_mean_loss,9,1000,3801.014,0.07601000000000001
R1-I1,all,boundary_gap_r2,excess_loss,0,999,286.019019019019,-0.043367367367367356
R1-I1,all,boundary_gap_r2,excess_loss,1,999,525.1321321321321,-0.03866666666666667
R1-I1,all,boundary_gap_r2,excess_loss,2,999,708.6876876876877,-0.04053253253253252
R1-I1,all,boundary_gap_r2,excess_loss,3,999,894.944944944945,-0.04112112112112111
R1-I1,all,boundary_gap_r2,excess_loss,4,1002,1084.3243512974052,-0.031912175648702586
R1-I1,all,boundary_gap_r2,excess_loss,5,1002,1292.809381237525,-0.03840319361277444
R1-I1,all,boundary_gap_r2,excess_loss,6,998,1543.8587174348697,-0.03168136272545089
R1-I1,all,boundary_gap_r2,excess_loss,7,1001,1860.2857142857142,-0.0315044955044955
R1-I1,all,boundary_gap_r2,excess_loss,8,1001,2350.8471528471528,-0.029550449550449543
R1-I1,all,boundary_gap_r2,excess_loss,9,1000,3801.014,-0.025909999999999996
R1-I1,all,boundary_gap_r5,observed_loss,0,1000,1580.625,0.17520000000000002
R1-I1,all,boundary_gap_r5,observed_loss,1,1000,2411.863,0.13840000000000002
R1-I1,all,boundary_gap_r5,observed_loss,2,999,2916.197197197197,0.12912912912912913
R1-I1,all,boundary_gap_r5,observed_loss,3,1001,3392.978021978022,0.11578421578421579
R1-I1,all,boundary_gap_r5,observed_loss,4,1000,3869.838,0.10660000000000001
R1-I1,all,boundary_gap_r5,observed_loss,5,998,4355.506012024048,0.1028056112224449
R1-I1,all,boundary_gap_r5,observed_loss,6,1000,4929.99,0.08900000000000001
R1-I1,all,boundary_gap_r5,observed_loss,7,1000,5620.247,0.08080000000000001
R1-I1,all,boundary_gap_r5,observed_loss,8,1002,6673.152694610779,0.07654690618762475
R1-I1,all,boundary_gap_r5,observed_loss,9,1000,10134.459,0.0621
R1-I1,all,boundary_gap_r5,null_mean_loss,0,1000,1580.625,0.22757
R1-I1,all,boundary_gap_r5,null_mean_loss,1,1000,2411.863,0.183728
R1-I1,all,boundary_gap_r5,null_mean_loss,2,999,2916.197197197197,0.16842442442442443
R1-I1,all,boundary_gap_r5,null_mean_loss,3,1001,3392.978021978022,0.15633366633366633
R1-I1,all,boundary_gap_r5,null_mean_loss,4,1000,3869.838,0.140056
R1-I1,all,boundary_gap_r5,null_mean_loss,5,998,4355.506012024048,0.13124048096192387
R1-I1,all,boundary_gap_r5,null_mean_loss,6,1000,4929.99,0.12253399999999999
R1-I1,all,boundary_gap_r5,null_mean_loss,7,1000,5620.247,0.11075399999999999
R1-I1,all,boundary_gap_r5,null_mean_loss,8,1002,6673.152694610779,0.1034690618762475
R1-I1,all,boundary_gap_r5,null_mean_loss,9,1000,10134.459,0.084882
R1-I1,all,boundary_gap_r5,excess_loss,0,1000,1580.625,-0.05237
R1-I1,all,boundary_gap_r5,excess_loss,1,1000,2411.863,-0.04532799999999999
R1-I1,all,boundary_gap_r5,excess_loss,2,999,2916.197197197197,-0.039295295295295296
R1-I1,all,boundary_gap_r5,excess_loss,3,1001,3392.978021978022,-0.04054945054945054
R1-I1,all,boundary_gap_r5,excess_loss,4,1000,3869.838,-0.033455999999999986
R1-I1,all,boundary_gap_r5,excess_loss,5,998,4355.506012024048,-0.028434869739478952
R1-I1,all,boundary_gap_r5,excess_loss,6,1000,4929.99,-0.033533999999999994
R1-I1,all,boundary_gap_r5,excess_loss,7,1000,5620.247,-0.029953999999999995
R1-I1,all,boundary_gap_r5,excess_loss,8,1002,6673.152694610779,-0.026922155688622745
R1-I1,all,boundary_gap_r5,excess_loss,9,1000,10134.459,-0.022781999999999997
R1-I1,all,relative_boundary_margin,observed_loss,0,1000,0.0003672422282549991,0.12220000000000002
R1-I1,all,relative_boundary_margin,observed_loss,1,1000,0.0014392132925435271,0.1194
R1-I1,all,relative_boundary_margin,observed_loss,2,1000,0.0026426771286504397,0.12090000000000001
R1-I1,all,relative_boundary_margin,observed_loss,3,1000,0.004038555311424545,0.11830000000000002
R1-I1,all,relative_boundary_margin,observed_loss,4,1000,0.0056685650856067625,0.1124
R1-I1,all,relative_boundary_margin,observed_loss,5,1000,0.007738833167126009,0.11850000000000002
R1-I1,all,relative_boundary_margin,observed_loss,6,1000,0.010243564800408158,0.11020000000000002
R1-I1,all,relative_boundary_margin,observed_loss,7,1000,0.013725590861628334,0.09600000000000002
R1-I1,all,relative_boundary_margin,observed_loss,8,1000,0.019234959674977438,0.0932
R1-I1,all,relative_boundary_margin,observed_loss,9,1000,0.03894001836783721,0.0652
R1-I1,all,relative_boundary_margin,null_mean_loss,0,1000,0.0003672422282549991,0.15440600000000002
R1-I1,all,relative_boundary_margin,null_mean_loss,1,1000,0.0014392132925435271,0.15901400000000002
R1-I1,all,relative_boundary_margin,null_mean_loss,2,1000,0.0026426771286504397,0.153998
R1-I1,all,relative_boundary_margin,null_mean_loss,3,1000,0.004038555311424545,0.153942
R1-I1,all,relative_boundary_margin,null_mean_loss,4,1000,0.0056685650856067625,0.151286
R1-I1,all,relative_boundary_margin,null_mean_loss,5,1000,0.007738833167126009,0.149166
R1-I1,all,relative_boundary_margin,null_mean_loss,6,1000,0.010243564800408158,0.14406799999999997
R1-I1,all,relative_boundary_margin,null_mean_loss,7,1000,0.013725590861628334,0.13536
R1-I1,all,relative_boundary_margin,null_mean_loss,8,1000,0.019234959674977438,0.128512
R1-I1,all,relative_boundary_margin,null_mean_loss,9,1000,0.03894001836783721,0.09917200000000001
R1-I1,all,relative_boundary_margin,excess_loss,0,1000,0.0003672422282549991,-0.03220599999999999
R1-I1,all,relative_boundary_margin,excess_loss,1,1000,0.0014392132925435271,-0.03961399999999999
R1-I1,all,relative_boundary_margin,excess_loss,2,1000,0.0026426771286504397,-0.03309799999999999
R1-I1,all,relative_boundary_margin,excess_loss,3,1000,0.004038555311424545,-0.03564199999999999
R1-I1,all,relative_boundary_margin,excess_loss,4,1000,0.0056685650856067625,-0.038886
R1-I1,all,relative_boundary_margin,excess_loss,5,1000,0.007738833167126009,-0.030665999999999992
R1-I1,all,relative_boundary_margin,excess_loss,6,1000,0.010243564800408158,-0.03386799999999999
R1-I1,all,relative_boundary_margin,excess_loss,7,1000,0.013725590861628334,-0.03935999999999999
R1-I1,all,relative_boundary_margin,excess_loss,8,1000,0.019234959674977438,-0.035311999999999996
R1-I1,all,relative_boundary_margin,excess_loss,9,1000,0.03894001836783721,-0.033972
R1-I1,all,relative_span_r2,observed_loss,0,1000,0.006490197893987037,0.14060000000000003
R1-I1,all,relative_span_r2,observed_loss,1,1000,0.011617975966132213,0.1302
R1-I1,all,relative_span_r2,observed_loss,2,1000,0.015451602346875398,0.1285
R1-I1,all,relative_span_r2,observed_loss,3,1000,0.019050433704612693,0.12360000000000003
R1-I1,all,relative_span_r2,observed_loss,4,1000,0.02281510677003914,0.11330000000000001
R1-I1,all,relative_span_r2,observed_loss,5,1000,0.027052800315362283,0.10460000000000001
R1-I1,all,relative_span_r2,observed_loss,6,1000,0.032109713061824155,0.09970000000000001
R1-I1,all,relative_span_r2,observed_loss,7,1000,0.03877695674332402,0.09210000000000002
R1-I1,all,relative_span_r2,observed_loss,8,1000,0.04921799953513034,0.0842
R1-I1,all,relative_span_r2,observed_loss,9,1000,0.0858549060137068,0.0595
R1-I1,all,relative_span_r2,null_mean_loss,0,1000,0.006490197893987037,0.177844
R1-I1,all,relative_span_r2,null_mean_loss,1,1000,0.011617975966132213,0.16955
R1-I1,all,relative_span_r2,null_mean_loss,2,1000,0.015451602346875398,0.161944
R1-I1,all,relative_span_r2,null_mean_loss,3,1000,0.019050433704612693,0.157438
R1-I1,all,relative_span_r2,null_mean_loss,4,1000,0.02281510677003914,0.14928199999999997
R1-I1,all,relative_span_r2,null_mean_loss,5,1000,0.027052800315362283,0.143586
R1-I1,all,relative_span_r2,null_mean_loss,6,1000,0.032109713061824155,0.135846
R1-I1,all,relative_span_r2,null_mean_loss,7,1000,0.03877695674332402,0.126642
R1-I1,all,relative_span_r2,null_mean_loss,8,1000,0.04921799953513034,0.114334
R1-I1,all,relative_span_r2,null_mean_loss,9,1000,0.0858549060137068,0.09245800000000001
R1-I1,all,relative_span_r2,excess_loss,0,1000,0.006490197893987037,-0.03724399999999999
R1-I1,all,relative_span_r2,excess_loss,1,1000,0.011617975966132213,-0.039349999999999996
R1-I1,all,relative_span_r2,excess_loss,2,1000,0.015451602346875398,-0.033443999999999995
R1-I1,all,relative_span_r2,excess_loss,3,1000,0.019050433704612693,-0.03383799999999999
R1-I1,all,relative_span_r2,excess_loss,4,1000,0.02281510677003914,-0.035982
R1-I1,all,relative_span_r2,excess_loss,5,1000,0.027052800315362283,-0.038986
R1-I1,all,relative_span_r2,excess_loss,6,1000,0.032109713061824155,-0.03614599999999999
R1-I1,all,relative_span_r2,excess_loss,7,1000,0.03877695674332402,-0.03454199999999999
R1-I1,all,relative_span_r2,excess_loss,8,1000,0.04921799953513034,-0.030133999999999994
R1-I1,all,relative_span_r2,excess_loss,9,1000,0.0858549060137068,-0.032958
R1-I1,all,local_distance_concentration,observed_loss,0,1000,0.15528629793972146,0.1184
R1-I1,all,local_distance_concentration,observed_loss,1,1000,0.20722823225700107,0.119
R1-I1,all,local_distance_concentration,observed_loss,2,1000,0.246548048870461,0.11040000000000003
R1-I1,all,local_distance_concentration,observed_loss,3,1000,0.28539714695858664,0.10490000000000001
R1-I1,all,local_distance_concentration,observed_loss,4,1000,0.3297279753207687,0.10840000000000001
R1-I1,all,local_distance_concentration,observed_loss,5,1000,0.3820149387746979,0.1082
R1-I1,all,local_distance_concentration,observed_loss,6,1000,0.4537911604346257,0.1053
R1-I1,all,local_distance_concentration,observed_loss,7,1000,0.5893291291632634,0.11070000000000002
R1-I1,all,local_distance_concentration,observed_loss,8,1000,0.9897981104636244,0.09900000000000002
R1-I1,all,local_distance_concentration,observed_loss,9,1000,3.937093912908844,0.09200000000000001
R1-I1,all,local_distance_concentration,null_mean_loss,0,1000,0.15528629793972146,0.159334
R1-I1,all,local_distance_concentration,null_mean_loss,1,1000,0.20722823225700107,0.154108
R1-I1,all,local_distance_concentration,null_mean_loss,2,1000,0.246548048870461,0.14689600000000003
R1-I1,all,local_distance_concentration,null_mean_loss,3,1000,0.28539714695858664,0.142536
R1-I1,all,local_distance_concentration,null_mean_loss,4,1000,0.3297279753207687,0.14419400000000002
R1-I1,all,local_distance_concentration,null_mean_loss,5,1000,0.3820149387746979,0.14398199999999997
R1-I1,all,local_distance_concentration,null_mean_loss,6,1000,0.4537911604346257,0.14309200000000002
R1-I1,all,local_distance_concentration,null_mean_loss,7,1000,0.5893291291632634,0.139868
R1-I1,all,local_distance_concentration,null_mean_loss,8,1000,0.9897981104636244,0.133822
R1-I1,all,local_distance_concentration,null_mean_loss,9,1000,3.937093912908844,0.121092
R1-I1,all,local_distance_concentration,excess_loss,0,1000,0.15528629793972146,-0.040934
R1-I1,all,local_distance_concentration,excess_loss,1,1000,0.20722823225700107,-0.035107999999999986
R1-I1,all,local_distance_concentration,excess_loss,2,1000,0.246548048870461,-0.036495999999999994
R1-I1,all,local_distance_concentration,excess_loss,3,1000,0.28539714695858664,-0.037635999999999996
R1-I1,all,local_distance_concentration,excess_loss,4,1000,0.3297279753207687,-0.035794
R1-I1,all,local_distance_concentration,excess_loss,5,1000,0.3820149387746979,-0.035781999999999994
R1-I1,all,local_distance_concentration,excess_loss,6,1000,0.4537911604346257,-0.03779199999999999
R1-I1,all,local_distance_concentration,excess_loss,7,1000,0.5893291291632634,-0.029167999999999993
R1-I1,all,local_distance_concentration,excess_loss,8,1000,0.9897981104636244,-0.03482199999999999
R1-I1,all,local_distance_concentration,excess_loss,9,1000,3.937093912908844,-0.029091999999999993
R1-I1,all,candidate_count,observed_loss,0,994,567.7766599597586,0.12665995975855132
R1-I1,all,candidate_count,observed_loss,1,1006,783.3956262425447,0.11590457256461234
R1-I1,all,candidate_count,observed_loss,2,992,905.4788306451613,0.1123991935483871
R1-I1,all,candidate_count,observed_loss,3,1005,986.6646766169155,0.11482587064676619
R1-I1,all,candidate_count,observed_loss,4,1002,1050.441117764471,0.10918163672654692
R1-I1,all,candidate_count,observed_loss,5,991,1102.250252270434,0.10504540867810296
R1-I1,all,candidate_count,observed_loss,6,1009,1149.4717542120911,0.10604558969276513
R1-I1,all,candidate_count,observed_loss,7,988,1196.093117408907,0.09969635627530364
R1-I1,all,candidate_count,observed_loss,8,992,1250.2590725806451,0.09606854838709679
R1-I1,all,candidate_count,observed_loss,9,1021,1355.594515181195,0.09069539666993144
R1-I1,all,candidate_count,null_mean_loss,0,994,567.7766599597586,0.16853722334004026
R1-I1,all,candidate_count,null_mean_loss,1,1006,783.3956262425447,0.1502564612326044
R1-I1,all,candidate_count,null_mean_loss,2,992,905.4788306451613,0.1494556451612903
R1-I1,all,candidate_count,null_mean_loss,3,1005,986.6646766169155,0.15041990049751244
R1-I1,all,candidate_count,null_mean_loss,4,1002,1050.441117764471,0.14146506986027943
R1-I1,all,candidate_count,null_mean_loss,5,991,1102.250252270434,0.1395015136226034
R1-I1,all,candidate_count,null_mean_loss,6,1009,1149.4717542120911,0.1409990089197225
R1-I1,all,candidate_count,null_mean_loss,7,988,1196.093117408907,0.13481781376518218
R1-I1,all,candidate_count,null_mean_loss,8,992,1250.2590725806451,0.13054032258064513
R1-I1,all,candidate_count,null_mean_loss,9,1021,1355.594515181195,0.1232615083251714
R1-I1,all,candidate_count,excess_loss,0,994,567.7766599597586,-0.04187726358148893
R1-I1,all,candidate_count,excess_loss,1,1006,783.3956262425447,-0.03435188866799204
R1-I1,all,candidate_count,excess_loss,2,992,905.4788306451613,-0.03705645161290322
R1-I1,all,candidate_count,excess_loss,3,1005,986.6646766169155,-0.03559402985074626
R1-I1,all,candidate_count,excess_loss,4,1002,1050.441117764471,-0.03228343313373253
R1-I1,all,candidate_count,excess_loss,5,991,1102.250252270434,-0.03445610494450051
R1-I1,all,candidate_count,excess_loss,6,1009,1149.4717542120911,-0.034953419226957376
R1-I1,all,candidate_count,excess_loss,7,988,1196.093117408907,-0.03512145748987853
R1-I1,all,candidate_count,excess_loss,8,992,1250.2590725806451,-0.03447177419354838
R1-I1,all,candidate_count,excess_loss,9,1021,1355.594515181195,-0.03256611165523996
R1-I1,all,d1,observed_loss,0,1000,8494.225,0.1189
R1-I1,all,d1,observed_loss,1,1000,17747.16,0.11470000000000001
R1-I1,all,d1,observed_loss,2,999,24735.436436436437,0.11481481481481483
R1-I1,all,d1,observed_loss,3,1001,30620.504495504494,0.11148851148851151
R1-I1,all,d1,observed_loss,4,1000,35600.709,0.10930000000000001
R1-I1,all,d1,observed_loss,5,1000,40385.628,0.11260000000000002
R1-I1,all,d1,observed_loss,6,1000,45292.683,0.1086
R1-I1,all,d1,observed_loss,7,1000,50283.349,0.1036
R1-I1,all,d1,observed_loss,8,1000,56566.825,0.0935
R1-I1,all,d1,observed_loss,9,1000,68307.257,0.08880000000000002
R1-I1,all,d1,null_mean_loss,0,1000,8494.225,0.160022
R1-I1,all,d1,null_mean_loss,1,1000,17747.16,0.147558
R1-I1,all,d1,null_mean_loss,2,999,24735.436436436437,0.1504804804804805
R1-I1,all,d1,null_mean_loss,3,1001,30620.504495504494,0.14955244755244754
R1-I1,all,d1,null_mean_loss,4,1000,35600.709,0.15028999999999998
R1-I1,all,d1,null_mean_loss,5,1000,40385.628,0.14719799999999997
R1-I1,all,d1,null_mean_loss,6,1000,45292.683,0.143166
R1-I1,all,d1,null_mean_loss,7,1000,50283.349,0.137214
R1-I1,all,d1,null_mean_loss,8,1000,56566.825,0.126996
R1-I1,all,d1,null_mean_loss,9,1000,68307.257,0.11644800000000001
R1-I1,all,d1,excess_loss,0,1000,8494.225,-0.04112199999999999
R1-I1,all,d1,excess_loss,1,1000,17747.16,-0.03285799999999999
R1-I1,all,d1,excess_loss,2,999,24735.436436436437,-0.03566566566566566
R1-I1,all,d1,excess_loss,3,1001,30620.504495504494,-0.03806393606393606
R1-I1,all,d1,excess_loss,4,1000,35600.709,-0.04098999999999999
R1-I1,all,d1,excess_loss,5,1000,40385.628,-0.03459799999999999
R1-I1,all,d1,excess_loss,6,1000,45292.683,-0.03456599999999999
R1-I1,all,d1,excess_loss,7,1000,50283.349,-0.03361399999999999
R1-I1,all,d1,excess_loss,8,1000,56566.825,-0.033496
R1-I1,all,d1,excess_loss,9,1000,68307.257,-0.027647999999999995
R1-I1,all,dk,observed_loss,0,1000,18387.039,0.13800000000000004
R1-I1,all,dk,observed_loss,1,1000,31203.087,0.1174
R1-I1,all,dk,observed_loss,2,1000,38322.118,0.11610000000000002
R1-I1,all,dk,observed_loss,3,1000,43859.896,0.11050000000000001
R1-I1,all,dk,observed_loss,4,1000,48983.068,0.11220000000000002
R1-I1,all,dk,observed_loss,5,1000,53667.632,0.1085
R1-I1,all,dk,observed_loss,6,1000,58205.979,0.0989
R1-I1,all,dk,observed_loss,7,1000,63299.961,0.09409999999999999
R1-I1,all,dk,observed_loss,8,1000,69703.376,0.096
R1-I1,all,dk,observed_loss,9,1000,82076.517,0.08460000000000001
R1-I1,all,dk,null_mean_loss,0,1000,18387.039,0.184778
R1-I1,all,dk,null_mean_loss,1,1000,31203.087,0.15639999999999998
R1-I1,all,dk,null_mean_loss,2,1000,38322.118,0.151578
R1-I1,all,dk,null_mean_loss,3,1000,43859.896,0.14896600000000002
R1-I1,all,dk,null_mean_loss,4,1000,48983.068,0.14594
R1-I1,all,dk,null_mean_loss,5,1000,53667.632,0.1426
R1-I1,all,dk,null_mean_loss,6,1000,58205.979,0.133884
R1-I1,all,dk,null_mean_loss,7,1000,63299.961,0.12880400000000003
R1-I1,all,dk,null_mean_loss,8,1000,69703.376,0.12603
R1-I1,all,dk,null_mean_loss,9,1000,82076.517,0.10994399999999999
R1-I1,all,dk,excess_loss,0,1000,18387.039,-0.04677799999999999
R1-I1,all,dk,excess_loss,1,1000,31203.087,-0.03899999999999999
R1-I1,all,dk,excess_loss,2,1000,38322.118,-0.035477999999999996
R1-I1,all,dk,excess_loss,3,1000,43859.896,-0.03846599999999999
R1-I1,all,dk,excess_loss,4,1000,48983.068,-0.03373999999999999
R1-I1,all,dk,excess_loss,5,1000,53667.632,-0.03409999999999999
R1-I1,all,dk,excess_loss,6,1000,58205.979,-0.034983999999999994
R1-I1,all,dk,excess_loss,7,1000,63299.961,-0.03470399999999999
R1-I1,all,dk,excess_loss,8,1000,69703.376,-0.030029999999999994
R1-I1,all,dk,excess_loss,9,1000,82076.517,-0.025344
R1-I1,all,dk_plus_1,observed_loss,0,1000,18663.426,0.1386
R1-I1,all,dk_plus_1,observed_loss,1,1000,31622.377,0.11780000000000002
R1-I1,all,dk_plus_1,observed_loss,2,1000,38749.061,0.11720000000000001
R1-I1,all,dk_plus_1,observed_loss,3,1000,44313.178,0.112
R1-I1,all,dk_plus_1,observed_loss,4,1000,49454.723,0.11090000000000003
R1-I1,all,dk_plus_1,observed_loss,5,1000,54164.113,0.108
R1-I1,all,dk_plus_1,observed_loss,6,1000,58715.017,0.09780000000000001
R1-I1,all,dk_plus_1,observed_loss,7,1000,63847.908,0.09530000000000001
R1-I1,all,dk_plus_1,observed_loss,8,999,70285.67367367368,0.0945945945945946
R1-I1,all,dk_plus_1,observed_loss,9,1001,82702.17282717282,0.08411588411588412
R1-I1,all,dk_plus_1,null_mean_loss,0,1000,18663.426,0.185658
R1-I1,all,dk_plus_1,null_mean_loss,1,1000,31622.377,0.157022
R1-I1,all,dk_plus_1,null_mean_loss,2,1000,38749.061,0.15200799999999998
R1-I1,all,dk_plus_1,null_mean_loss,3,1000,44313.178,0.14962199999999998
R1-I1,all,dk_plus_1,null_mean_loss,4,1000,49454.723,0.14681399999999997
R1-I1,all,dk_plus_1,null_mean_loss,5,1000,54164.113,0.14087599999999997
R1-I1,all,dk_plus_1,null_mean_loss,6,1000,58715.017,0.13366
R1-I1,all,dk_plus_1,null_mean_loss,7,1000,63847.908,0.128768
R1-I1,all,dk_plus_1,null_mean_loss,8,999,70285.67367367368,0.1254634634634635
R1-I1,all,dk_plus_1,null_mean_loss,9,1001,82702.17282717282,0.10904895104895106
R1-I1,all,dk_plus_1,excess_loss,0,1000,18663.426,-0.047057999999999996
R1-I1,all,dk_plus_1,excess_loss,1,1000,31622.377,-0.03922199999999999
R1-I1,all,dk_plus_1,excess_loss,2,1000,38749.061,-0.03480799999999999
R1-I1,all,dk_plus_1,excess_loss,3,1000,44313.178,-0.037621999999999996
R1-I1,all,dk_plus_1,excess_loss,4,1000,49454.723,-0.035913999999999995
R1-I1,all,dk_plus_1,excess_loss,5,1000,54164.113,-0.03287599999999999
R1-I1,all,dk_plus_1,excess_loss,6,1000,58715.017,-0.035859999999999996
R1-I1,all,dk_plus_1,excess_loss,7,1000,63847.908,-0.03346799999999999
R1-I1,all,dk_plus_1,excess_loss,8,999,70285.67367367368,-0.030868868868868863
R1-I1,all,dk_plus_1,excess_loss,9,1001,82702.17282717282,-0.024933066933066933
R1-I1,all,d20,observed_loss,0,1000,20494.517,0.14040000000000002
R1-I1,all,d20,observed_loss,1,1000,34074.952,0.12090000000000002
R1-I1,all,d20,observed_loss,2,1000,41462.541,0.1174
R1-I1,all,d20,observed_loss,3,1000,47206.387,0.10970000000000002
R1-I1,all,d20,observed_loss,4,999,52503.382382382384,0.11311311311311313
R1-I1,all,d20,observed_loss,5,1001,57339.380619380616,0.10479520479520481
R1-I1,all,d20,observed_loss,6,1000,62047.988,0.10020000000000001
R1-I1,all,d20,observed_loss,7,1000,67306.13,0.09470000000000002
R1-I1,all,d20,observed_loss,8,1000,73931.457,0.09220000000000002
R1-I1,all,d20,observed_loss,9,1000,86839.98,0.0829
R1-I1,all,d20,null_mean_loss,0,1000,20494.517,0.18916400000000003
R1-I1,all,d20,null_mean_loss,1,1000,34074.952,0.15919599999999998
R1-I1,all,d20,null_mean_loss,2,1000,41462.541,0.153278
R1-I1,all,d20,null_mean_loss,3,1000,47206.387,0.147384
R1-I1,all,d20,null_mean_loss,4,999,52503.382382382384,0.148006006006006
R1-I1,all,d20,null_mean_loss,5,1001,57339.380619380616,0.13942057942057942
R1-I1,all,d20,null_mean_loss,6,1000,62047.988,0.131742
R1-I1,all,d20,null_mean_loss,7,1000,67306.13,0.130266
R1-I1,all,d20,null_mean_loss,8,1000,73931.457,0.12347
R1-I1,all,d20,null_mean_loss,9,1000,86839.98,0.107006
R1-I1,all,d20,excess_loss,0,1000,20494.517,-0.048763999999999995
R1-I1,all,d20,excess_loss,1,1000,34074.952,-0.03829599999999999
R1-I1,all,d20,excess_loss,2,1000,41462.541,-0.035877999999999986
R1-I1,all,d20,excess_loss,3,1000,47206.387,-0.037683999999999995
R1-I1,all,d20,excess_loss,4,999,52503.382382382384,-0.03489289289289288
R1-I1,all,d20,excess_loss,5,1001,57339.380619380616,-0.03462537462537462
R1-I1,all,d20,excess_loss,6,1000,62047.988,-0.031541999999999994
R1-I1,all,d20,excess_loss,7,1000,67306.13,-0.03556599999999999
R1-I1,all,d20,excess_loss,8,1000,73931.457,-0.03127
R1-I1,all,d20,excess_loss,9,1000,86839.98,-0.024105999999999995
R1-I1,all,oracle_recall,observed_loss,0,450,0.645111111111111,0.03177777777777778
R1-I1,all,oracle_recall,observed_loss,1,674,0.7999999999999999,0.05816023738872404
R1-I1,all,oracle_recall,observed_loss,2,8876,0.980396575033799,0.11523208652546192
R1-I1,all,oracle_recall,null_mean_loss,0,450,0.645111111111111,0.047857777777777784
R1-I1,all,oracle_recall,null_mean_loss,1,674,0.7999999999999999,0.08337982195845697
R1-I1,all,oracle_recall,null_mean_loss,2,8876,0.980396575033799,0.15222960793150067
R1-I1,all,oracle_recall,excess_loss,0,450,0.645111111111111,-0.01608
R1-I1,all,oracle_recall,excess_loss,1,674,0.7999999999999999,-0.025219584569732934
R1-I1,all,oracle_recall,excess_loss,2,8876,0.980396575033799,-0.03699752140603875
R1-I1,oracle1,boundary_gap_r1,observed_loss,0,709,22.090267983074753,0.16135401974612132
R1-I1,oracle1,boundary_gap_r1,observed_loss,1,710,71.84084507042253,0.1435211267605634
R1-I1,oracle1,boundary_gap_r1,observed_loss,2,713,130.58625525946704,0.14558204768583452
R1-I1,oracle1,boundary_gap_r1,observed_loss,3,714,200.5560224089636,0.13879551820728292
