model,scope,descriptor,target,queries,spearman
five_model_mean,all,d1,null_mean_loss,10000,-0.17314971780677846
five_model_mean,all,d1,excess_loss,10000,0.1044429317804005
five_model_mean,all,dk,observed_loss,10000,-0.21112683213647634
five_model_mean,all,dk,null_mean_loss,10000,-0.2980575153533783
five_model_mean,all,dk,excess_loss,10000,0.17241767333506752
five_model_mean,all,dk_plus_1,observed_loss,10000,-0.22087440154419993
five_model_mean,all,dk_plus_1,null_mean_loss,10000,-0.30817224280023303
five_model_mean,all,dk_plus_1,excess_loss,10000,0.17310646798988794
five_model_mean,all,d20,observed_loss,10000,-0.23583986099303816
five_model_mean,all,d20,null_mean_loss,10000,-0.32982833735832134
five_model_mean,all,d20,excess_loss,10000,0.1826894180506805
five_model_mean,all,oracle_recall,observed_loss,10000,0.43140558680722013
five_model_mean,all,oracle_recall,null_mean_loss,10000,0.47890063619292417
five_model_mean,all,oracle_recall,excess_loss,10000,-0.13063735402005128
five_model_mean,oracle1,boundary_gap_r1,observed_loss,7136,-0.46377249443880714
five_model_mean,oracle1,boundary_gap_r1,null_mean_loss,7136,-0.5094003179721508
five_model_mean,oracle1,boundary_gap_r1,excess_loss,7136,0.048446945917925116
five_model_mean,oracle1,boundary_gap_r2,observed_loss,7136,-0.6584011302024309
five_model_mean,oracle1,boundary_gap_r2,null_mean_loss,7136,-0.7839920610164822
five_model_mean,oracle1,boundary_gap_r2,excess_loss,7136,0.14723779015089514
five_model_mean,oracle1,boundary_gap_r5,observed_loss,7136,-0.5884072219051582
five_model_mean,oracle1,boundary_gap_r5,null_mean_loss,7136,-0.7990586182028594
five_model_mean,oracle1,boundary_gap_r5,excess_loss,7136,0.269554117980679
five_model_mean,oracle1,relative_boundary_margin,observed_loss,7136,-0.44176945763536274
five_model_mean,oracle1,relative_boundary_margin,null_mean_loss,7136,-0.4447628175242368
five_model_mean,oracle1,relative_boundary_margin,excess_loss,7136,-0.019083220763416814
five_model_mean,oracle1,relative_span_r2,observed_loss,7136,-0.6446173158634577
five_model_mean,oracle1,relative_span_r2,null_mean_loss,7136,-0.7003988918078454
five_model_mean,oracle1,relative_span_r2,excess_loss,7136,0.03882129513948764
five_model_mean,oracle1,local_distance_concentration,observed_loss,7136,-0.30309191112857736
five_model_mean,oracle1,local_distance_concentration,null_mean_loss,7136,-0.3731605305087264
five_model_mean,oracle1,local_distance_concentration,excess_loss,7136,0.08863366600457007
five_model_mean,oracle1,candidate_count,observed_loss,7136,0.02576580900331321
five_model_mean,oracle1,candidate_count,null_mean_loss,7136,0.0026585509861261083
five_model_mean,oracle1,candidate_count,excess_loss,7136,0.04385635416100796
five_model_mean,oracle1,d1,observed_loss,7136,0.06936763784648078
five_model_mean,oracle1,d1,null_mean_loss,7136,0.031280959647237164
five_model_mean,oracle1,d1,excess_loss,7136,0.06525854899318097
five_model_mean,oracle1,dk,observed_loss,7136,-0.053276792687116735
five_model_mean,oracle1,dk,null_mean_loss,7136,-0.14344740256531327
five_model_mean,oracle1,dk,excess_loss,7136,0.13631805629756727
five_model_mean,oracle1,dk_plus_1,observed_loss,7136,-0.06761728831376777
five_model_mean,oracle1,dk_plus_1,null_mean_loss,7136,-0.15852952923572605
five_model_mean,oracle1,dk_plus_1,excess_loss,7136,0.13757137367913827
five_model_mean,oracle1,d20,observed_loss,7136,-0.09861996009614016
five_model_mean,oracle1,d20,null_mean_loss,7136,-0.19888330150685074
five_model_mean,oracle1,d20,excess_loss,7136,0.15067477537430535
five_model_mean,oracle1,oracle_recall,observed_loss,7136,
five_model_mean,oracle1,oracle_recall,null_mean_loss,7136,
five_model_mean,oracle1,oracle_recall,excess_loss,7136,
