policy,workers,recall_at_10,recall_at_10_std,qps,qps_std,mean_latency_us,mean_latency_us_std,median_latency_us,median_latency_us_std,p90_latency_us,p90_latency_us_std,p95_latency_us,p95_latency_us_std,p99_latency_us,p99_latency_us_std,allocated_core_utilization,allocated_core_utilization_std,last_worker_drain_fraction,last_worker_drain_fraction_std
NATIVE,1,0.8503087285994949,0.0,6118.503324288362,14.93455724892673,163.31150828655626,0.3994824494663978,165.2353,0.3848084913304378,185.1444,0.6704767259196969,191.49094999999997,0.7513322608872696,205.55755600000003,0.9562762331199157,0.9980706999217841,6.31385928686105e-05,0.0,0.0
BOUNDED_ALL16,1,0.9399733370754983,0.0,5687.775369128796,32.385137633127954,175.69775635349424,1.0008202443355423,177.52130000000002,0.7720152686313934,200.25150000000002,1.8255611739955542,207.76769,2.413960153047277,223.71420199999997,2.9530773867475872,0.9979861356792574,5.9778123043813544e-05,0.0,0.0
NATIVE,2,0.8503087285994948,0.0,11892.920615236835,22.074449136283675,167.83867882402473,0.2479004670520406,169.89389999999997,0.25358760813571807,190.01454,0.30445574062579683,196.07442,0.2925421008162835,209.776066,0.4106892953072871,0.9970816276913951,0.0007994860903931708,0.0023580774855016646,0.0015859011709682333
BOUNDED_ALL16,2,0.9399733370754981,0.0,10988.411228564346,21.10700457031485,181.49675213303397,0.2868080568795841,183.29889999999997,0.287148785475411,207.09476,0.516472848269878,214.71022,0.7323917160577531,230.819998,1.4103465115601892,0.9960608201259232,0.0016086366409634172,0.004243237242945056,0.00321417105432257
NATIVE,4,0.8503087285994949,0.0,23076.25884701203,52.151814493004764,171.77865640611842,0.30982955604273854,173.9351,0.18474928957915168,194.33656000000002,0.7095371963470288,200.46958999999998,0.9174805988412106,214.253132,1.1491507892004487,0.9899370503195037,0.0006039045353752982,0.013212805887191027,0.0009044351635397696
BOUNDED_ALL16,4,0.9399733370754981,0.0,21218.672985729027,80.9634877146204,186.38787371596968,0.30829609265688795,188.21710000000002,0.29542012456838235,212.57464,0.45626836730152887,220.44875000000002,0.6107888669581327,236.82297,0.8245253365118612,0.987545336491371,0.0026255385656410272,0.01669637991508491,0.0035438002522118965
NATIVE,8,0.8503087285994949,0.0,45165.50186977678,33.60786625060403,175.2084817358967,0.08254178393324328,177.67350000000002,0.0707080264185104,197.50618000000003,0.13159941869173056,203.36637000000002,0.162698342800419,216.94213800000003,0.5113076854204343,0.9878715898353179,0.0007317169581868466,0.015626889968127285,0.0017618017156521733
BOUNDED_ALL16,8,0.9399733370754981,0.0,41682.04035553404,216.523471489207,189.19777175133316,0.4267286048599464,191.41330000000002,0.30136203310968895,214.86238000000003,0.8601342813770441,222.56301,1.3995308389778525,240.50793800000002,1.9103862984014623,0.9843559554992375,0.0035745491067336217,0.02451621262453243,0.006512717661137744
