ef_search,feature,bin,count,min_x,max_x,mean_x,mean_loss,query_standard_error,mean_disagreement,harmful_fraction
128,relative_boundary_margin,2,1000,0.0020011825169418294,0.0032398246226671324,0.002613369470003087,0.134,0.0028411392208183097,0.1452,0.843
128,relative_boundary_margin,3,1000,0.0032405878467635404,0.004761750510187555,0.003969169762158158,0.1328,0.0027002687739281534,0.142,0.853
128,relative_boundary_margin,4,1000,0.0047621460053700795,0.006563798219584569,0.005599339055681556,0.12470000000000002,0.002699480912545447,0.133,0.823
128,relative_boundary_margin,5,1000,0.006566032627089962,0.008674388674388675,0.007599392683208711,0.1179,0.0025448115973615935,0.1253,0.818
128,relative_boundary_margin,6,1000,0.00867462480328561,0.011562533149464305,0.010052149610477701,0.10960000000000002,0.0025718581715278264,0.11579999999999999,0.777
128,relative_boundary_margin,7,1000,0.01156541688927999,0.015654631981965865,0.013435461003808985,0.10400000000000001,0.0024556119461409272,0.10899999999999999,0.765
128,relative_boundary_margin,8,1000,0.01565545991662418,0.023183317696195634,0.01895096551587096,0.0907,0.0023084277850603948,0.09459999999999998,0.707
128,relative_boundary_margin,9,1000,0.02319060250094733,0.24173529752928893,0.03857416389885063,0.056299999999999996,0.0020843835190901545,0.05749999999999999,0.48
128,boundary_local_mae,0,1000,138.90345348011363,566.1507457386364,452.8493286132813,0.1052,0.0026495244818608454,0.10769999999999999,0.749
128,boundary_local_mae,1,1000,566.28515625,688.3270596590909,629.7275298295455,0.10490000000000001,0.0025637009502987207,0.10979999999999998,0.748
128,boundary_local_mae,2,1000,688.3661221590909,781.373046875,736.2012392578125,0.10300000000000001,0.0025490189284306025,0.10889999999999998,0.749
128,boundary_local_mae,3,1000,781.5014204545455,869.3064630681819,825.691236550071,0.10670000000000002,0.0026404700494574982,0.11439999999999999,0.748
128,boundary_local_mae,4,1000,869.3707386363636,951.3927556818181,910.1314729225852,0.10830000000000001,0.002647285046631382,0.11589999999999999,0.756
128,boundary_local_mae,5,1000,951.4080255681819,1044.1526988636363,997.2790441228694,0.11210000000000002,0.002740638812594812,0.1215,0.763
128,boundary_local_mae,6,1000,1044.182528409091,1147.828125,1093.4590087890624,0.11350000000000002,0.0026786050333942337,0.12469999999999998,0.776
128,boundary_local_mae,7,1000,1147.9124644886363,1273.6171875,1209.4728797940343,0.1241,0.002813735436587297,0.1346,0.799
128,boundary_local_mae,8,1000,1274.0546875,1452.2833806818182,1358.0106865234375,0.1262,0.002702010521974491,0.13659999999999997,0.824
128,boundary_local_mae,9,1000,1452.4446022727273,3095.9186789772725,1686.5446251775568,0.1378,0.002891283368941813,0.15180000000000002,0.852
128,error_scale_over_boundary_margin,0,986,0.12673042637719567,0.8356661931818182,0.5940225141274769,0.04584178498985802,0.001811754162266016,0.04797160243407706,0.4208924949290061
128,error_scale_over_boundary_margin,1,985,0.8366493020560372,1.2605035955255681,1.0514741152945009,0.08192893401015229,0.0021781342317597433,0.08720812182741114,0.6730964467005076
128,error_scale_over_boundary_margin,2,986,1.260603313424346,1.6968790181053655,1.4709250881524079,0.10192697768762678,0.0023418432304308278,0.10760649087221094,0.7738336713995944
128,error_scale_over_boundary_margin,3,985,1.6969033887405574,2.2354487777341445,1.9533585617936442,0.10934010152284265,0.0024492014252034335,0.11583756345177665,0.7857868020304568
128,error_scale_over_boundary_margin,4,985,2.235992331017428,2.9852499043217144,2.5931879614497437,0.11949238578680205,0.002518092305331704,0.12730964467005074,0.8345177664974619
128,error_scale_over_boundary_margin,5,986,2.988244219433641,4.018124887265512,3.480114329283344,0.1259634888438134,0.0026216816229233304,0.1343813387423935,0.8407707910750507
128,error_scale_over_boundary_margin,6,985,4.020408397046502,5.82420432914167,4.868288088219785,0.12832487309644672,0.0027254776360274013,0.1379695431472081,0.8294416243654822
128,error_scale_over_boundary_margin,7,986,5.827705598550156,9.393336776859504,7.415667935766875,0.14127789046653144,0.0029110058438842107,0.1509127789046653,0.8620689655172413
128,error_scale_over_boundary_margin,8,985,9.399643945665261,19.71106497668998,13.401826290006989,0.14131979695431476,0.0028528281539338084,0.15228426395939088,0.8720812182741117
128,error_scale_over_boundary_margin,9,986,19.711688081095044,1770.4098011363637,85.09158180575265,0.14868154158215013,0.0029589445087008963,0.16085192697768763,0.8843813387423936
128,error_scale_over_boundary_margin,zero_margin,145,,,,0.09862068965517241,0.007124119015007546,0.1468965517241379,0.6896551724137931
128,cross_boundary_inversion_count,0,1847,0,0,0.0,0.0,0.0,0.0,0.0
128,cross_boundary_inversion_count,1,939,1,1,1.0,0.09403620873269437,0.0007732276111512489,0.1,0.9403620873269436
128,cross_boundary_inversion_count,2,1019,2,2,2.0,0.09548577036310109,0.0006507096733968955,0.1,0.9548577036310107
128,cross_boundary_inversion_count,3,897,3,3,3.0,0.09264214046822741,0.0008722199818566167,0.09999999999999999,0.9264214046822743
128,cross_boundary_inversion_count,4,756,4,4,4.0,0.11441798941798942,0.0017524161589557528,0.12195767195767195,0.9457671957671958
128,cross_boundary_inversion_count,5,1249,5,6,5.4651721377101685,0.1288230584467574,0.0015943695663057221,0.13923138510808644,0.9439551641313051
128,cross_boundary_inversion_count,6,1256,7,9,7.8710191082802545,0.1535828025477707,0.00169783944597592,0.16433121019108277,0.9617834394904459
128,cross_boundary_inversion_count,7,946,10,13,11.276955602536997,0.18625792811839328,0.0022188688410765952,0.19936575052854122,0.96723044397463
128,cross_boundary_inversion_count,8,1091,14,86,20.234647112740603,0.23519706691109077,0.002730849782853591,0.25600366636113653,0.9715857011915674
128,cross_boundary_inversion_fraction,0,2000,0.0,4.528985507246377e-05,3.275056038033902e-06,0.0066500000000000005,0.0005572647683202353,0.007649999999999999,0.0665
128,cross_boundary_inversion_fraction,1,999,4.5310376076121435e-05,9.46969696969697e-05,6.668819341658857e-05,0.0940940940940941,0.0007462067508749025,0.1,0.9409409409409409
128,cross_boundary_inversion_fraction,2,1001,9.474182851729038e-05,0.0001483679525222552,0.00012098312374826182,0.09290709290709291,0.000811776680043285,0.09999999999999999,0.929070929070929
128,cross_boundary_inversion_fraction,3,1000,0.00014844136566056408,0.00021401819154628142,0.00017934655360317002,0.10270000000000001,0.001234598815095104,0.1108,0.937
128,cross_boundary_inversion_fraction,4,1000,0.0002143163309044149,0.00029394473838918284,0.0002528041059593847,0.11940000000000002,0.001639001624869947,0.12969999999999998,0.944
128,cross_boundary_inversion_fraction,5,999,0.0002941176470588235,0.0003885381253035454,0.0003384606549383543,0.13893893893893894,0.0018180165614095818,0.14874874874874872,0.958958958958959
128,cross_boundary_inversion_fraction,6,1001,0.00038872691933916425,0.0005393743257820927,0.0004584290025939783,0.15764235764235765,0.0020000089820067955,0.169030969030969,0.9630369630369631
128,cross_boundary_inversion_fraction,7,1000,0.0005394470667565745,0.0007881316643486324,0.0006498799471978411,0.1845,0.0022527371850317615,0.2004,0.97
128,cross_boundary_inversion_fraction,8,1000,0.0007881773399014779,0.015178571428571428,0.001327102799830559,0.2383,0.0027259017848302127,0.25189999999999996,0.988
128,maximum_violation,0,1000,-7959.24609375,-521.275390625,-1346.5622299804688,0.0,0.0,0.0,0.0
128,maximum_violation,1,1000,-521.015625,64.328125,-193.9100224609375,0.014500000000000002,0.0011318264138245897,0.015499999999999996,0.143
128,maximum_violation,2,1000,64.708984375,464.265625,275.1569442138672,0.10350000000000001,0.0011130988226518744,0.1077,0.961
128,maximum_violation,3,1000,464.806640625,812.5283203125,646.185269165039,0.11350000000000003,0.0017001884132767876,0.1207,0.944
