start_query,queries,total_batch_us,refine_and_final_us,exact_evals
0,32,5845.6909999999998,22.126999999999999,96
32,32,5774.5540000000001,17.32,96
64,32,5529.0720000000001,13.526999999999999,80
96,32,5726.6019999999999,18.702000000000002,112
128,32,6016.2920000000004,30.108000000000001,112
160,32,5825.6949999999997,16.146999999999998,96
192,32,5810.8249999999998,20.623999999999999,128
224,32,5701.8459999999995,13.926,80
256,32,5664.7969999999996,24.992000000000001,160
288,32,5567.3850000000002,34.030000000000001,224
320,32,5949.8540000000003,20.495000000000001,128
352,32,5650.6819999999998,17.616,112
384,32,5847.8130000000001,15.077,96
416,32,5935.723,20.542000000000002,128
448,32,5697.576,14.920999999999999,96
480,32,5830.3159999999998,22.777999999999999,144
512,32,5761.5339999999997,16.125,96
544,32,5886.9899999999998,16.114999999999998,96
576,32,5856.8770000000004,18.266999999999999,112
608,32,5799.8289999999997,18.550999999999998,112
640,32,5482.3950000000004,17.379000000000001,112
672,32,5691.6620000000003,27.954999999999998,176
704,32,6060.2860000000001,20.247,128
736,32,5873.2690000000002,15.614000000000001,96
768,32,5731.6940000000004,17.608000000000001,112
800,32,5739.1570000000002,10.959,64
832,32,5902.567,18.437000000000001,112
864,32,5724.6379999999999,25.015999999999998,160
896,32,5846.0039999999999,16.353000000000002,96
928,32,5753.1610000000001,17.516999999999999,112
960,32,5876.3270000000002,39.252000000000002,256
992,32,5921.7389999999996,33.539000000000001,208
1024,32,5477.7799999999997,26.684000000000001,176
1056,32,5916.5690000000004,27.817,176
1088,32,5893.299,24.234000000000002,144
1120,32,6039.6490000000003,18.666,112
1152,32,5744.4279999999999,18.359999999999999,112
1184,32,5687.2650000000003,19.376999999999999,112
1216,32,5920.6109999999999,28.241,176
1248,32,5927.0690000000004,21.131,128
1280,32,5680.4790000000003,20.221,128
1312,32,5912.8810000000003,20.956,128
1344,32,5723.8209999999999,26.504999999999999,160
1376,32,5602.2950000000001,28.138999999999999,176
1408,32,5986.5389999999998,22.981000000000002,144
1440,32,5794.0900000000001,11.227,64
1472,32,5692.4089999999997,23.895,144
1504,32,5743.1170000000002,22.815000000000001,144
1536,32,5777.7359999999999,33.145000000000003,208
1568,32,5510.8950000000004,20.672000000000001,128
1600,32,5925.8069999999998,20.332000000000001,128
1632,32,5720.4989999999998,16.058,96
1664,32,5750.4769999999999,28.484000000000002,176
1696,32,5849.4359999999997,20.227,128
1728,32,5627.0479999999998,20.486000000000001,128
1760,32,5545.2309999999998,14.473000000000001,80
1792,32,5777.8779999999997,11.904999999999999,64
1824,32,5942.9200000000001,18.317,112
1856,32,5891.902,29.318000000000001,176
1888,32,5731.2250000000004,25.501000000000001,160
1920,32,5922.4290000000001,20.382999999999999,128
1952,32,5852.3710000000001,29.245999999999999,176
1984,32,6180.8389999999999,16.155000000000001,96
2016,32,5863.0590000000002,13.298,80
2048,32,5779.7690000000002,18.824999999999999,112
2080,32,5758.0860000000002,14.568,80
2112,32,5915.5839999999998,25.268000000000001,160
2144,32,5775.3000000000002,14.644,80
2176,32,5911.9750000000004,23.949999999999999,144
2208,32,6207.4359999999997,29.196000000000002,144
2240,32,6035.3360000000002,36.869,128
2272,32,6209.3379999999997,23.393999999999998,144
2304,32,5926.1570000000002,16.286999999999999,96
2336,32,6265.308,9.0670000000000002,48
2368,32,6074.4799999999996,18.408999999999999,112
2400,32,6035.8119999999999,14.129,80
2432,32,6146.4449999999997,19.923999999999999,112
2464,32,5980.9059999999999,18.677,112
2496,32,6191.2610000000004,29.323,176
2528,32,6218.8860000000004,20.984000000000002,128
2560,32,5908.5600000000004,20.777999999999999,128
2592,32,5957.9080000000004,23.68,144
2624,32,5927.9380000000001,19.149000000000001,112
2656,32,5740.4080000000004,23.306000000000001,144
2688,32,5800.2830000000004,18.576000000000001,112
2720,32,5725.0820000000003,20.550000000000001,128
2752,32,6124.0730000000003,28.140999999999998,176
2784,32,6096.4979999999996,28.710000000000001,176
2816,32,5632.5690000000004,18.532,112
2848,32,5899.5339999999997,11.545,64
2880,32,5702.942,15.651999999999999,96
2912,32,5780.835,20.963999999999999,128
2944,32,5975.4449999999997,15.550000000000001,96
2976,32,5522.4989999999998,19.951000000000001,128
3008,32,5741.674,18.452000000000002,112
3040,32,6009.6180000000004,20.960000000000001,128
3072,32,5849.3379999999997,30.245000000000001,176
3104,32,5874.9589999999998,16.213000000000001,96
3136,32,5853.9780000000001,18.228000000000002,112
3168,32,5987.5439999999999,28.039999999999999,176
3200,32,5666.5870000000004,21.489000000000001,128
3232,32,6103.3590000000004,11,64
3264,32,5781.1509999999998,21.375,128
3296,32,5782.9049999999997,20.815999999999999,128
3328,32,5846.4290000000001,18.646999999999998,112
3360,32,5732.6459999999997,20.442,128
3392,32,5764.7830000000004,16.071999999999999,96
3424,32,5903.6109999999999,15.757999999999999,96
3456,32,5999.6729999999998,15.66,96
3488,32,5667.4459999999999,16.173999999999999,96
3520,32,5808.3280000000004,18.43,112
3552,32,5568.5450000000001,20.399000000000001,128
3584,32,6409.7920000000004,24.216999999999999,144
3616,32,5825.8720000000003,26.143000000000001,160
3648,32,5671.7129999999997,23.158999999999999,144
3680,32,5803.1819999999998,22.859999999999999,144
3712,32,5758.9679999999998,25.715,160
3744,32,6022.7640000000001,18.356000000000002,112
3776,32,5922.7280000000001,18.408000000000001,112
3808,32,5930.2969999999996,26.882000000000001,160
3840,32,5565.5820000000003,20.062999999999999,128
3872,32,5866.2340000000004,18.623999999999999,112
3904,32,5676.5929999999998,28.216999999999999,176
3936,32,5862.6090000000004,17.193000000000001,96
3968,32,5954.6689999999999,16.757000000000001,96
4000,32,5889.3040000000001,23.495999999999999,144
4032,32,5778.4520000000002,13.525,80
4064,32,5661.6890000000003,16.844999999999999,96
4096,32,5886.0129999999999,17.213000000000001,96
4128,32,5709.4350000000004,18.538,112
