start_query,queries,total_batch_us,refine_and_final_us,exact_evals
0,32,5706.5900000000001,20.995000000000001,96
32,32,5749.1459999999997,28.899999999999999,96
64,32,5648.652,13.388999999999999,80
96,32,5850.2359999999999,18.654,112
128,32,5841.7439999999997,18.643000000000001,112
160,32,5770.0649999999996,15.996,96
192,32,5695.6790000000001,20.507000000000001,128
224,32,5840.9960000000001,13.839,80
256,32,5666.8230000000003,24.120999999999999,160
288,32,5596.549,35.534999999999997,224
320,32,5826.1949999999997,20.541,128
352,32,5724.5770000000002,17.745999999999999,112
384,32,5777.9459999999999,15.669,96
416,32,6052.5870000000004,20.501000000000001,128
448,32,5839.6940000000004,16.332999999999998,96
480,32,6028.2280000000001,23.606000000000002,144
512,32,5630.9880000000003,15.609,96
544,32,5874.7309999999998,16.343,96
576,32,5911.7820000000002,19.414999999999999,112
608,32,5708.2169999999996,17.648,112
640,32,5508.7470000000003,17.510999999999999,112
672,32,5722.2809999999999,28.5,176
704,32,5902.1790000000001,19.835000000000001,128
736,32,5853.1459999999997,15.055999999999999,96
768,32,5769.4799999999996,17.202000000000002,112
800,32,5878.6580000000004,10.609,64
832,32,5967.902,19.138999999999999,112
864,32,5840.6059999999998,25.704999999999998,160
896,32,5894.2709999999997,15.673999999999999,96
928,32,5785.6959999999999,19.190000000000001,112
960,32,6058.8459999999995,40.244,256
992,32,6248.8190000000004,32.670000000000002,208
1024,32,5570.1469999999999,27.768999999999998,176
1056,32,5700.1300000000001,27.960999999999999,176
1088,32,5736.5559999999996,22.263000000000002,144
1120,32,6029.4179999999997,18.387,112
1152,32,5993.8580000000002,18.359000000000002,112
1184,32,5603.7129999999997,18.349,112
1216,32,5783.8670000000002,31.474,176
1248,32,5776.616,20.427,128
1280,32,5588.7730000000001,20.526,128
1312,32,6062.6279999999997,20.901,128
1344,32,5911.0010000000002,25.023,160
1376,32,5806.7190000000001,27.335000000000001,176
1408,32,5854.6360000000004,22.236000000000001,144
1440,32,5725.1300000000001,12.023,64
1472,32,5594.6980000000003,22.754000000000001,144
1504,32,5970.9350000000004,22.620000000000001,144
1536,32,5799.6279999999997,31.850999999999999,208
1568,32,5602.2420000000002,20.341000000000001,128
1600,32,5769.2820000000002,19.332000000000001,128
1632,32,5784.1890000000003,15.842000000000001,96
1664,32,5732.1379999999999,30.408000000000001,176
1696,32,5978.3019999999997,22.334,128
1728,32,5640.4719999999998,19.593,128
1760,32,5680.067,12.945,80
1792,32,5760.0780000000004,11.063000000000001,64
1824,32,5901.7780000000002,18.271000000000001,112
1856,32,5744.3950000000004,27.405000000000001,176
1888,32,5883.3599999999997,24.995000000000001,160
1920,32,5984.143,20.443999999999999,128
1952,32,5874.0919999999996,28.088999999999999,176
1984,32,5969.6419999999998,15.577,96
2016,32,6073.4809999999998,13.865,80
2048,32,5949.4620000000004,18.556000000000001,112
2080,32,5813.7280000000001,13.693,80
2112,32,5967.6180000000004,25.838000000000001,160
2144,32,5666.6940000000004,13.151999999999999,80
2176,32,5716.9350000000004,23.527000000000001,144
2208,32,6124.8159999999998,22.997,144
2240,32,5884.0780000000004,20.562999999999999,128
2272,32,6251.7529999999997,22.617999999999999,144
2304,32,5835.9750000000004,16.597999999999999,96
2336,32,6132.7330000000002,8.9329999999999998,48
2368,32,5846.4059999999999,18.405000000000001,112
2400,32,5800.768,13.538,80
2432,32,5879.9549999999999,18.393000000000001,112
2464,32,5771.0879999999997,18.84,112
2496,32,5855.5479999999998,27.876999999999999,176
2528,32,5875.46,19.901,128
2560,32,5586.4139999999998,20.449000000000002,128
2592,32,5860.259,22.911999999999999,144
2624,32,5860.4009999999998,18.818999999999999,112
2656,32,5600.6350000000002,22.884,144
2688,32,5717.9470000000001,18.109999999999999,112
2720,32,5698.6970000000001,20.335999999999999,128
2752,32,5965.8919999999998,38.902000000000001,176
2784,32,6099.625,27.036000000000001,176
2816,32,5563.3310000000001,18.420999999999999,112
2848,32,5891.7950000000001,11.025,64
2880,32,5511.2690000000002,15.638999999999999,96
2912,32,5727.8810000000003,22.140000000000001,128
2944,32,5917.3220000000001,14.958,96
2976,32,5725.3180000000002,20.472000000000001,128
3008,32,5789.6689999999999,17.030000000000001,112
3040,32,5998.5749999999998,20.641999999999999,128
3072,32,5832.6450000000004,27.824999999999999,176
3104,32,5767.5749999999998,16.547000000000001,96
3136,32,5949.7579999999998,20.198,112
3168,32,5983.4459999999999,26.768999999999998,176
3200,32,5728.3509999999997,20.245999999999999,128
3232,32,5866.4070000000002,10.574,64
3264,32,5749.5020000000004,20.402999999999999,128
3296,32,5730.3400000000001,19.991,128
3328,32,6011.0649999999996,18.248999999999999,112
3360,32,5802.5010000000002,20.648,128
3392,32,5836.299,15.776999999999999,96
3424,32,5985.6000000000004,15.624000000000001,96
3456,32,6055.3800000000001,16.564,96
3488,32,5797.2160000000003,16.542000000000002,96
3520,32,5953.1760000000004,18.369,112
3552,32,5670.9200000000001,20.343,128
