start_query,queries,total_batch_us,refine_and_final_us,exact_evals
0,32,5826.2340000000004,29.302,96
32,32,5653.0020000000004,12.936,96
64,32,5559.6279999999997,11.73,80
96,32,5906.317,15.417999999999999,112
128,32,5947.8819999999996,16.164000000000001,112
160,32,5915.6530000000002,13.220000000000001,96
192,32,5738.0050000000001,17.684000000000001,128
224,32,5830.1570000000002,10.923999999999999,80
256,32,5792.7299999999996,23.609999999999999,160
288,32,5681.4840000000004,32.415999999999997,224
320,32,5842.5110000000004,19.084,128
352,32,5701.0780000000004,15.638,112
384,32,5794.3000000000002,13.099,96
416,32,6006.8609999999999,18.579999999999998,128
448,32,5707.5529999999999,14.339,96
480,32,5966.2259999999997,20.510999999999999,144
512,32,5653.8549999999996,13.573,96
544,32,5922.027,14.159000000000001,96
576,32,5854.8879999999999,16.190999999999999,112
608,32,5608.4560000000001,15.907,112
640,32,5427.6059999999998,16.036999999999999,112
672,32,5769.8689999999997,24.068000000000001,176
704,32,5946.0420000000004,18.285,128
736,32,5844.1530000000002,14.156000000000001,96
768,32,5679.4690000000001,15.491,112
800,32,5832.9129999999996,9.8759999999999994,64
832,32,5922.5429999999997,16.942,112
864,32,5688.6109999999999,23.158999999999999,160
896,32,5872.308,14.113,96
928,32,5668.6880000000001,17.408000000000001,112
960,32,5815.8239999999996,37.414000000000001,256
992,32,5997.277,29.452000000000002,208
1024,32,5599.1639999999998,24.468,176
1056,32,5777.4269999999997,27.663,176
1088,32,5821.1999999999998,20.666,144
1120,32,5972.6379999999999,16.073,112
1152,32,5955.598,15.68,112
1184,32,5816.8630000000003,16.113,112
1216,32,5924.2280000000001,24.908000000000001,176
1248,32,5811.6149999999998,18.315999999999999,128
1280,32,5621.6109999999999,18.212,128
1312,32,5937.0169999999998,18.899999999999999,128
1344,32,5791.0339999999997,21.818999999999999,160
1376,32,5768.1149999999998,25.244,176
1408,32,5970.0720000000001,20.597999999999999,144
1440,32,5968.6549999999997,9.4000000000000004,64
1472,32,5733.9589999999998,20.420999999999999,144
1504,32,5754.0799999999999,20.824000000000002,144
1536,32,5734.6180000000004,30.202999999999999,208
1568,32,5732.3180000000002,18.213000000000001,128
1600,32,5805.5600000000004,18.641999999999999,128
1632,32,5724.8220000000001,14.57,96
1664,32,5695.567,25.335999999999999,176
1696,32,5833.7290000000003,18.254000000000001,128
1728,32,5670.6790000000001,18.109999999999999,128
1760,32,5687.9989999999998,11.337999999999999,80
1792,32,5650.6670000000004,8.7189999999999994,64
1824,32,5834.3710000000001,16.689,112
1856,32,5787.2520000000004,24.765999999999998,176
1888,32,5716.4790000000003,22.154,160
1920,32,5909.1850000000004,18.818999999999999,128
1952,32,5987.1949999999997,25.097999999999999,176
1984,32,6011.8980000000001,13.359,96
2016,32,5944.1989999999996,11.932,80
2048,32,5789.335,16.515999999999998,112
2080,32,5682.0749999999998,11.728,80
2112,32,5977.7849999999999,24.378,160
2144,32,5821.7690000000002,10.942,80
2176,32,5813.6229999999996,21.218,144
2208,32,6060.0969999999998,19.890000000000001,144
2240,32,5743.5309999999999,18.670999999999999,128
2272,32,5991.2030000000004,20.280000000000001,144
2304,32,5905.7129999999997,13.885999999999999,96
2336,32,5938.0929999999998,6.875,48
2368,32,5776.5990000000002,16.216000000000001,112
2400,32,5708.7920000000004,11.140000000000001,80
2432,32,5746.9849999999997,16.446999999999999,112
2464,32,5621.4049999999997,16.337,112
2496,32,6013.1319999999996,26.140000000000001,176
2528,32,5981.1450000000004,19.09,128
2560,32,5693.5010000000002,17.43,128
2592,32,5700.5410000000002,21.375,144
2624,32,5724.9759999999997,16.324999999999999,112
2656,32,5560.8519999999999,22.242999999999999,144
2688,32,5758.9629999999997,16.251999999999999,112
2720,32,5798.2150000000001,17.584,128
2752,32,5901.8969999999999,25.227,176
2784,32,5921.2060000000001,26.177,176
2816,32,5523.9009999999998,16.510000000000002,112
2848,32,5897.8779999999997,9.5589999999999993,64
2880,32,5661.9030000000002,13.156000000000001,96
2912,32,5755.6409999999996,19.021999999999998,128
2944,32,5884.8230000000003,16.056999999999999,96
2976,32,5504.9470000000001,17.998999999999999,128
3008,32,5681.0129999999999,15.519,112
3040,32,5983.8649999999998,19.184999999999999,128
3072,32,5907.3119999999999,24.442,176
3104,32,5833.2579999999998,13.263,96
3136,32,5871.4700000000003,16.867999999999999,112
3168,32,5962.1559999999999,25.035,176
3200,32,5615.085,17.481999999999999,128
3232,32,6027.7979999999998,9.6300000000000008,64
3264,32,5808.3159999999998,29.09,128
3296,32,5824.183,18.539000000000001,128
3328,32,5950.4350000000004,16.696000000000002,112
3360,32,5624.6620000000003,18.048999999999999,128
3392,32,5653.9579999999996,13.545,96
3424,32,5930.4620000000004,13.561999999999999,96
3456,32,5987.9120000000003,14.468999999999999,96
3488,32,5655.7610000000004,13.128,96
3520,32,5807.2120000000004,16.803999999999998,112
3552,32,5567.0460000000003,17.861000000000001,128
3584,32,6225.2489999999998,19.931000000000001,144
3616,32,5845.4690000000001,23.199999999999999,160
3648,32,5667.2610000000004,20.379999999999999,144
3680,32,5797.4690000000001,20.91,144
3712,32,5694.2070000000003,21.491,160
3744,32,5952.8299999999999,15.805,112
3776,32,5850.0280000000002,16.821000000000002,112
3808,32,5890.5550000000003,23.437999999999999,160
3840,32,5597.3729999999996,18.344999999999999,128
3872,32,5872.107,16.120999999999999,112
3904,32,5739.0010000000002,25.059000000000001,176
3936,32,5776.5820000000003,13.243,96
3968,32,5925.8620000000001,13.875999999999999,96
4000,32,5708.2860000000001,21.687999999999999,144
4032,32,5668.7920000000004,11.051,80
4064,32,5516.1030000000001,13.956,96
4096,32,5841.1199999999999,13.717000000000001,96
4128,32,5671.5339999999997,18.286000000000001,112
4160,32,5963.7179999999998,22.274999999999999,160
4192,32,6002.4129999999996,31.625,224
4224,32,6099.0010000000002,7.5960000000000001,48
4256,32,5751.5010000000002,20.57,144
4288,32,5631.893,25.329000000000001,176
4320,32,5759.6300000000001,19.760000000000002,144
4352,32,5672.9049999999997,24.491,176
4384,32,5766.5280000000002,9.2029999999999994,64
4416,32,5708.2759999999998,6.2830000000000004,48
4448,32,5797.4530000000004,25.094000000000001,176
4480,32,5956.3019999999997,18.315000000000001,128
4512,32,5972.9049999999997,7.3120000000000003,48
4544,32,5695.5810000000001,31.686,224
4576,32,5905.8280000000004,12.708,96
4608,32,5837.9260000000004,22.716999999999999,160
4640,32,5849.2049999999999,13.619999999999999,96
4672,32,5896.5720000000001,30.149999999999999,208
4704,32,6053.1899999999996,13.468,96
4736,32,5656.9669999999996,18.503,128
4768,32,6087.8900000000003,21.312999999999999,144
4800,32,5812.8140000000003,15.442,112
4832,32,5814.1850000000004,21.864000000000001,160
4864,32,6072.5469999999996,12.007999999999999,80
4896,32,5658.2929999999997,20.065000000000001,144
4928,32,6021.7430000000004,16.303999999999998,112
4960,32,5824.585,16.045000000000002,112
4992,32,5938.9769999999999,11.346,80
5024,32,5909.049,11.358000000000001,80
5056,32,5795.3530000000001,14.789999999999999,96
5088,32,5823.9300000000003,16.856999999999999,112
5120,32,5684.6419999999998,21.084,144
5152,32,5773.9669999999996,20.513999999999999,144
5184,32,5854.4589999999998,9.484,64
5216,32,5821.5619999999999,25.039000000000001,160
5248,32,5878.6549999999997,21.364000000000001,144
5280,32,5632.5730000000003,13.734999999999999,96
5312,32,5956.277,22.734999999999999,160
5344,32,5873.5780000000004,34.420999999999999,176
5376,32,5732.3220000000001,21.838999999999999,160
5408,32,5822.4970000000003,11.015000000000001,80
5440,32,5995.0219999999999,17.879999999999999,128
5472,32,5919.6239999999998,18.667000000000002,128
5504,32,5968.6970000000001,16.419,112
5536,32,5773.5739999999996,24.471,176
5568,32,5583.1940000000004,22.995999999999999,160
5600,32,5788.8699999999999,27.172000000000001,192
5632,32,5777.1279999999997,7.0330000000000004,48
5664,32,5632.0690000000004,17.353999999999999,128
5696,32,5659.8029999999999,17.858000000000001,128
5728,32,5657.8519999999999,18.010999999999999,128
5760,32,5813.1869999999999,23.376999999999999,160
5792,32,6065.7780000000002,16.625,112
5824,32,5976.6629999999996,22.077000000000002,160
5856,32,5821.5389999999998,22.209,160
5888,32,5801.7560000000003,11.829000000000001,80
5920,32,5632.2539999999999,24.363,176
5952,32,5809.0320000000002,20.616,128
5984,32,5760.4099999999999,17.890000000000001,128
6016,32,5691.9759999999997,26.933,192
6048,32,5673.4040000000005,13.509,96
6080,32,5647.7349999999997,12.673,80
6112,32,5807.9440000000004,18.835999999999999,128
6144,32,5982.866,16.245999999999999,112
6176,32,5836.576,19.699999999999999,144
6208,32,6118.6670000000004,13.962999999999999,96
6240,32,5785.9629999999997,34.170000000000002,240
6272,32,5868.0290000000005,9.5169999999999995,64
6304,32,5923.1499999999996,13.648999999999999,96
6336,32,5835.9979999999996,15.177,112
6368,32,5455.1959999999999,22.681000000000001,160
6400,32,5549.7280000000001,19.015999999999998,128
6432,32,5766.0469999999996,15.548999999999999,112
6464,32,5754.0169999999998,17.829999999999998,128
6496,32,5863.3289999999997,16.256,112
6528,32,5676.6620000000003,20.050000000000001,128
6560,32,5952.1289999999999,6.5949999999999998,48
6592,32,5700.491,18.248000000000001,128
6624,32,5919.1800000000003,20.693000000000001,144
6656,32,5762.5559999999996,16.52,112
6688,32,5697.5929999999998,38.901000000000003,160
6720,32,5862.2799999999997,9.4570000000000007,64
6752,32,5971.7399999999998,23.908999999999999,160
6784,32,5859.1980000000003,38.110999999999997,272
6816,32,5753.7629999999999,28.739999999999998,208
6848,32,5625.9309999999996,18.366,128
6880,32,6049.326,12.435,80
6912,32,6000.1750000000002,17.015000000000001,112
6944,32,6022.0320000000002,13.25,96
6976,32,6008.7299999999996,21.218,144
7008,32,5657.5010000000002,11.496,80
7040,32,5771.4210000000003,18.391999999999999,128
7072,32,5865.1189999999997,16.515000000000001,112
7104,32,6015.7600000000002,13.749000000000001,96
7136,32,5669.848,14.331,96
7168,32,5765.1059999999998,24.623000000000001,176
7200,32,5686.4359999999997,15.819000000000001,112
7232,32,5771.9219999999996,18.835000000000001,128
7264,32,6023.9470000000001,13.042,96
7296,32,5887.2150000000001,18.826000000000001,128
7328,32,5890.8180000000002,19.937000000000001,144
7360,32,5894.8609999999999,23.047000000000001,160
7392,32,5792.0379999999996,16.364000000000001,112
7424,32,5834.5529999999999,14.302,96
7456,32,5906.9889999999996,20.111000000000001,144
7488,32,5975.3190000000004,20.841000000000001,144
7520,32,5853.8729999999996,16.260000000000002,112
7552,32,5791.0379999999996,16.599,112
7584,32,6009.3860000000004,28.303000000000001,192
7616,32,5984.5050000000001,21.219999999999999,144
7648,32,6016.1769999999997,21.472000000000001,144
7680,32,5669.085,16.641999999999999,112
7712,32,5847.7430000000004,18.105,128
7744,32,5659.1170000000002,11.634,80
7776,32,5971.165,16.251000000000001,112
7808,32,5795.6899999999996,27.751999999999999,192
7840,32,6038.4579999999996,16.321000000000002,112
7872,32,5562.5320000000002,23.222000000000001,160
7904,32,5677.6199999999999,22.68,160
7936,32,5743.8639999999996,15.942,112
7968,32,5966.8440000000001,16.734000000000002,112
8000,32,5759.0810000000001,36.566000000000003,240
8032,32,5914.433,27.405999999999999,192
8064,32,5788.8639999999996,21.390999999999998,160
8096,32,5825.1030000000001,9.0679999999999996,64
8128,32,5938.7280000000001,23.757000000000001,160
8160,32,5746.8289999999997,11.669,80
8192,32,5758.4049999999997,15.535,112
8224,32,5881.2879999999996,16.244,112
8256,32,5902.6880000000001,23.032,160
8288,32,5788.3459999999995,19.081,128
8320,32,5809.8100000000004,29.460999999999999,208
8352,32,5690.5349999999999,8.8989999999999991,64
8384,32,6124.7529999999997,14.548,96
8416,32,6128.8559999999998,13.909000000000001,96
8448,32,5903.3299999999999,26.971,192
8480,32,5647.6099999999997,22.689,160
8512,32,6051.3019999999997,18.460999999999999,128
8544,32,5876.393,15.351000000000001,112
8576,32,5849.8220000000001,18.73,128
8608,32,5918.7619999999997,30.288,208
8640,32,5753.1319999999996,12.006,80
8672,32,5971.7790000000005,18.109000000000002,128
8704,32,5740.3580000000002,18.841000000000001,128
8736,32,5762.9549999999999,17.902999999999999,128
8768,32,5697.6319999999996,18.41,128
8800,32,5863.4489999999996,18.664000000000001,128
8832,32,5824.8760000000002,9.1899999999999995,64
8864,32,6156.3010000000004,12.065,80
8896,32,5709.6379999999999,11.661,80
8928,32,5966.1769999999997,11.220000000000001,80
8960,32,5810.5060000000003,14.093,96
8992,32,5852.3670000000002,24.021999999999998,176
9024,32,5755.9030000000002,18.454999999999998,128
9056,32,5831.1700000000001,18.178000000000001,128
9088,32,5823.3119999999999,13.866,96
9120,32,5871.0839999999998,23.157,160
9152,32,5747.0349999999999,15.762,112
9184,32,5752.2200000000003,22.954999999999998,160
9216,32,5900.8969999999999,20.739000000000001,144
9248,32,5750.4840000000004,26.847999999999999,192
9280,32,5392.9269999999997,32.613,224
9312,32,5627.7160000000003,12.085000000000001,80
9344,32,5737.3190000000004,15.797000000000001,112
9376,32,5641.8770000000004,20.065999999999999,144
9408,32,5614.848,23.597999999999999,160
9440,32,5926.71,10.744,80
9472,32,5869.5839999999998,19.994,144
9504,32,5714.6719999999996,9.3989999999999991,64
9536,32,5751.79,23.292000000000002,160
9568,32,5756.1859999999997,15.956,112
9600,32,5887.5870000000004,15.722,112
9632,32,5703.7259999999997,20.088000000000001,144
9664,32,5725.3029999999999,18.413,128
9696,32,5520.2799999999997,19.827000000000002,144
