# started on Tue Sep  8 21:12:21 2026

9337.66,msec,task-clock,9337656223,100.00,0.731,CPUs utilized
41974366942,,cycles,9337656223,100.00,4.495,GHz
64839520102,,instructions,9337656223,100.00,1.54,insn per cycle
311127733,,cache-references,9337656223,100.00,33.320,M/sec
180950764,,cache-misses,9337656223,100.00,58.16,of all cache refs
