scope,descriptor,target,bin,queries,descriptor_mean,target_mean
all,boundary_gap_r2,harmful_subset_frequency,3,999,894.944944944945,0.8328328328328328
all,boundary_gap_r2,harmful_subset_frequency,4,1002,1084.3243512974052,0.7890884896872921
all,boundary_gap_r2,harmful_subset_frequency,5,1002,1292.809381237525,0.7634730538922155
all,boundary_gap_r2,harmful_subset_frequency,6,998,1543.8587174348697,0.7334669338677354
all,boundary_gap_r2,harmful_subset_frequency,7,1001,1860.2857142857142,0.6713286713286714
all,boundary_gap_r2,harmful_subset_frequency,8,1001,2350.8471528471528,0.583083583083583
all,boundary_gap_r2,harmful_subset_frequency,9,1000,3801.014,0.42
all,boundary_gap_r2,overall_mean_loss,0,999,286.019019019019,0.15525525525525527
all,boundary_gap_r2,overall_mean_loss,1,999,525.1321321321321,0.13187632076520966
all,boundary_gap_r2,overall_mean_loss,2,999,708.6876876876877,0.12409075742409076
all,boundary_gap_r2,overall_mean_loss,3,999,894.944944944945,0.113769324880436
all,boundary_gap_r2,overall_mean_loss,4,1002,1084.3243512974052,0.1043579507651364
all,boundary_gap_r2,overall_mean_loss,5,1002,1292.809381237525,0.09575293856730983
all,boundary_gap_r2,overall_mean_loss,6,998,1543.8587174348697,0.08782008461367179
all,boundary_gap_r2,overall_mean_loss,7,1001,1860.2857142857142,0.07865467865467866
all,boundary_gap_r2,overall_mean_loss,8,1001,2350.8471528471528,0.06604506604506605
all,boundary_gap_r2,overall_mean_loss,9,1000,3801.014,0.04685555555555555
all,boundary_gap_r2,between_subset_variability,0,999,286.019019019019,0.001399671276214486
all,boundary_gap_r2,between_subset_variability,1,999,525.1321321321321,0.001239758276795314
all,boundary_gap_r2,between_subset_variability,2,999,708.6876876876877,0.0012286360434508583
all,boundary_gap_r2,between_subset_variability,3,999,894.944944944945,0.0011109875307406172
all,boundary_gap_r2,between_subset_variability,4,1002,1084.3243512974052,0.001087701140928021
all,boundary_gap_r2,between_subset_variability,5,1002,1292.809381237525,0.0009881471624651932
all,boundary_gap_r2,between_subset_variability,6,998,1543.8587174348697,0.0009154110690516838
all,boundary_gap_r2,between_subset_variability,7,1001,1860.2857142857142,0.0008660475327141995
all,boundary_gap_r2,between_subset_variability,8,1001,2350.8471528471528,0.0007666407666407669
all,boundary_gap_r2,between_subset_variability,9,1000,3801.014,0.0005758024691358026
all,boundary_gap_r2,within_subset_variability,0,999,286.019019019019,0.0037422607792978167
all,boundary_gap_r2,within_subset_variability,1,999,525.1321321321321,0.003271419567715864
all,boundary_gap_r2,within_subset_variability,2,999,708.6876876876877,0.00323656990323657
all,boundary_gap_r2,within_subset_variability,3,999,894.944944944945,0.003166870574277982
all,boundary_gap_r2,within_subset_variability,4,1002,1084.3243512974052,0.002938567309824795
all,boundary_gap_r2,within_subset_variability,5,1002,1292.809381237525,0.002689435942928957
all,boundary_gap_r2,within_subset_variability,6,998,1543.8587174348697,0.0024790321383507757
all,boundary_gap_r2,within_subset_variability,7,1001,1860.2857142857142,0.002271062271062271
all,boundary_gap_r2,within_subset_variability,8,1001,2350.8471528471528,0.0020046620046620047
all,boundary_gap_r2,within_subset_variability,9,1000,3801.014,0.001448888888888889
all,boundary_gap_r5,harmful_frequency_all,0,1000,1580.625,0.883888888888889
all,boundary_gap_r5,harmful_frequency_all,1,1000,2411.863,0.8283333333333335
all,boundary_gap_r5,harmful_frequency_all,2,999,2916.197197197197,0.7878990101212324
all,boundary_gap_r5,harmful_frequency_all,3,1001,3392.978021978022,0.7634587634587634
all,boundary_gap_r5,harmful_frequency_all,4,1000,3869.838,0.7051111111111112
all,boundary_gap_r5,harmful_frequency_all,5,998,4355.506012024048,0.6857047428189712
all,boundary_gap_r5,harmful_frequency_all,6,1000,4929.99,0.6594444444444445
all,boundary_gap_r5,harmful_frequency_all,7,1000,5620.247,0.6117777777777779
all,boundary_gap_r5,harmful_frequency_all,8,1002,6673.152694610779,0.5971390552228876
all,boundary_gap_r5,harmful_frequency_all,9,1000,10134.459,0.5326666666666666
all,boundary_gap_r5,harmful_subset_frequency,0,1000,1580.625,0.9246666666666667
all,boundary_gap_r5,harmful_subset_frequency,1,1000,2411.863,0.8783333333333334
all,boundary_gap_r5,harmful_subset_frequency,2,999,2916.197197197197,0.8321654988321655
all,boundary_gap_r5,harmful_subset_frequency,3,1001,3392.978021978022,0.8135198135198134
all,boundary_gap_r5,harmful_subset_frequency,4,1000,3869.838,0.749
all,boundary_gap_r5,harmful_subset_frequency,5,998,4355.506012024048,0.726118904475618
all,boundary_gap_r5,harmful_subset_frequency,6,1000,4929.99,0.6896666666666667
all,boundary_gap_r5,harmful_subset_frequency,7,1000,5620.247,0.6406666666666666
all,boundary_gap_r5,harmful_subset_frequency,8,1002,6673.152694610779,0.6304058549567533
all,boundary_gap_r5,harmful_subset_frequency,9,1000,10134.459,0.53
all,boundary_gap_r5,overall_mean_loss,0,1000,1580.625,0.1610777777777778
all,boundary_gap_r5,overall_mean_loss,1,1000,2411.863,0.1327
all,boundary_gap_r5,overall_mean_loss,2,999,2916.197197197197,0.11998665331998666
all,boundary_gap_r5,overall_mean_loss,3,1001,3392.978021978022,0.10909090909090911
all,boundary_gap_r5,overall_mean_loss,4,1000,3869.838,0.09568888888888889
all,boundary_gap_r5,overall_mean_loss,5,998,4355.506012024048,0.09070362948118461
all,boundary_gap_r5,overall_mean_loss,6,1000,4929.99,0.08676666666666669
all,boundary_gap_r5,overall_mean_loss,7,1000,5620.247,0.07540000000000001
all,boundary_gap_r5,overall_mean_loss,8,1002,6673.152694610779,0.07168995342648038
all,boundary_gap_r5,overall_mean_loss,9,1000,10134.459,0.06126666666666667
all,boundary_gap_r5,between_subset_variability,0,1000,1580.625,0.001565679012345679
all,boundary_gap_r5,between_subset_variability,1,1000,2411.863,0.0012980246913580247
all,boundary_gap_r5,between_subset_variability,2,999,2916.197197197197,0.0011710475908006772
all,boundary_gap_r5,between_subset_variability,3,1001,3392.978021978022,0.0010397010397010396
all,boundary_gap_r5,between_subset_variability,4,1000,3869.838,0.001031851851851852
all,boundary_gap_r5,between_subset_variability,5,998,4355.506012024048,0.0009302555728741436
all,boundary_gap_r5,between_subset_variability,6,1000,4929.99,0.000965679012345679
all,boundary_gap_r5,between_subset_variability,7,1000,5620.247,0.0008054320987654322
all,boundary_gap_r5,between_subset_variability,8,1002,6673.152694610779,0.0007604543998422909
all,boundary_gap_r5,between_subset_variability,9,1000,10134.459,0.0006101234567901237
all,boundary_gap_r5,within_subset_variability,0,1000,1580.625,0.004083703703703704
all,boundary_gap_r5,within_subset_variability,1,1000,2411.863,0.003588888888888889
all,boundary_gap_r5,within_subset_variability,2,999,2916.197197197197,0.0031327623920216516
all,boundary_gap_r5,within_subset_variability,3,1001,3392.978021978022,0.0029533429533429535
all,boundary_gap_r5,within_subset_variability,4,1000,3869.838,0.0027074074074074075
all,boundary_gap_r5,within_subset_variability,5,998,4355.506012024048,0.0025369257032583693
all,boundary_gap_r5,within_subset_variability,6,1000,4929.99,0.002412592592592593
all,boundary_gap_r5,within_subset_variability,7,1000,5620.247,0.0021281481481481485
all,boundary_gap_r5,within_subset_variability,8,1002,6673.152694610779,0.002035928143712575
all,boundary_gap_r5,within_subset_variability,9,1000,10134.459,0.0016674074074074076
all,local_distance_concentration,harmful_frequency_all,0,1000,0.15528629793972146,0.6926666666666667
all,local_distance_concentration,harmful_frequency_all,1,1000,0.20722823225700107,0.7097777777777778
all,local_distance_concentration,harmful_frequency_all,2,1000,0.246548048870461,0.7151111111111113
all,local_distance_concentration,harmful_frequency_all,3,1000,0.28539714695858664,0.6981111111111111
all,local_distance_concentration,harmful_frequency_all,4,1000,0.3297279753207687,0.7118888888888889
all,local_distance_concentration,harmful_frequency_all,5,1000,0.3820149387746979,0.7215555555555556
all,local_distance_concentration,harmful_frequency_all,6,1000,0.4537911604346257,0.7295555555555555
all,local_distance_concentration,harmful_frequency_all,7,1000,0.5893291291632634,0.7272222222222223
all,local_distance_concentration,harmful_frequency_all,8,1000,0.9897981104636244,0.6971111111111111
all,local_distance_concentration,harmful_frequency_all,9,1000,3.937093912908844,0.6522222222222221
all,local_distance_concentration,harmful_subset_frequency,0,1000,0.15528629793972146,0.721
all,local_distance_concentration,harmful_subset_frequency,1,1000,0.20722823225700107,0.739
all,local_distance_concentration,harmful_subset_frequency,2,1000,0.246548048870461,0.7543333333333333
all,local_distance_concentration,harmful_subset_frequency,3,1000,0.28539714695858664,0.738
all,local_distance_concentration,harmful_subset_frequency,4,1000,0.3297279753207687,0.749
all,local_distance_concentration,harmful_subset_frequency,5,1000,0.3820149387746979,0.7556666666666666
all,local_distance_concentration,harmful_subset_frequency,6,1000,0.4537911604346257,0.7736666666666667
all,local_distance_concentration,harmful_subset_frequency,7,1000,0.5893291291632634,0.767
all,local_distance_concentration,harmful_subset_frequency,8,1000,0.9897981104636244,0.736
all,local_distance_concentration,harmful_subset_frequency,9,1000,3.937093912908844,0.6806666666666666
all,local_distance_concentration,overall_mean_loss,0,1000,0.15528629793972146,0.10872222222222223
all,local_distance_concentration,overall_mean_loss,1,1000,0.20722823225700107,0.10703333333333333
all,local_distance_concentration,overall_mean_loss,2,1000,0.246548048870461,0.10375555555555556
all,local_distance_concentration,overall_mean_loss,3,1000,0.28539714695858664,0.0989888888888889
all,local_distance_concentration,overall_mean_loss,4,1000,0.3297279753207687,0.10165555555555557
all,local_distance_concentration,overall_mean_loss,5,1000,0.3820149387746979,0.10256666666666668
all,local_distance_concentration,overall_mean_loss,6,1000,0.4537911604346257,0.10200000000000001
all,local_distance_concentration,overall_mean_loss,7,1000,0.5893291291632634,0.10105555555555555
all,local_distance_concentration,overall_mean_loss,8,1000,0.9897981104636244,0.09278888888888889
all,local_distance_concentration,overall_mean_loss,9,1000,3.937093912908844,0.08575555555555556
all,local_distance_concentration,between_subset_variability,0,1000,0.15528629793972146,0.00118
all,local_distance_concentration,between_subset_variability,1,1000,0.20722823225700107,0.0011103703703703705
all,local_distance_concentration,between_subset_variability,2,1000,0.246548048870461,0.0010716049382716048
all,local_distance_concentration,between_subset_variability,3,1000,0.28539714695858664,0.00102320987654321
all,local_distance_concentration,between_subset_variability,4,1000,0.3297279753207687,0.00098320987654321
all,local_distance_concentration,between_subset_variability,5,1000,0.3820149387746979,0.0010212345679012347
all,local_distance_concentration,between_subset_variability,6,1000,0.4537911604346257,0.001057530864197531
all,local_distance_concentration,between_subset_variability,7,1000,0.5893291291632634,0.0009938271604938273
all,local_distance_concentration,between_subset_variability,8,1000,0.9897981104636244,0.0008953086419753087
all,local_distance_concentration,between_subset_variability,9,1000,3.937093912908844,0.0008414814814814816
all,local_distance_concentration,within_subset_variability,0,1000,0.15528629793972146,0.003155555555555556
all,local_distance_concentration,within_subset_variability,1,1000,0.20722823225700107,0.0030162962962962964
all,local_distance_concentration,within_subset_variability,2,1000,0.246548048870461,0.002752592592592593
all,local_distance_concentration,within_subset_variability,3,1000,0.28539714695858664,0.002734074074074074
all,local_distance_concentration,within_subset_variability,4,1000,0.3297279753207687,0.0027666666666666664
all,local_distance_concentration,within_subset_variability,5,1000,0.3820149387746979,0.002735555555555556
all,local_distance_concentration,within_subset_variability,6,1000,0.4537911604346257,0.0026666666666666666
all,local_distance_concentration,within_subset_variability,7,1000,0.5893291291632634,0.002677037037037037
all,local_distance_concentration,within_subset_variability,8,1000,0.9897981104636244,0.002423703703703704
all,local_distance_concentration,within_subset_variability,9,1000,3.937093912908844,0.002317777777777778
all,candidate_count,harmful_frequency_all,0,994,567.7766599597586,0.7641403979432149
all,candidate_count,harmful_frequency_all,1,1006,783.3956262425447,0.7690523525513586
all,candidate_count,harmful_frequency_all,2,992,905.4788306451613,0.7506720430107527
all,candidate_count,harmful_frequency_all,3,1005,986.6646766169155,0.7396351575456054
all,candidate_count,harmful_frequency_all,4,1002,1050.441117764471,0.7157906409403415
all,candidate_count,harmful_frequency_all,5,991,1102.250252270434,0.698733041820832
all,candidate_count,harmful_frequency_all,6,1009,1149.4717542120911,0.6890210329258891
all,candidate_count,harmful_frequency_all,7,988,1196.093117408907,0.6810616284300494
all,candidate_count,harmful_frequency_all,8,992,1250.2590725806451,0.642361111111111
all,candidate_count,harmful_frequency_all,9,1021,1355.594515181195,0.6062683643486778
all,candidate_count,harmful_subset_frequency,0,994,567.7766599597586,0.7967806841046278
all,candidate_count,harmful_subset_frequency,1,1006,783.3956262425447,0.8038436050364479
all,candidate_count,harmful_subset_frequency,2,992,905.4788306451613,0.7990591397849464
all,candidate_count,harmful_subset_frequency,3,1005,986.6646766169155,0.7893864013266998
all,candidate_count,harmful_subset_frequency,4,1002,1050.441117764471,0.7568196939454425
all,candidate_count,harmful_subset_frequency,5,991,1102.250252270434,0.7315842583249244
all,candidate_count,harmful_subset_frequency,6,1009,1149.4717542120911,0.7221671622068054
all,candidate_count,harmful_subset_frequency,7,988,1196.093117408907,0.7176113360323887
all,candidate_count,harmful_subset_frequency,8,992,1250.2590725806451,0.6693548387096774
all,candidate_count,harmful_subset_frequency,9,1021,1355.594515181195,0.6294482533463924
all,candidate_count,overall_mean_loss,0,994,567.7766599597586,0.11488933601609659
all,candidate_count,overall_mean_loss,1,1006,783.3956262425447,0.10965319195935497
all,candidate_count,overall_mean_loss,2,992,905.4788306451613,0.10754928315412188
all,candidate_count,overall_mean_loss,3,1005,986.6646766169155,0.10664455500276396
all,candidate_count,overall_mean_loss,4,1002,1050.441117764471,0.10057662452872036
all,candidate_count,overall_mean_loss,5,991,1102.250252270434,0.09877788989797062
all,candidate_count,overall_mean_loss,6,1009,1149.4717542120911,0.09722497522299307
all,candidate_count,overall_mean_loss,7,988,1196.093117408907,0.09489428699955016
all,candidate_count,overall_mean_loss,8,992,1250.2590725806451,0.08933691756272401
all,candidate_count,overall_mean_loss,9,1021,1355.594515181195,0.08501469147894222
all,candidate_count,between_subset_variability,0,994,567.7766599597586,0.0009754825247782994
all,candidate_count,between_subset_variability,1,1006,783.3956262425447,0.0010202979652946518
all,candidate_count,between_subset_variability,2,992,905.4788306451613,0.001031710473914775
all,candidate_count,between_subset_variability,3,1005,986.6646766169155,0.001041459369817579
all,candidate_count,between_subset_variability,4,1002,1050.441117764471,0.0010487666642024591
all,candidate_count,between_subset_variability,5,991,1102.250252270434,0.0009864085410671351
all,candidate_count,between_subset_variability,6,1009,1149.4717542120911,0.0010813787027860369
all,candidate_count,between_subset_variability,7,988,1196.093117408907,0.0010078972359674114
all,candidate_count,between_subset_variability,8,992,1250.2590725806451,0.0009781959378733574
all,candidate_count,between_subset_variability,9,1021,1355.594515181195,0.0010048246091341098
all,candidate_count,within_subset_variability,0,994,567.7766599597586,0.002652954765630822
all,candidate_count,within_subset_variability,1,1006,783.3956262425447,0.002665488550180399
all,candidate_count,within_subset_variability,2,992,905.4788306451613,0.0027501493428912786
all,candidate_count,within_subset_variability,3,1005,986.6646766169155,0.0029216878570112403
all,candidate_count,within_subset_variability,4,1002,1050.441117764471,0.0027167886449323574
all,candidate_count,within_subset_variability,5,991,1102.250252270434,0.0027506820645064847
all,candidate_count,within_subset_variability,6,1009,1149.4717542120911,0.002745659435451309
all,candidate_count,within_subset_variability,7,988,1196.093117408907,0.0027440395861448494
all,candidate_count,within_subset_variability,8,992,1250.2590725806451,0.0026560633213859024
all,candidate_count,within_subset_variability,9,1021,1355.594515181195,0.0026430151993325356
all,oracle_recall,harmful_frequency_all,0,450,0.645111111111111,0.21950617283950616
all,oracle_recall,harmful_frequency_all,1,674,0.7999999999999999,0.4047148038245961
all,oracle_recall,harmful_frequency_all,2,8876,0.980396575033799,0.7530043563166591
all,oracle_recall,harmful_subset_frequency,0,450,0.645111111111111,0.17185185185185184
all,oracle_recall,harmful_subset_frequency,1,674,0.7999999999999999,0.38625123639960435
all,oracle_recall,harmful_subset_frequency,2,8876,0.980396575033799,0.7972810575334234
all,oracle_recall,overall_mean_loss,0,450,0.645111111111111,0.0245679012345679
all,oracle_recall,overall_mean_loss,1,674,0.7999999999999999,0.049423013517969
all,oracle_recall,overall_mean_loss,2,8876,0.980396575033799,0.10815182013920185
all,oracle_recall,between_subset_variability,0,450,0.645111111111111,0.0004384087791495199
all,oracle_recall,between_subset_variability,1,674,0.7999999999999999,0.00074477048759937
all,oracle_recall,between_subset_variability,2,8876,0.980396575033799,0.0010678817618880712
all,oracle_recall,within_subset_variability,0,450,0.645111111111111,0.0012000000000000001
all,oracle_recall,within_subset_variability,1,674,0.7999999999999999,0.002050774810418728
all,oracle_recall,within_subset_variability,2,8876,0.980396575033799,0.0028530535943785155
oracle1,d1,harmful_frequency_all,0,714,7201.217086834734,0.7598817304699659
oracle1,d1,harmful_frequency_all,1,713,14859.0603085554,0.7478572541686146
oracle1,d1,harmful_frequency_all,2,713,21055.138849929874,0.7807386629266013
oracle1,d1,harmful_frequency_all,3,714,26410.558823529413,0.7880485527544352
oracle1,d1,harmful_frequency_all,4,714,31311.18767507003,0.7911609088079676
oracle1,d1,harmful_frequency_all,5,714,35850.73949579832,0.8173046996576409
oracle1,d1,harmful_frequency_all,6,713,40443.381486676015,0.8022440392706872
oracle1,d1,harmful_frequency_all,7,713,45533.92847124825,0.8034907277544024
oracle1,d1,harmful_frequency_all,8,714,51394.13585434174,0.8000311235605353
oracle1,d1,harmful_frequency_all,9,714,62996.31932773109,0.809368191721133
oracle1,d1,harmful_subset_frequency,0,714,7201.217086834734,0.7992530345471521
oracle1,d1,harmful_subset_frequency,1,713,14859.0603085554,0.7896213183730715
oracle1,d1,harmful_subset_frequency,2,713,21055.138849929874,0.8223468910705937
oracle1,d1,harmful_subset_frequency,3,714,26410.558823529413,0.834733893557423
oracle1,d1,harmful_subset_frequency,4,714,31311.18767507003,0.84640522875817
oracle1,d1,harmful_subset_frequency,5,714,35850.73949579832,0.8646125116713351
oracle1,d1,harmful_subset_frequency,6,713,40443.381486676015,0.8583450210378681
oracle1,d1,harmful_subset_frequency,7,713,45533.92847124825,0.8578775128564751
oracle1,d1,harmful_subset_frequency,8,714,51394.13585434174,0.8496732026143792
oracle1,d1,harmful_subset_frequency,9,714,62996.31932773109,0.8496732026143792
oracle1,d1,overall_mean_loss,0,714,7201.217086834734,0.11162464985994398
oracle1,d1,overall_mean_loss,1,713,14859.0603085554,0.10676328502415458
oracle1,d1,overall_mean_loss,2,713,21055.138849929874,0.11374474053295934
oracle1,d1,overall_mean_loss,3,714,26410.558823529413,0.11268285091814505
oracle1,d1,overall_mean_loss,4,714,31311.18767507003,0.1131185807656396
oracle1,d1,overall_mean_loss,5,714,35850.73949579832,0.12055711173358233
oracle1,d1,overall_mean_loss,6,713,40443.381486676015,0.11650303880317905
oracle1,d1,overall_mean_loss,7,713,45533.92847124825,0.11955742558828114
oracle1,d1,overall_mean_loss,8,714,51394.13585434174,0.1165266106442577
oracle1,d1,overall_mean_loss,9,714,62996.31932773109,0.12097727980080919
oracle1,d1,between_subset_variability,0,714,7201.217086834734,0.0010035619185945982
oracle1,d1,between_subset_variability,1,713,14859.0603085554,0.0009859228092047167
oracle1,d1,between_subset_variability,2,713,21055.138849929874,0.0011237511471265563
oracle1,d1,between_subset_variability,3,714,26410.558823529413,0.0010523221634332746
oracle1,d1,between_subset_variability,4,714,31311.18767507003,0.0010851748106650069
oracle1,d1,between_subset_variability,5,714,35850.73949579832,0.0011041947643254835
oracle1,d1,between_subset_variability,6,713,40443.381486676015,0.0011157861929250428
oracle1,d1,between_subset_variability,7,713,45533.92847124825,0.0011095527505064673
oracle1,d1,between_subset_variability,8,714,51394.13585434174,0.0011989487152885847
oracle1,d1,between_subset_variability,9,714,62996.31932773109,0.0011501884704499083
oracle1,d1,within_subset_variability,0,714,7201.217086834734,0.0027461354912335307
oracle1,d1,within_subset_variability,1,713,14859.0603085554,0.002720897615708275
oracle1,d1,within_subset_variability,2,713,21055.138849929874,0.0028206326944054854
oracle1,d1,within_subset_variability,3,714,26410.558823529413,0.0027575474634298166
oracle1,d1,within_subset_variability,4,714,31311.18767507003,0.0029038281979458457
oracle1,d1,within_subset_variability,5,714,35850.73949579832,0.002806307708268493
oracle1,d1,within_subset_variability,6,713,40443.381486676015,0.002915173237753883
oracle1,d1,within_subset_variability,7,713,45533.92847124825,0.0031187990234273545
oracle1,d1,within_subset_variability,8,714,51394.13585434174,0.0029629629629629632
oracle1,d1,within_subset_variability,9,714,62996.31932773109,0.0030169104678908604
oracle1,dk,harmful_frequency_all,0,714,15915.932773109243,0.8148148148148149
oracle1,dk,harmful_frequency_all,1,713,27816.34221598878,0.7921146953405017
oracle1,dk,harmful_frequency_all,2,714,34484.815126050424,0.7760659819483349
oracle1,dk,harmful_frequency_all,3,713,39892.35624123422,0.7936730559451457
oracle1,dk,harmful_frequency_all,4,714,44724.296918767504,0.7944288826641767
oracle1,dk,harmful_frequency_all,5,713,49521.13884992988,0.785881252921926
oracle1,dk,harmful_frequency_all,6,714,54149.182072829135,0.78182384064737
oracle1,dk,harmful_frequency_all,7,713,58850.0,0.7832320398940315
oracle1,dk,harmful_frequency_all,8,714,65176.39355742297,0.7925614690320573
oracle1,dk,harmful_frequency_all,9,714,77237.81792717087,0.7855586679116091
oracle1,dk,harmful_subset_frequency,0,714,15915.932773109243,0.8580765639589168
oracle1,dk,harmful_subset_frequency,1,713,27816.34221598878,0.8363721365123888
oracle1,dk,harmful_subset_frequency,2,714,34484.815126050424,0.8230625583566761
oracle1,dk,harmful_subset_frequency,3,713,39892.35624123422,0.8419822346891069
oracle1,dk,harmful_subset_frequency,4,714,44724.296918767504,0.8389355742296919
oracle1,dk,harmful_subset_frequency,5,713,49521.13884992988,0.839177185600748
oracle1,dk,harmful_subset_frequency,6,714,54149.182072829135,0.8295985060690944
oracle1,dk,harmful_subset_frequency,7,713,58850.0,0.8382421692379616
oracle1,dk,harmful_subset_frequency,8,714,65176.39355742297,0.84640522875817
oracle1,dk,harmful_subset_frequency,9,714,77237.81792717087,0.8207282913165266
oracle1,dk,overall_mean_loss,0,714,15915.932773109243,0.1270152505446623
oracle1,dk,overall_mean_loss,1,713,27816.34221598878,0.11813931743805518
oracle1,dk,overall_mean_loss,2,714,34484.815126050424,0.1119514472455649
oracle1,dk,overall_mean_loss,3,713,39892.35624123422,0.1145239208352813
oracle1,dk,overall_mean_loss,4,714,44724.296918767504,0.1151571739807034
oracle1,dk,overall_mean_loss,5,713,49521.13884992988,0.11262272089761573
oracle1,dk,overall_mean_loss,6,714,54149.182072829135,0.1141923436041083
oracle1,dk,overall_mean_loss,7,713,58850.0,0.1113760324139006
oracle1,dk,overall_mean_loss,8,714,65176.39355742297,0.11450357920946157
oracle1,dk,overall_mean_loss,9,714,77237.81792717087,0.11257391845627138
oracle1,dk,between_subset_variability,0,714,15915.932773109243,0.0011443095756821246
oracle1,dk,between_subset_variability,1,713,27816.34221598878,0.0010839263761189895
oracle1,dk,between_subset_variability,2,714,34484.815126050424,0.0010426392779333959
oracle1,dk,between_subset_variability,3,713,39892.35624123422,0.0011462608003047462
oracle1,dk,between_subset_variability,4,714,44724.296918767504,0.001063388318290279
oracle1,dk,between_subset_variability,5,713,49521.13884992988,0.0010243623707859332
oracle1,dk,between_subset_variability,6,714,54149.182072829135,0.0010806791852543487
oracle1,dk,between_subset_variability,7,713,58850.0,0.0012058248056378027
oracle1,dk,between_subset_variability,8,714,65176.39355742297,0.001073071203790158
oracle1,dk,between_subset_variability,9,714,77237.81792717087,0.001065117404986686
oracle1,dk,within_subset_variability,0,714,15915.932773109243,0.003046996576408341
oracle1,dk,within_subset_variability,1,713,27816.34221598878,0.0030325697366370584
oracle1,dk,within_subset_variability,2,714,34484.815126050424,0.0027565100114119723
oracle1,dk,within_subset_variability,3,713,39892.35624123422,0.0027821931328242695
oracle1,dk,within_subset_variability,4,714,44724.296918767504,0.0028851540616246507
oracle1,dk,within_subset_variability,5,713,49521.13884992988,0.0028102436237078593
oracle1,dk,within_subset_variability,6,714,54149.182072829135,0.002938064114534703
oracle1,dk,within_subset_variability,7,713,58850.0,0.002804010181289284
oracle1,dk,within_subset_variability,8,714,65176.39355742297,0.00291731507417782
oracle1,dk,within_subset_variability,9,714,77237.81792717087,0.002795933188090051
oracle1,dk_plus_1,harmful_frequency_all,0,714,16179.638655462184,0.8211951447245563
oracle1,dk_plus_1,harmful_frequency_all,1,713,28205.535764375876,0.7972572853358267
oracle1,dk_plus_1,harmful_frequency_all,2,714,34943.88515406162,0.7802676626206038
oracle1,dk_plus_1,harmful_frequency_all,3,713,40351.58765778401,0.795387252610254
oracle1,dk_plus_1,harmful_frequency_all,4,714,45230.13585434174,0.7878929349517583
oracle1,dk_plus_1,harmful_frequency_all,5,713,50033.85133239831,0.7950755804893253
oracle1,dk_plus_1,harmful_frequency_all,6,713,54689.54838709677,0.7812061711079944
oracle1,dk_plus_1,harmful_frequency_all,7,714,59417.60364145658,0.7749766573295985
oracle1,dk_plus_1,harmful_frequency_all,8,714,65834.61904761905,0.7863367569249923
oracle1,dk_plus_1,harmful_frequency_all,9,714,77956.36694677871,0.780578898225957
oracle1,dk_plus_1,harmful_subset_frequency,0,714,16179.638655462184,0.865546218487395
oracle1,dk_plus_1,harmful_subset_frequency,1,713,28205.535764375876,0.8419822346891069
oracle1,dk_plus_1,harmful_subset_frequency,2,714,34943.88515406162,0.827264239028945
oracle1,dk_plus_1,harmful_subset_frequency,3,713,40351.58765778401,0.844787283777466
oracle1,dk_plus_1,harmful_subset_frequency,4,714,45230.13585434174,0.831465919701214
oracle1,dk_plus_1,harmful_subset_frequency,5,713,50033.85133239831,0.849462365591398
oracle1,dk_plus_1,harmful_subset_frequency,6,713,54689.54838709677,0.8288920056100981
oracle1,dk_plus_1,harmful_subset_frequency,7,714,59417.60364145658,0.8291316526610645
oracle1,dk_plus_1,harmful_subset_frequency,8,714,65834.61904761905,0.8389355742296919
oracle1,dk_plus_1,harmful_subset_frequency,9,714,77956.36694677871,0.8151260504201681
oracle1,dk_plus_1,overall_mean_loss,0,714,16179.638655462184,0.12880485527544352
oracle1,dk_plus_1,overall_mean_loss,1,713,28205.535764375876,0.11803023219573008
oracle1,dk_plus_1,overall_mean_loss,2,714,34943.88515406162,0.11305633364456895
oracle1,dk_plus_1,overall_mean_loss,3,713,40351.58765778401,0.1149290945924887
oracle1,dk_plus_1,overall_mean_loss,4,714,45230.13585434174,0.11409897292250233
oracle1,dk_plus_1,overall_mean_loss,5,713,50033.85133239831,0.1143680847748169
oracle1,dk_plus_1,overall_mean_loss,6,713,54689.54838709677,0.11340190119993766
oracle1,dk_plus_1,overall_mean_loss,7,714,59417.60364145658,0.11045751633986929
oracle1,dk_plus_1,overall_mean_loss,8,714,65834.61904761905,0.11355431061313415
oracle1,dk_plus_1,overall_mean_loss,9,714,77956.36694677871,0.11136009959539372
oracle1,dk_plus_1,between_subset_variability,0,714,16179.638655462184,0.0011671335200746967
oracle1,dk_plus_1,between_subset_variability,1,713,28205.535764375876,0.0010759614219174763
oracle1,dk_plus_1,between_subset_variability,2,714,34943.88515406162,0.0010595843275581838
oracle1,dk_plus_1,between_subset_variability,3,713,40351.58765778401,0.0011265215659792566
oracle1,dk_plus_1,between_subset_variability,4,714,45230.13585434174,0.001054397067468963
oracle1,dk_plus_1,between_subset_variability,5,713,50033.85133239831,0.0010316347202742717
oracle1,dk_plus_1,between_subset_variability,6,713,54689.54838709677,0.0010950080515297908
oracle1,dk_plus_1,between_subset_variability,7,714,59417.60364145658,0.0012107065048241519
oracle1,dk_plus_1,between_subset_variability,8,714,65834.61904761905,0.0010374520178441748
oracle1,dk_plus_1,between_subset_variability,9,714,77956.36694677871,0.0010709962997544698
oracle1,dk_plus_1,within_subset_variability,0,714,16179.638655462184,0.003113393505550369
oracle1,dk_plus_1,within_subset_variability,1,713,28205.535764375876,0.0029775076619396393
